team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,33,71,7,16,28,37,10,24,25,7,1,12,24
ATLANTA HAWKS,240,47,78,6,16,16,28,10,29,34,8,2,11,25
DENVER NUGGETS,240,31,73,11,26,25,32,6,25,17,11,5,15,20
CHARLOTTE BOBCATS,240,39,78,9,20,13,20,8,29,22,8,5,18,23
GOLDEN STATE WARRIORS,240,42,90,10,20,6,13,13,31,24,10,4,19,20
DALLAS MAVERICKS,240,39,87,7,20,20,27,16,29,22,12,10,16,10
DETROIT PISTONS,240,30,72,6,17,17,21,9,27,14,7,4,18,21
HOUSTON ROCKETS,240,33,72,7,14,24,31,9,26,20,10,5,15,16
WASHINGTON WIZARDS,240,38,76,11,27,21,26,9,25,27,9,10,17,31
LOS ANGELES LAKERS,240,40,89,7,25,28,35,22,23,26,12,7,11,20
CLEVELAND CAVALIERS,240,39,78,7,17,12,17,5,24,22,5,3,11,22
PHILADELPHIA 76ERS,240,42,81,8,23,25,30,9,35,22,9,5,7,14
PHOENIX SUNS,240,37,73,8,16,17,21,2,30,27,5,3,17,28
PORTLAND TRAIL BLAZERS,240,33,74,8,24,32,33,5,27,24,6,6,11,21
