team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,38,88,14,31,17,23,13,36,26,7,9,13,16
CLEVELAND CAVALIERS,240,36,87,9,23,16,18,9,28,21,8,5,10,17
ATLANTA HAWKS,240,38,76,12,28,20,26,8,21,29,13,1,15,20
LOS ANGELES CLIPPERS,240,42,79,7,22,18,24,13,22,26,7,4,18,21
CHARLOTTE BOBCATS,240,37,93,5,21,10,14,13,27,18,7,7,11,19
MEMPHIS GRIZZLIES,240,44,87,7,13,16,22,11,40,23,6,5,12,16
WASHINGTON WIZARDS,240,43,80,15,28,13,23,11,24,25,6,7,16,21
MILWAUKEE BUCKS,240,39,87,4,16,25,28,17,25,14,9,4,14,20
UTAH JAZZ,240,37,80,10,23,20,28,13,29,25,9,4,19,24
PHILADELPHIA 76ERS,240,36,76,5,22,15,20,5,28,22,13,5,18,21
ORLANDO MAGIC,240,46,96,7,18,13,17,12,33,24,8,4,9,26
SAN ANTONIO SPURS,240,43,81,9,20,26,35,8,36,26,4,8,13,15
