team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BROOKLYN NETS,240,38,86,6,22,25,30,12,38,21,13,7,17,25
ATLANTA HAWKS,240,34,98,5,27,19,32,26,32,16,10,3,20,19
MIAMI HEAT,240,41,91,7,29,19,24,16,24,19,9,5,15,22
BOSTON CELTICS,240,41,77,8,24,22,25,8,27,32,8,3,16,19
PHOENIX SUNS,240,41,81,6,16,18,22,8,31,25,6,3,12,17
CHARLOTTE HORNETS,240,42,87,14,30,22,24,8,33,29,8,2,7,14
NEW ORLEANS PELICANS,240,48,97,9,27,10,12,10,50,29,6,4,9,18
DENVER NUGGETS,240,36,95,6,25,12,14,7,41,21,3,1,9,13
MEMPHIS GRIZZLIES,240,38,85,8,29,10,15,13,24,21,11,0,13,13
GOLDEN STATE WARRIORS,240,39,71,17,31,11,15,7,30,30,9,4,18,15
OKLAHOMA CITY THUNDER,240,47,94,11,30,20,28,15,26,27,15,3,16,21
HOUSTON ROCKETS,240,50,79,20,39,17,21,2,34,32,8,4,19,23
PHILADELPHIA 76ERS,240,35,88,14,41,10,14,8,40,19,7,5,14,23
INDIANA PACERS,240,38,89,7,17,24,29,12,39,16,9,4,9,13
SACRAMENTO KINGS,240,38,84,13,28,9,13,6,40,23,5,4,12,25
LOS ANGELES CLIPPERS,240,32,78,10,29,23,28,6,39,20,7,2,9,14
PORTLAND TRAIL BLAZERS,240,36,89,12,28,13,18,12,49,24,8,4,13,16
LOS ANGELES LAKERS,240,33,84,5,21,10,17,1,41,19,6,3,10,17
CHICAGO BULLS,240,46,85,10,21,7,10,10,39,33,4,2,14,16
MILWAUKEE BUCKS,240,37,84,7,23,13,17,9,25,20,8,0,9,9
