team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,36,74,8,18,23,33,5,30,26,7,1,20,20
BOSTON CELTICS,240,45,77,8,16,24,29,1,33,28,12,5,14,25
LOS ANGELES CLIPPERS,240,42,73,9,19,5,9,7,23,22,8,7,23,17
CHARLOTTE BOBCATS,240,45,83,3,11,13,17,10,26,29,12,0,16,14
WASHINGTON WIZARDS,240,33,74,4,11,17,22,9,26,23,4,2,17,19
DETROIT PISTONS,240,42,82,6,20,11,20,13,29,31,11,6,13,20
NEW YORK KNICKS,240,40,88,7,24,25,29,13,28,20,5,4,11,24
MEMPHIS GRIZZLIES,240,42,87,5,18,30,33,13,34,18,5,4,12,22
CHICAGO BULLS,240,38,78,7,23,12,17,8,29,15,5,3,16,25
MIAMI HEAT,240,36,73,12,21,24,32,8,31,21,3,6,15,19
UTAH JAZZ,240,35,84,0,10,17,23,14,35,18,4,5,16,22
MILWAUKEE BUCKS,240,32,79,7,22,24,28,7,35,21,7,8,10,21
SAN ANTONIO SPURS,240,42,85,5,22,14,18,11,37,24,9,6,10,20
MINNESOTA TIMBERWOLVES,240,30,77,4,11,21,25,7,31,14,7,4,13,18
DENVER NUGGETS,240,37,79,3,22,25,28,10,39,23,9,1,19,16
NEW ORLEANS HORNETS,240,37,89,4,17,17,21,9,27,23,12,1,12,18
NEW JERSEY NETS,240,40,87,6,19,16,19,11,25,22,9,2,10,19
OKLAHOMA CITY THUNDER,240,40,77,5,11,19,23,11,36,23,7,4,17,17
CLEVELAND CAVALIERS,240,38,75,10,31,14,23,9,27,26,6,3,11,16
PHILADELPHIA 76ERS,240,42,88,2,15,9,16,14,30,20,8,1,9,20
LOS ANGELES LAKERS,240,40,81,9,25,13,22,12,28,21,9,6,14,25
PHOENIX SUNS,240,34,80,6,21,22,27,14,29,18,6,5,12,13
PORTLAND TRAIL BLAZERS,240,38,74,5,9,29,32,11,24,15,7,3,9,21
SACRAMENTO KINGS,240,39,77,4,10,12,19,8,25,19,6,4,20,26
