team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,39,87,6,22,14,17,9,30,22,6,4,14,22
ATLANTA HAWKS,240,40,80,12,26,24,28,7,33,32,5,8,12,16
BROOKLYN NETS,240,40,86,6,21,16,20,12,27,22,7,3,9,18
CHICAGO BULLS,240,46,94,11,24,15,15,16,34,26,6,8,9,16
TORONTO RAPTORS,265,32,88,7,22,30,38,15,42,11,5,5,14,21
INDIANA PACERS,265,35,91,8,28,16,23,9,39,21,9,7,14,32
CHARLOTTE HORNETS,240,40,86,13,26,16,21,9,30,19,3,0,8,19
MIAMI HEAT,240,40,75,7,17,19,24,6,33,22,5,8,15,17
MEMPHIS GRIZZLIES,240,34,92,3,13,15,17,18,29,16,8,3,15,19
MILWAUKEE BUCKS,240,37,75,5,19,17,25,9,35,21,7,17,12,15
WASHINGTON WIZARDS,240,40,90,6,27,13,19,12,48,25,8,1,22,17
PHILADELPHIA 76ERS,240,35,91,6,33,18,26,8,32,17,16,3,11,20
PORTLAND TRAIL BLAZERS,240,39,89,10,22,22,30,14,35,23,5,6,13,22
SAN ANTONIO SPURS,240,45,86,8,16,20,22,4,33,35,8,11,7,24
PHOENIX SUNS,240,28,82,6,26,7,14,10,33,14,9,1,21,16
UTAH JAZZ,240,43,88,11,25,6,9,9,42,21,14,5,16,18
