team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,51,89,13,22,12,14,10,29,33,7,3,12,20
ATLANTA HAWKS,240,42,75,8,21,21,29,5,26,26,7,2,15,15
MIAMI HEAT,240,42,85,7,20,14,21,10,29,25,11,7,14,18
BOSTON CELTICS,240,39,72,10,21,15,24,4,29,24,9,7,20,26
WASHINGTON WIZARDS,240,43,81,6,15,22,29,14,27,27,6,5,17,26
CHARLOTTE BOBCATS,240,42,79,9,22,26,33,8,23,32,9,5,11,20
DENVER NUGGETS,265,46,100,7,20,20,27,20,33,26,10,5,13,19
CHICAGO BULLS,265,47,96,8,21,16,19,12,30,29,7,11,14,21
INDIANA PACERS,240,39,88,8,22,25,29,15,42,29,8,9,14,16
CLEVELAND CAVALIERS,240,35,92,6,24,14,21,16,29,21,6,7,11,21
BROOKLYN NETS,240,45,83,9,21,20,23,13,28,21,9,8,9,17
DETROIT PISTONS,240,34,78,1,18,13,15,10,23,20,6,4,15,21
MINNESOTA TIMBERWOLVES,240,29,86,6,24,13,18,14,31,14,7,4,11,12
MEMPHIS GRIZZLIES,240,40,82,5,16,7,11,11,38,19,6,10,13,21
GOLDEN STATE WARRIORS,240,35,70,10,19,13,15,6,38,21,6,7,16,20
NEW ORLEANS HORNETS,240,28,83,3,17,13,13,13,28,17,10,5,13,13
PORTLAND TRAIL BLAZERS,240,38,90,12,28,12,14,12,34,26,5,6,13,14
PHILADELPHIA 76ERS,240,43,86,5,16,10,13,8,35,31,7,8,13,15
LOS ANGELES LAKERS,240,29,87,5,22,13,16,14,31,15,10,1,18,13
PHOENIX SUNS,240,42,87,8,20,7,15,14,41,21,10,7,16,16
NEW YORK KNICKS,240,32,69,8,23,18,25,8,26,18,9,5,12,21
UTAH JAZZ,240,29,76,9,19,16,24,19,27,17,10,5,17,23
