team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,37,85,4,19,25,31,15,31,23,10,4,14,22
CLEVELAND CAVALIERS,240,43,85,19,42,13,19,4,32,29,7,6,12,24
MINNESOTA TIMBERWOLVES,240,40,84,5,16,19,25,13,30,25,3,2,13,21
LOS ANGELES CLIPPERS,240,42,87,4,22,13,24,14,27,24,9,6,11,21
DALLAS MAVERICKS,240,37,82,14,36,7,11,5,28,17,4,3,9,20
MIAMI HEAT,240,35,73,9,20,20,29,6,34,16,4,1,13,15
WASHINGTON WIZARDS,240,44,88,13,32,12,14,10,30,29,7,5,15,19
NEW YORK KNICKS,240,42,90,7,24,19,22,14,27,20,7,4,10,14
DENVER NUGGETS,240,37,91,10,31,20,26,11,32,27,5,7,15,19
SAN ANTONIO SPURS,240,44,86,9,22,21,25,6,37,28,12,5,7,19
