team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,45,92,14,35,12,16,12,32,25,8,6,15,23
DENVER NUGGETS,240,42,83,15,31,26,30,7,29,30,10,6,12,16
CHICAGO BULLS,240,33,93,9,31,8,10,10,32,19,11,0,13,19
DETROIT PISTONS,240,38,81,9,27,14,18,11,39,22,8,9,16,13
ATLANTA HAWKS,240,34,82,10,33,9,10,6,29,21,11,4,18,13
INDIANA PACERS,240,45,91,14,28,8,10,9,40,21,11,3,16,16
CLEVELAND CAVALIERS,240,39,87,12,36,12,18,8,32,22,10,7,12,28
LOS ANGELES CLIPPERS,240,43,89,11,28,19,30,13,39,25,6,3,13,16
UTAH JAZZ,240,33,74,13,32,16,22,8,40,26,10,8,17,17
MEMPHIS GRIZZLIES,240,31,83,6,22,10,14,10,29,16,4,5,15,22
NEW YORK KNICKS,240,47,98,7,28,11,14,11,28,24,6,5,11,26
MILWAUKEE BUCKS,240,41,73,8,18,30,39,6,36,29,8,6,14,16
WASHINGTON WIZARDS,240,46,96,9,26,15,20,10,39,34,10,4,12,16
NEW ORLEANS PELICANS,240,38,82,6,20,15,18,2,36,23,3,10,15,18
GOLDEN STATE WARRIORS,240,38,78,12,28,20,24,6,27,20,5,3,10,20
PORTLAND TRAIL BLAZERS,240,44,89,16,39,21,27,14,32,21,4,2,11,17
ORLANDO MAGIC,240,33,78,9,29,13,16,5,29,17,7,4,14,17
SACRAMENTO KINGS,240,36,83,9,25,13,15,13,37,24,7,3,16,21
HOUSTON ROCKETS,240,40,81,9,27,16,23,7,29,15,9,3,13,13
TORONTO RAPTORS,240,41,85,15,38,11,14,12,30,22,7,2,16,20
