team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,36,90,3,17,10,15,17,21,21,7,2,8,21
ATLANTA HAWKS,240,36,67,3,14,19,23,3,32,25,3,3,13,13
MILWAUKEE BUCKS,265,36,86,5,13,25,31,13,29,17,4,1,15,24
BOSTON CELTICS,265,37,79,4,12,27,32,10,33,24,9,6,16,29
DALLAS MAVERICKS,240,39,84,7,15,17,19,12,33,22,6,5,13,17
DENVER NUGGETS,240,41,89,10,28,9,12,13,26,25,7,3,11,21
MEMPHIS GRIZZLIES,240,42,82,8,18,17,25,9,30,28,10,2,19,26
GOLDEN STATE WARRIORS,240,38,92,13,30,26,34,19,29,26,11,8,19,23
NEW ORLEANS HORNETS,240,36,79,5,13,30,42,12,33,20,9,11,8,22
HOUSTON ROCKETS,240,39,93,8,24,13,18,11,34,22,4,6,12,26
OKLAHOMA CITY THUNDER,240,34,90,4,26,20,23,16,31,17,4,2,12,20
LOS ANGELES CLIPPERS,240,42,80,8,16,15,27,7,34,22,5,6,12,18
CHARLOTTE BOBCATS,240,31,72,5,19,18,23,11,30,21,7,3,16,18
NEW JERSEY NETS,240,32,75,5,17,14,15,8,28,21,4,7,16,21
MINNESOTA TIMBERWOLVES,240,28,84,6,16,24,28,13,27,11,6,4,18,29
ORLANDO MAGIC,240,46,92,15,31,21,32,17,39,27,9,15,13,26
INDIANA PACERS,240,28,89,7,22,12,17,11,35,19,6,5,13,19
PHILADELPHIA 76ERS,240,38,81,4,12,21,25,9,45,21,9,8,10,18
SAN ANTONIO SPURS,240,42,77,6,14,22,32,11,34,22,6,4,23,22
PHOENIX SUNS,240,41,92,8,21,20,23,16,24,20,9,7,13,25
LOS ANGELES LAKERS,240,39,84,11,21,23,28,7,36,24,4,4,6,22
SACRAMENTO KINGS,240,40,91,6,22,14,23,12,37,20,4,4,8,26
TORONTO RAPTORS,240,36,79,3,13,33,42,10,26,16,9,4,16,25
UTAH JAZZ,240,48,85,7,16,22,25,7,28,30,9,4,14,28
