team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,265,41,94,8,18,21,26,15,35,23,8,5,22,23
BOSTON CELTICS,265,45,103,7,18,18,22,12,30,29,12,8,14,24
NEW JERSEY NETS,240,33,68,5,17,33,44,7,31,20,4,3,16,27
CHARLOTTE BOBCATS,240,31,80,2,14,37,39,13,26,21,8,5,9,28
LOS ANGELES CLIPPERS,265,40,86,6,14,19,25,12,37,17,5,2,13,21
HOUSTON ROCKETS,265,37,86,10,20,19,24,12,31,19,9,3,12,25
MIAMI HEAT,240,33,88,7,24,10,15,18,17,22,10,5,12,23
LOS ANGELES LAKERS,240,35,71,5,17,18,25,13,31,19,7,10,16,17
CHICAGO BULLS,240,39,82,7,16,11,16,9,36,21,2,6,13,18
PHILADELPHIA 76ERS,240,38,97,1,11,14,17,18,32,26,5,4,5,15
SACRAMENTO KINGS,240,38,99,2,13,10,14,16,33,16,7,4,9,16
PHOENIX SUNS,240,40,88,5,12,11,16,14,39,17,3,9,15,16
DENVER NUGGETS,240,36,86,6,17,21,28,10,39,19,6,6,9,26
SAN ANTONIO SPURS,240,32,72,10,27,20,27,5,35,22,6,6,14,22
GOLDEN STATE WARRIORS,240,29,80,4,19,13,19,10,31,17,6,3,12,20
TORONTO RAPTORS,240,29,78,4,10,21,24,14,37,19,8,5,14,18
