team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,37,86,6,17,22,32,16,37,14,13,4,15,20
ATLANTA HAWKS,240,34,89,9,35,18,24,17,31,26,9,5,16,23
HOUSTON ROCKETS,240,56,97,11,26,22,28,12,46,33,8,9,14,22
LOS ANGELES LAKERS,240,44,95,14,32,28,35,5,28,38,8,7,11,20
BROOKLYN NETS,240,36,68,9,23,7,14,4,31,13,9,7,15,14
MIAMI HEAT,240,33,69,7,24,14,19,6,28,17,9,3,13,15
SAN ANTONIO SPURS,240,36,81,4,17,15,25,11,26,19,8,7,16,22
MINNESOTA TIMBERWOLVES,240,42,91,5,15,21,26,16,36,23,9,3,15,18
OKLAHOMA CITY THUNDER,240,38,80,12,22,19,27,10,29,23,5,4,6,23
SACRAMENTO KINGS,240,34,82,3,14,21,28,13,31,13,5,4,9,18
DALLAS MAVERICKS,240,40,72,9,23,6,11,6,30,24,3,5,9,12
UTAH JAZZ,240,36,87,4,24,7,13,23,24,16,7,3,9,15
