team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,22,70,3,14,9,15,6,26,13,7,2,17,22
BOSTON CELTICS,240,33,72,2,5,19,24,10,40,19,9,4,17,15
OKLAHOMA CITY THUNDER,240,38,84,7,23,12,14,8,36,25,13,11,10,20
CLEVELAND CAVALIERS,240,27,80,5,14,16,26,18,36,16,5,4,17,15
MINNESOTA TIMBERWOLVES,240,26,71,7,17,18,29,9,34,20,6,4,26,20
GOLDEN STATE WARRIORS,240,38,87,7,21,17,22,13,33,23,16,10,14,25
INDIANA PACERS,240,40,70,5,12,21,27,5,28,19,5,7,15,27
NEW YORK KNICKS,240,30,82,7,30,26,34,15,29,11,4,3,15,25
ORLANDO MAGIC,240,39,86,8,24,25,36,14,43,15,10,6,12,19
PHOENIX SUNS,240,31,80,4,15,22,32,10,30,18,7,6,12,20
CHARLOTTE BOBCATS,240,35,68,5,12,20,24,8,25,18,11,5,17,23
TORONTO RAPTORS,240,33,79,4,17,20,31,16,23,19,8,1,19,23
