team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,41,78,8,22,13,17,7,28,27,9,8,14,21
BOSTON CELTICS,240,35,88,12,37,18,23,15,27,24,8,3,16,18
WASHINGTON WIZARDS,240,46,93,13,34,19,29,14,29,22,7,0,10,31
LOS ANGELES CLIPPERS,240,47,83,12,30,27,37,8,33,27,6,4,10,22
INDIANA PACERS,240,37,85,10,25,13,15,12,31,19,5,7,12,18
MEMPHIS GRIZZLIES,240,41,88,12,32,16,18,9,34,22,8,3,8,19
DALLAS MAVERICKS,240,44,91,14,27,16,17,8,30,25,3,4,5,21
NEW ORLEANS PELICANS,240,42,84,12,30,25,33,11,33,26,5,5,6,18
MIAMI HEAT,240,40,84,12,25,13,17,8,32,18,11,7,10,23
NEW YORK KNICKS,240,33,89,5,25,17,21,17,35,19,2,6,14,16
OKLAHOMA CITY THUNDER,265,43,102,10,33,18,28,11,46,18,11,7,11,20
ORLANDO MAGIC,265,39,97,9,30,19,27,11,42,24,9,8,14,22
ATLANTA HAWKS,240,34,80,9,18,22,26,15,32,19,7,3,17,15
PHILADELPHIA 76ERS,240,36,87,11,39,9,11,13,27,30,7,3,14,19
UTAH JAZZ,240,42,79,13,31,15,19,7,36,22,10,3,11,18
SACRAMENTO KINGS,240,34,75,2,15,12,18,2,30,14,7,1,13,17
GOLDEN STATE WARRIORS,240,43,85,13,26,11,11,10,25,31,7,7,15,22
SAN ANTONIO SPURS,240,34,83,9,24,21,26,16,26,20,9,9,15,12
CHARLOTTE HORNETS,240,39,86,16,32,16,21,11,27,23,6,2,8,18
TORONTO RAPTORS,240,38,83,11,31,19,24,13,31,23,4,7,13,22
