team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,45,93,10,30,8,9,7,39,29,7,2,10,16
CHICAGO BULLS,240,42,90,14,33,9,11,5,38,23,6,5,11,12
MILWAUKEE BUCKS,240,37,90,16,46,17,21,10,38,25,7,5,14,22
CHARLOTTE HORNETS,240,38,81,13,29,21,30,5,39,21,9,5,11,22
MINNESOTA TIMBERWOLVES,240,40,86,8,26,14,19,8,31,18,8,8,8,18
CLEVELAND CAVALIERS,240,36,86,10,31,13,14,9,31,24,4,3,16,18
ORLANDO MAGIC,240,40,90,14,30,16,21,6,28,28,11,2,11,21
GOLDEN STATE WARRIORS,240,41,84,13,35,21,23,10,36,21,8,7,14,19
BOSTON CELTICS,240,48,97,19,39,9,10,14,28,27,14,4,13,25
NEW ORLEANS PELICANS,240,34,77,12,32,27,29,9,31,21,8,5,22,20
INDIANA PACERS,240,49,84,9,18,14,17,4,35,33,13,4,16,17
UTAH JAZZ,240,34,81,8,31,12,17,10,28,25,10,4,17,17
HOUSTON ROCKETS,265,46,97,18,48,21,27,18,30,22,8,5,19,31
WASHINGTON WIZARDS,265,50,89,11,29,24,32,9,29,29,7,7,13,29
