team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,42,79,11,31,19,22,2,33,33,12,5,18,20
ATLANTA HAWKS,240,38,86,15,35,18,20,3,32,21,10,2,19,21
DALLAS MAVERICKS,240,35,84,13,29,17,21,13,33,21,6,4,17,15
CHICAGO BULLS,240,42,89,10,27,14,20,11,34,24,10,2,13,18
NEW YORK KNICKS,240,41,89,11,25,12,16,10,23,24,4,4,17,22
LOS ANGELES CLIPPERS,240,50,89,9,25,19,24,14,37,34,14,6,11,17
DENVER NUGGETS,240,40,73,6,22,22,26,6,31,18,17,3,22,22
MEMPHIS GRIZZLIES,240,40,91,10,27,12,15,17,23,26,14,3,20,23
INDIANA PACERS,240,37,83,6,16,23,30,13,35,19,12,4,14,23
MILWAUKEE BUCKS,240,31,81,9,25,25,32,14,29,15,9,13,15,24
DETROIT PISTONS,265,40,92,12,29,14,24,13,30,22,10,1,14,17
ORLANDO MAGIC,265,44,86,13,36,14,19,7,38,34,8,3,16,23
CHARLOTTE HORNETS,240,34,81,11,24,20,32,7,32,21,7,0,10,25
PHILADELPHIA 76ERS,240,41,81,9,24,19,25,7,39,27,4,5,11,22
OKLAHOMA CITY THUNDER,240,46,96,11,34,21,29,16,32,22,5,11,11,20
PHOENIX SUNS,240,46,96,11,25,13,18,13,31,26,5,12,13,25
MINNESOTA TIMBERWOLVES,240,38,74,9,17,23,31,2,25,14,9,0,12,23
UTAH JAZZ,240,40,78,9,29,27,35,11,34,21,7,5,18,21
TORONTO RAPTORS,240,36,78,10,33,20,32,8,26,19,9,5,7,22
WASHINGTON WIZARDS,240,36,79,9,24,14,21,15,32,24,2,5,17,25
