team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,37,95,4,13,17,23,14,21,18,7,2,8,22
CLEVELAND CAVALIERS,240,40,73,5,16,24,28,8,34,27,1,5,15,17
MEMPHIS GRIZZLIES,240,34,77,5,8,26,28,13,31,20,6,3,12,20
DETROIT PISTONS,240,40,85,2,10,11,19,17,22,30,7,6,10,20
NEW ORLEANS HORNETS,240,45,86,6,17,27,29,14,32,18,11,2,24,15
GOLDEN STATE WARRIORS,240,45,89,7,20,13,18,8,23,31,14,4,18,25
DENVER NUGGETS,240,32,72,4,17,29,39,8,38,7,11,3,16,27
HOUSTON ROCKETS,240,36,83,7,19,13,19,9,30,13,5,5,16,30
LOS ANGELES LAKERS,240,44,97,5,22,25,30,20,42,19,8,2,10,14
INDIANA PACERS,240,39,93,7,28,11,14,11,31,22,6,3,11,24
PHILADELPHIA 76ERS,240,36,78,2,14,14,21,16,35,17,7,5,16,21
MILWAUKEE BUCKS,240,37,85,5,13,12,21,12,23,17,10,4,8,19
LOS ANGELES CLIPPERS,240,32,76,5,19,18,28,13,25,20,5,3,17,19
NEW JERSEY NETS,240,41,77,5,13,16,18,8,34,29,10,5,16,19
CHICAGO BULLS,240,41,90,6,17,8,8,14,39,20,8,7,16,18
OKLAHOMA CITY THUNDER,240,31,84,7,19,17,23,11,29,21,7,9,14,13
UTAH JAZZ,240,38,63,6,15,24,35,8,36,27,6,9,19,27
PORTLAND TRAIL BLAZERS,240,33,92,5,24,24,28,19,19,16,11,3,9,28
ATLANTA HAWKS,240,35,88,5,20,15,24,12,33,15,6,4,7,21
SAN ANTONIO SPURS,240,40,92,4,16,21,28,19,41,29,2,5,8,16
MIAMI HEAT,240,40,90,5,22,18,21,12,23,17,11,4,7,18
TORONTO RAPTORS,240,46,81,4,10,15,22,11,35,28,5,2,14,16
