team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,43,89,13,31,13,19,13,39,26,12,10,18,24
ATLANTA HAWKS,240,30,83,9,31,17,25,8,33,18,9,8,19,16
ORLANDO MAGIC,240,38,87,9,25,13,18,7,31,29,7,2,11,15
BOSTON CELTICS,240,50,89,16,34,12,15,7,40,39,8,5,10,17
MIAMI HEAT,240,41,89,9,24,9,11,7,33,25,14,2,10,17
CHICAGO BULLS,240,33,78,3,13,19,25,9,34,19,7,9,21,12
BROOKLYN NETS,240,43,87,16,33,14,16,4,33,23,9,2,10,15
CLEVELAND CAVALIERS,240,49,92,13,36,13,20,9,38,26,4,5,14,14
SACRAMENTO KINGS,265,35,70,13,25,28,36,10,33,22,7,1,19,30
INDIANA PACERS,265,38,78,10,28,29,33,7,22,19,14,4,10,24
SAN ANTONIO SPURS,240,33,85,12,28,25,29,12,32,20,10,4,12,13
NEW ORLEANS PELICANS,240,48,93,13,30,10,14,14,39,29,8,6,14,20
CHARLOTTE HORNETS,240,40,90,13,37,14,15,9,38,18,5,4,13,16
NEW YORK KNICKS,240,46,96,9,27,9,13,11,37,22,8,9,10,18
HOUSTON ROCKETS,240,42,81,12,31,27,28,6,35,25,10,4,23,29
PHILADELPHIA 76ERS,240,42,78,10,25,24,32,3,26,29,14,6,22,25
MEMPHIS GRIZZLIES,240,37,77,9,26,26,33,10,32,24,6,5,11,19
PORTLAND TRAIL BLAZERS,240,38,81,16,35,20,21,8,25,24,2,3,12,26
MILWAUKEE BUCKS,240,31,80,7,23,17,24,12,31,19,6,7,19,22
TORONTO RAPTORS,240,37,84,10,25,18,23,12,35,20,9,10,14,19
