team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,37,74,8,19,14,21,14,31,25,3,9,14,29
CLEVELAND CAVALIERS,240,29,76,3,15,27,33,8,26,20,7,3,7,22
WASHINGTON WIZARDS,240,35,80,2,12,26,38,10,29,18,7,3,10,17
DALLAS MAVERICKS,240,44,87,6,22,13,15,11,40,22,8,3,11,31
ATLANTA HAWKS,265,43,92,14,29,17,19,11,28,30,7,2,12,19
DENVER NUGGETS,265,45,87,7,20,21,26,9,34,30,6,4,13,20
PORTLAND TRAIL BLAZERS,240,20,64,5,22,30,38,6,32,5,5,4,15,14
INDIANA PACERS,240,40,82,4,11,8,15,9,41,24,11,1,12,25
LOS ANGELES LAKERS,290,41,83,6,20,28,34,6,45,24,4,5,18,12
MEMPHIS GRIZZLIES,290,52,116,2,19,5,5,14,33,26,15,2,8,27
HOUSTON ROCKETS,240,41,89,10,24,12,14,11,26,25,7,6,11,17
OKLAHOMA CITY THUNDER,240,39,84,8,23,17,22,15,32,22,4,4,14,16
MIAMI HEAT,265,40,91,8,23,10,11,8,28,21,15,6,16,30
ORLANDO MAGIC,265,36,73,11,28,21,37,11,35,19,14,2,22,15
GOLDEN STATE WARRIORS,240,46,91,12,24,11,15,9,36,20,9,6,7,21
SACRAMENTO KINGS,240,33,82,7,19,16,21,10,34,11,4,3,13,15
