team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,34,75,4,17,16,23,13,26,26,4,2,11,22
ATLANTA HAWKS,240,36,79,9,29,20,24,12,30,29,5,4,11,20
BOSTON CELTICS,240,45,89,9,26,17,23,13,29,28,7,1,7,21
CHARLOTTE HORNETS,240,40,85,7,26,17,19,10,30,20,3,6,10,17
SACRAMENTO KINGS,240,33,81,5,16,12,20,12,29,16,4,3,12,19
MEMPHIS GRIZZLIES,240,38,83,8,23,13,17,14,31,23,7,11,13,21
UTAH JAZZ,240,39,82,10,33,16,18,14,33,18,8,6,12,22
MINNESOTA TIMBERWOLVES,240,28,76,6,16,22,27,10,24,21,5,4,12,17
LOS ANGELES LAKERS,265,40,82,10,21,23,30,12,33,27,7,10,17,26
PHILADELPHIA 76ERS,265,39,96,10,30,23,38,20,31,27,11,1,15,24
PHOENIX SUNS,240,38,87,3,16,7,10,8,30,18,6,2,12,11
PORTLAND TRAIL BLAZERS,240,44,86,12,27,9,10,9,38,26,6,5,14,10
HOUSTON ROCKETS,240,35,84,8,27,18,31,12,29,21,7,3,13,22
TORONTO RAPTORS,240,35,78,8,22,21,27,12,36,20,9,7,15,26
