team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,43,84,7,16,15,22,9,31,27,6,7,18,26
CHARLOTTE BOBCATS,240,39,76,8,16,27,33,1,29,23,10,10,13,23
DETROIT PISTONS,240,38,80,5,17,12,20,10,31,20,5,2,14,22
DALLAS MAVERICKS,240,38,86,5,17,17,18,13,34,24,5,5,8,17
GOLDEN STATE WARRIORS,240,47,85,8,17,20,23,10,24,22,10,6,16,28
DENVER NUGGETS,240,46,90,6,14,25,31,19,27,22,7,3,18,21
ORLANDO MAGIC,240,33,86,9,22,15,24,16,36,12,9,6,19,26
INDIANA PACERS,240,36,84,5,16,20,29,9,35,20,8,6,11,22
HOUSTON ROCKETS,240,31,77,4,23,13,20,8,28,22,9,3,15,21
LOS ANGELES LAKERS,240,36,79,2,10,14,18,13,37,20,6,5,20,25
MILWAUKEE BUCKS,240,36,79,3,14,23,27,11,33,20,9,4,9,19
NEW JERSEY NETS,240,25,66,2,10,24,28,6,31,13,7,3,16,21
WASHINGTON WIZARDS,240,41,79,4,12,18,22,6,26,25,10,2,14,19
PHILADELPHIA 76ERS,240,38,78,7,17,14,24,12,30,24,7,1,18,18
MEMPHIS GRIZZLIES,240,41,79,6,12,21,34,14,23,19,7,2,11,19
PORTLAND TRAIL BLAZERS,240,41,78,6,17,17,22,10,27,22,7,2,9,25
PHOENIX SUNS,240,37,82,7,21,32,36,11,30,21,12,4,18,19
SACRAMENTO KINGS,240,42,94,4,18,21,27,16,33,23,11,7,14,27
