team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,44,78,12,26,9,11,4,32,30,7,8,10,20
CLEVELAND CAVALIERS,240,35,86,8,25,12,17,12,26,26,6,3,12,14
SACRAMENTO KINGS,240,32,75,3,15,28,36,5,36,18,9,4,15,15
DETROIT PISTONS,240,45,91,12,31,12,16,8,41,21,8,3,13,27
INDIANA PACERS,240,33,90,8,28,13,18,16,34,21,5,2,14,21
LOS ANGELES LAKERS,240,27,71,6,18,28,30,5,32,14,8,3,11,20
BROOKLYN NETS,240,34,86,7,24,9,13,10,28,18,9,6,11,23
MIAMI HEAT,240,31,67,5,14,21,28,8,34,21,8,9,14,20
MILWAUKEE BUCKS,240,35,77,4,16,21,27,14,34,23,10,4,18,20
NEW YORK KNICKS,240,31,76,9,25,11,14,7,29,23,8,2,16,20
TORONTO RAPTORS,240,38,83,9,26,24,29,9,34,22,9,4,20,24
PHOENIX SUNS,240,48,89,8,23,21,28,8,33,26,15,2,16,29
