team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,33,77,5,17,22,28,14,30,17,7,6,20,22
OKLAHOMA CITY THUNDER,240,39,86,9,21,21,30,17,28,23,13,4,16,24
BOSTON CELTICS,240,33,90,3,13,22,24,15,31,16,7,5,10,25
ORLANDO MAGIC,240,30,71,4,15,29,36,11,38,20,6,5,17,18
DENVER NUGGETS,240,36,82,9,28,22,30,10,32,18,5,0,10,23
PHOENIX SUNS,240,46,91,8,19,17,26,14,34,23,6,5,10,20
MILWAUKEE BUCKS,240,33,88,6,21,10,17,10,27,19,10,6,8,18
SAN ANTONIO SPURS,240,43,76,11,18,13,21,7,48,28,6,8,15,16
LOS ANGELES LAKERS,240,37,80,12,22,26,28,6,25,20,6,2,9,13
TORONTO RAPTORS,240,44,90,9,30,9,11,13,34,30,6,4,13,21
