team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,41,84,13,32,24,40,13,40,28,5,5,12,21
BOSTON CELTICS,240,39,93,8,31,20,23,9,31,29,8,1,10,32
LOS ANGELES LAKERS,240,42,91,6,18,9,11,9,34,25,7,4,11,14
BROOKLYN NETS,240,42,87,8,28,15,21,6,37,29,11,6,8,9
PHILADELPHIA 76ERS,240,34,84,10,30,8,15,11,34,18,11,0,13,21
CLEVELAND CAVALIERS,240,33,85,9,23,12,18,18,35,17,7,2,17,12
DALLAS MAVERICKS,240,40,90,6,15,13,19,9,32,20,5,3,12,25
INDIANA PACERS,240,38,76,10,17,18,26,4,39,23,6,6,15,25
DETROIT PISTONS,240,40,83,8,25,14,22,13,24,24,5,5,11,20
MIAMI HEAT,240,39,82,7,18,24,29,14,32,20,4,1,10,16
MINNESOTA TIMBERWOLVES,240,32,75,2,12,22,24,12,27,17,5,4,21,17
NEW ORLEANS PELICANS,240,43,75,6,13,18,24,7,28,29,12,9,14,21
OKLAHOMA CITY THUNDER,240,40,86,10,26,19,26,11,37,16,9,4,15,20
PHOENIX SUNS,240,37,82,5,22,18,24,8,32,23,9,4,18,20
MEMPHIS GRIZZLIES,240,36,82,6,14,11,12,3,31,22,5,1,10,17
SAN ANTONIO SPURS,240,42,83,4,17,15,18,10,38,25,9,6,8,15
HOUSTON ROCKETS,240,34,80,9,29,22,33,16,37,18,12,6,19,25
WASHINGTON WIZARDS,240,29,75,4,15,29,37,11,32,17,14,5,17,22
