team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,48,93,9,21,13,16,8,32,30,11,2,18,23
BOSTON CELTICS,240,45,87,4,10,20,31,11,33,28,10,4,18,19
MIAMI HEAT,240,31,72,9,27,24,27,10,31,19,6,2,14,24
BROOKLYN NETS,240,29,70,9,23,16,26,11,24,18,10,5,12,19
DALLAS MAVERICKS,240,43,84,10,28,11,16,10,40,32,7,4,7,18
CHARLOTTE HORNETS,240,32,80,10,22,6,13,7,28,22,1,3,11,17
DENVER NUGGETS,240,41,85,12,31,12,15,9,30,25,10,4,15,18
CLEVELAND CAVALIERS,240,34,79,10,29,19,23,9,33,18,7,8,15,15
ORLANDO MAGIC,240,41,79,13,26,12,15,6,33,33,9,2,11,21
DETROIT PISTONS,240,32,80,11,24,18,24,10,31,17,5,4,14,19
CHICAGO BULLS,240,39,80,10,26,17,25,9,36,28,7,2,8,24
LOS ANGELES CLIPPERS,240,36,81,7,23,10,22,9,31,20,2,5,12,21
HOUSTON ROCKETS,240,34,78,8,34,17,21,10,25,24,6,4,21,19
MEMPHIS GRIZZLIES,240,46,86,7,17,20,22,10,28,27,14,5,10,19
NEW ORLEANS PELICANS,240,38,85,5,19,12,19,13,28,16,11,4,11,23
PORTLAND TRAIL BLAZERS,240,38,76,7,19,19,23,10,33,20,7,1,18,21
PHILADELPHIA 76ERS,240,27,83,4,26,17,24,5,34,15,11,4,13,18
SAN ANTONIO SPURS,240,36,81,10,26,18,21,6,46,27,9,8,17,17
