team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
OKLAHOMA CITY THUNDER,240,37,93,7,19,19,22,13,35,19,8,8,11,19
ATLANTA HAWKS,240,39,90,10,28,18,20,14,37,23,9,8,12,15
SAN ANTONIO SPURS,240,37,90,2,14,13,18,12,35,20,5,4,9,17
CHICAGO BULLS,240,37,86,6,16,12,20,12,39,25,4,6,10,21
HOUSTON ROCKETS,240,35,88,11,27,24,28,16,29,19,11,7,16,27
DETROIT PISTONS,240,45,85,8,23,18,37,14,32,22,8,8,11,19
PORTLAND TRAIL BLAZERS,240,33,87,5,23,16,27,13,41,18,6,2,18,38
LOS ANGELES CLIPPERS,240,33,85,8,19,28,56,18,37,26,7,5,10,22
BOSTON CELTICS,240,38,80,8,20,21,25,12,28,23,15,3,15,21
MIAMI HEAT,240,36,75,5,17,18,24,11,27,21,9,6,18,19
DENVER NUGGETS,240,28,75,6,19,12,16,10,33,19,6,4,22,20
MILWAUKEE BUCKS,240,35,77,6,18,16,22,8,30,25,10,12,13,19
DALLAS MAVERICKS,240,36,84,9,37,17,22,9,31,22,8,3,16,30
SACRAMENTO KINGS,240,36,79,9,31,31,44,9,33,22,1,1,11,18
GOLDEN STATE WARRIORS,240,40,82,14,29,12,15,14,31,21,2,5,15,19
UTAH JAZZ,240,40,89,6,19,17,22,10,25,18,9,2,8,16
