team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,34,80,6,20,14,28,10,40,20,9,4,19,21
BOSTON CELTICS,240,37,86,10,26,11,20,10,37,19,7,4,16,23
CHICAGO BULLS,240,31,82,15,32,14,19,4,32,18,4,6,10,25
CHARLOTTE HORNETS,240,33,89,7,19,28,33,17,38,15,4,7,12,17
LOS ANGELES CLIPPERS,240,41,82,12,32,5,12,11,21,27,9,2,15,17
DALLAS MAVERICKS,240,51,84,16,28,11,16,12,31,31,11,2,15,16
GOLDEN STATE WARRIORS,240,39,92,8,19,17,22,9,26,29,5,10,8,25
DENVER NUGGETS,240,41,82,8,17,24,37,13,39,23,4,3,13,22
MINNESOTA TIMBERWOLVES,240,34,78,3,12,28,31,13,29,20,8,6,20,18
OKLAHOMA CITY THUNDER,240,44,101,11,24,14,14,19,29,28,10,4,16,22
SACRAMENTO KINGS,240,35,87,4,14,33,40,16,34,22,9,4,17,20
PHILADELPHIA 76ERS,240,45,95,9,32,15,23,14,32,30,11,9,15,29
ATLANTA HAWKS,240,39,83,8,18,10,12,7,31,22,11,6,11,20
PHOENIX SUNS,240,32,78,10,26,13,21,11,34,19,7,6,18,14
DETROIT PISTONS,240,41,91,7,25,10,12,11,25,23,5,2,6,14
PORTLAND TRAIL BLAZERS,240,46,80,11,21,15,17,7,36,28,2,2,10,12
MIAMI HEAT,240,35,79,5,23,17,24,7,37,21,11,5,20,22
TORONTO RAPTORS,240,34,79,12,33,22,31,9,34,26,12,5,17,22
