team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,37,71,6,16,20,25,11,26,24,4,2,13,18
ATLANTA HAWKS,240,45,80,10,28,12,18,8,21,30,8,5,10,20
MIAMI HEAT,240,38,84,1,13,19,23,13,41,19,6,13,10,15
CHICAGO BULLS,240,31,87,7,24,15,19,14,29,15,5,10,9,16
OKLAHOMA CITY THUNDER,240,37,94,10,30,14,18,10,32,26,6,6,8,23
CLEVELAND CAVALIERS,240,36,82,16,36,20,29,11,37,17,5,8,11,14
WASHINGTON WIZARDS,265,48,90,4,14,17,23,10,40,29,5,2,17,27
DENVER NUGGETS,265,41,101,12,29,21,28,14,31,26,7,3,9,24
BOSTON CELTICS,240,41,95,10,28,19,27,13,35,23,5,3,14,21
GOLDEN STATE WARRIORS,240,42,89,8,23,22,25,9,38,29,9,3,13,20
HOUSTON ROCKETS,240,35,87,13,44,16,21,11,35,22,13,4,14,23
LOS ANGELES LAKERS,240,34,79,1,13,18,25,13,40,20,4,2,21,18
DALLAS MAVERICKS,240,39,81,9,24,19,25,13,25,20,5,6,9,19
NEW ORLEANS PELICANS,240,40,79,8,17,21,25,11,29,27,9,3,9,25
INDIANA PACERS,240,43,83,8,20,12,18,9,38,27,8,5,14,23
ORLANDO MAGIC,240,38,78,6,17,17,23,3,30,22,7,5,12,21
LOS ANGELES CLIPPERS,240,43,87,10,23,24,36,14,36,28,7,5,11,20
PHOENIX SUNS,240,34,80,10,29,22,27,5,26,23,5,8,11,25
MILWAUKEE BUCKS,240,39,82,8,17,9,13,13,29,29,12,5,17,26
SAN ANTONIO SPURS,240,35,83,5,22,26,30,14,27,22,9,6,15,17
DETROIT PISTONS,240,41,90,12,34,16,23,14,30,24,5,2,14,21
TORONTO RAPTORS,240,43,81,5,15,23,29,6,31,23,9,5,8,21
