team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,41,81,14,32,18,22,7,37,23,10,7,14,20
BOSTON CELTICS,240,34,89,8,24,24,29,13,33,17,6,1,12,17
WASHINGTON WIZARDS,240,46,89,9,25,19,24,9,38,27,8,1,14,18
BROOKLYN NETS,240,44,98,10,31,13,21,13,30,24,9,9,10,16
ATLANTA HAWKS,240,39,87,8,30,8,15,10,32,23,8,6,15,18
CLEVELAND CAVALIERS,240,40,83,11,29,18,20,9,38,17,9,4,15,14
HOUSTON ROCKETS,240,48,86,15,30,18,26,8,35,28,12,5,17,23
MINNESOTA TIMBERWOLVES,240,38,83,5,21,24,33,10,30,25,12,3,13,20
CHICAGO BULLS,240,44,77,10,23,23,26,5,30,29,5,3,9,20
NEW ORLEANS PELICANS,240,41,80,12,26,22,28,10,23,28,8,2,10,23
LOS ANGELES LAKERS,240,23,81,7,31,26,30,10,38,15,8,1,15,20
OKLAHOMA CITY THUNDER,240,42,96,12,37,16,27,13,44,27,8,11,11,20
MILWAUKEE BUCKS,240,41,78,3,15,13,19,13,32,18,6,7,23,20
ORLANDO MAGIC,240,41,84,7,23,18,28,12,24,28,19,10,10,15
SACRAMENTO KINGS,240,41,83,6,17,17,28,4,36,25,11,12,18,19
PHOENIX SUNS,240,41,100,5,22,14,17,17,34,21,8,3,19,25
DALLAS MAVERICKS,240,36,81,11,32,18,22,10,37,19,7,2,9,15
UTAH JAZZ,240,35,77,9,33,13,18,6,32,21,5,3,10,16
