team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,30,83,8,30,12,18,12,34,21,8,3,13,15
ATLANTA HAWKS,240,41,82,10,28,12,16,9,35,31,10,4,13,18
WASHINGTON WIZARDS,240,32,82,5,15,11,17,17,33,23,3,4,17,21
BROOKLYN NETS,240,45,89,12,20,15,23,12,32,29,10,1,6,20
BOSTON CELTICS,240,38,84,8,22,15,21,11,32,30,11,2,14,24
CLEVELAND CAVALIERS,240,32,77,9,34,17,25,12,30,25,4,2,20,21
DALLAS MAVERICKS,290,57,109,11,29,19,24,11,38,39,8,6,17,23
DENVER NUGGETS,290,53,125,15,43,22,25,27,34,29,10,1,15,26
INDIANA PACERS,240,38,79,11,19,20,22,9,33,29,6,1,10,21
DETROIT PISTONS,240,40,89,11,23,12,23,15,30,25,5,5,11,20
SAN ANTONIO SPURS,240,41,85,4,17,18,24,13,27,23,12,3,15,35
HOUSTON ROCKETS,240,31,66,9,21,32,53,9,30,19,9,5,20,26
MINNESOTA TIMBERWOLVES,240,32,74,3,15,31,34,9,30,17,7,3,12,20
LOS ANGELES LAKERS,240,41,83,9,23,15,24,14,32,35,6,2,12,22
PHOENIX SUNS,240,30,85,7,25,8,10,10,33,18,9,4,10,18
NEW ORLEANS PELICANS,240,37,84,5,19,11,19,15,41,29,4,13,11,12
MILWAUKEE BUCKS,240,37,76,6,17,19,29,5,28,18,17,3,17,22
NEW YORK KNICKS,240,34,72,5,13,18,24,5,37,22,7,5,24,26
SACRAMENTO KINGS,240,37,81,9,24,20,28,14,36,19,4,6,16,23
OKLAHOMA CITY THUNDER,240,44,97,10,31,18,24,16,31,21,8,4,6,22
TORONTO RAPTORS,240,39,94,9,30,14,15,17,29,22,8,1,15,15
ORLANDO MAGIC,240,41,89,7,20,10,10,14,32,21,11,4,16,19
MEMPHIS GRIZZLIES,240,36,76,5,15,12,19,7,29,22,8,1,11,22
UTAH JAZZ,240,31,71,11,23,15,22,9,30,16,4,3,15,22
