team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,265,43,92,12,35,20,26,13,35,28,8,7,13,20
CHARLOTTE BOBCATS,265,41,88,13,27,17,22,9,32,28,6,6,15,19
TORONTO RAPTORS,240,42,86,9,28,17,19,9,28,19,9,9,16,30
DENVER NUGGETS,240,40,85,6,15,27,43,23,30,25,11,7,17,20
CLEVELAND CAVALIERS,240,32,95,3,20,12,17,20,33,19,7,5,11,20
DETROIT PISTONS,240,36,84,4,18,13,19,15,34,21,6,13,11,16
ORLANDO MAGIC,240,40,92,8,23,14,16,11,32,29,8,4,8,19
GOLDEN STATE WARRIORS,240,37,81,7,17,13,18,9,34,23,5,5,13,20
MILWAUKEE BUCKS,240,29,76,8,19,15,23,19,21,20,5,9,16,16
NEW ORLEANS HORNETS,240,43,82,5,12,11,11,13,24,29,11,2,8,23
LOS ANGELES CLIPPERS,240,42,89,4,21,17,24,13,23,19,9,3,10,14
UTAH JAZZ,240,42,74,9,20,11,15,9,32,25,6,5,17,26
