team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,38,88,7,23,17,19,6,35,22,15,7,20,27
DETROIT PISTONS,240,41,89,10,28,23,39,16,41,26,12,7,23,20
INDIANA PACERS,240,39,89,8,26,19,26,17,33,25,5,4,16,25
LOS ANGELES CLIPPERS,240,36,82,4,15,24,31,12,29,19,8,2,11,23
PORTLAND TRAIL BLAZERS,240,38,87,9,23,29,34,15,37,28,6,1,12,19
LOS ANGELES LAKERS,240,40,87,10,28,18,23,9,32,25,8,7,9,21
CHARLOTTE BOBCATS,240,35,76,4,15,24,28,6,33,16,8,2,14,20
MIAMI HEAT,240,36,69,8,18,19,25,4,30,19,8,9,14,19
NEW ORLEANS PELICANS,240,38,77,10,21,17,23,9,23,22,10,1,12,19
NEW YORK KNICKS,240,34,76,13,35,18,21,13,29,23,9,9,17,23
MINNESOTA TIMBERWOLVES,240,37,89,9,29,20,26,15,31,22,12,2,12,14
OKLAHOMA CITY THUNDER,240,49,87,9,19,6,9,8,35,26,8,10,15,22
GOLDEN STATE WARRIORS,240,42,82,15,25,16,22,10,22,22,13,5,18,25
SACRAMENTO KINGS,240,40,76,9,19,24,28,11,28,22,11,1,24,25
DENVER NUGGETS,240,44,87,10,23,14,19,14,33,29,10,6,15,22
TORONTO RAPTORS,240,35,87,8,22,20,26,14,28,18,8,6,13,20
