team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,29,81,8,19,25,31,14,26,21,15,4,18,31
LOS ANGELES CLIPPERS,240,35,72,8,21,25,40,9,35,26,14,9,20,24
INDIANA PACERS,240,36,77,10,18,16,19,12,38,22,3,3,15,22
LOS ANGELES LAKERS,240,36,86,2,9,22,33,18,25,22,10,5,8,16
MILWAUKEE BUCKS,240,28,80,5,30,30,34,15,27,18,10,5,14,28
MIAMI HEAT,240,25,67,3,12,29,35,12,30,9,7,2,21,25
CHARLOTTE BOBCATS,240,37,79,5,14,8,15,7,27,18,9,6,13,20
NEW JERSEY NETS,240,38,86,7,27,14,15,16,31,19,5,5,12,14
BOSTON CELTICS,240,37,72,5,12,21,30,7,28,22,7,2,17,20
WASHINGTON WIZARDS,240,37,77,2,15,18,21,6,31,17,8,7,17,28
