team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,44,81,13,26,16,21,5,38,30,9,3,14,27
ATLANTA HAWKS,240,36,77,13,29,21,26,3,28,27,9,2,16,21
DENVER NUGGETS,240,47,94,11,20,19,22,4,42,23,7,7,6,22
BROOKLYN NETS,240,39,96,12,31,21,31,17,39,24,5,4,15,18
ORLANDO MAGIC,240,41,97,11,33,20,26,9,30,28,11,4,11,20
CHARLOTTE HORNETS,240,53,97,6,18,8,17,12,47,31,6,7,17,24
NEW YORK KNICKS,240,42,89,13,28,17,21,11,40,27,9,6,14,26
CLEVELAND CAVALIERS,240,31,81,10,33,23,27,7,34,20,5,5,15,23
DETROIT PISTONS,240,43,93,12,27,17,17,17,20,22,16,0,13,9
GOLDEN STATE WARRIORS,240,44,77,10,27,9,12,10,30,29,3,11,25,14
SAN ANTONIO SPURS,240,36,90,9,28,13,18,12,32,19,12,8,15,11
INDIANA PACERS,240,36,77,10,22,15,20,6,38,21,9,3,19,20
WASHINGTON WIZARDS,240,40,85,17,34,13,20,13,36,28,9,3,15,18
SACRAMENTO KINGS,240,32,82,6,22,13,16,11,32,13,8,2,17,20
