team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,34,77,9,24,16,23,8,30,23,7,6,16,28
BOSTON CELTICS,240,28,69,5,19,25,37,10,33,16,8,4,16,25
BROOKLYN NETS,240,39,91,3,14,10,11,5,41,28,6,8,9,18
CHARLOTTE HORNETS,240,36,91,3,12,13,20,10,41,23,4,7,11,17
PHILADELPHIA 76ERS,240,35,84,14,34,15,22,13,36,17,14,12,16,22
DENVER NUGGETS,240,29,84,8,29,19,27,13,36,13,8,4,16,22
CLEVELAND CAVALIERS,240,43,84,14,34,11,13,11,38,30,6,5,18,18
MEMPHIS GRIZZLIES,240,37,85,4,17,11,16,9,23,18,9,6,8,15
LOS ANGELES LAKERS,265,39,92,6,26,17,18,14,34,21,8,4,16,23
MINNESOTA TIMBERWOLVES,265,33,78,6,22,27,30,9,31,14,8,5,17,16
HOUSTON ROCKETS,240,40,81,6,22,9,12,12,31,29,7,4,18,22
NEW ORLEANS PELICANS,240,34,75,5,15,20,32,12,25,20,8,9,13,16
LOS ANGELES CLIPPERS,240,44,78,11,28,12,18,6,33,31,12,7,15,17
NEW YORK KNICKS,240,29,82,5,23,17,19,7,27,14,8,3,20,15
ATLANTA HAWKS,240,39,90,10,31,7,10,12,33,21,9,8,13,17
ORLANDO MAGIC,240,32,78,3,16,16,20,10,32,19,7,3,17,14
SACRAMENTO KINGS,240,40,81,8,21,20,23,8,35,27,8,3,19,24
PHOENIX SUNS,240,38,87,6,25,17,26,14,32,16,10,6,18,19
OKLAHOMA CITY THUNDER,240,36,90,6,18,13,14,10,27,16,7,1,10,15
SAN ANTONIO SPURS,240,51,88,13,21,15,19,11,38,28,7,4,10,12
CHICAGO BULLS,240,45,74,12,23,14,17,2,29,26,4,6,8,16
TORONTO RAPTORS,240,39,83,9,21,16,19,10,25,16,6,1,7,16
PORTLAND TRAIL BLAZERS,240,34,81,7,27,17,20,11,34,19,4,5,14,18
UTAH JAZZ,240,35,80,4,16,15,23,11,32,12,11,2,9,20
INDIANA PACERS,240,38,85,9,26,18,28,9,34,21,7,2,10,23
WASHINGTON WIZARDS,240,33,75,5,14,30,38,6,40,13,6,4,10,23
