team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,31,74,7,18,23,29,6,33,18,11,3,12,19
CHARLOTTE BOBCATS,240,35,78,4,9,13,22,7,30,22,6,4,13,18
NEW ORLEANS HORNETS,240,29,80,4,13,15,18,9,32,10,4,11,10,16
CHICAGO BULLS,240,31,81,4,20,19,22,12,34,24,6,6,9,17
OKLAHOMA CITY THUNDER,240,42,81,6,18,11,18,8,26,21,4,8,12,23
MEMPHIS GRIZZLIES,240,44,85,2,12,17,26,15,24,22,8,9,7,19
DALLAS MAVERICKS,240,38,84,12,35,20,22,12,32,29,11,4,15,19
MINNESOTA TIMBERWOLVES,240,39,88,11,23,16,26,16,29,23,8,4,16,21
UTAH JAZZ,240,41,91,5,19,22,26,22,19,27,6,2,20,22
NEW YORK KNICKS,240,46,82,13,26,26,29,9,26,32,10,5,15,23
PORTLAND TRAIL BLAZERS,240,35,81,8,25,11,17,8,28,21,7,1,7,14
ORLANDO MAGIC,240,33,71,11,22,8,9,8,31,14,3,5,18,17
HOUSTON ROCKETS,240,44,83,9,23,26,27,12,27,23,8,5,16,17
SACRAMENTO KINGS,240,45,95,2,6,9,11,18,24,21,8,6,16,16
