team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,34,84,8,24,13,24,9,31,20,7,4,16,20
BOSTON CELTICS,240,44,88,8,20,12,15,5,37,27,7,3,11,21
OKLAHOMA CITY THUNDER,240,40,90,7,26,28,35,17,42,19,8,4,21,34
DALLAS MAVERICKS,240,42,89,10,25,25,35,8,29,27,9,2,12,27
LOS ANGELES LAKERS,240,39,85,8,15,19,21,10,35,24,11,5,18,19
GOLDEN STATE WARRIORS,240,40,84,7,27,21,23,7,30,28,16,7,14,21
TORONTO RAPTORS,240,39,82,12,23,27,33,7,44,19,3,4,11,24
INDIANA PACERS,240,38,88,2,19,20,25,4,32,21,7,4,4,22
DENVER NUGGETS,240,30,81,8,18,13,21,10,27,14,13,5,15,24
MEMPHIS GRIZZLIES,240,33,80,2,9,24,28,20,37,14,9,5,19,16
CLEVELAND CAVALIERS,240,30,79,11,33,21,27,7,25,17,8,4,14,21
MIAMI HEAT,240,42,76,4,15,18,22,6,39,21,8,5,15,21
BROOKLYN NETS,240,52,90,5,13,13,17,13,30,21,8,2,14,15
MINNESOTA TIMBERWOLVES,240,41,88,9,15,15,17,13,23,27,6,7,16,15
ATLANTA HAWKS,240,38,84,12,31,22,30,9,30,25,11,5,12,24
SACRAMENTO KINGS,240,38,81,7,20,20,25,9,36,23,7,5,20,29
CHARLOTTE HORNETS,240,23,78,5,19,15,18,6,30,9,5,4,7,11
UTAH JAZZ,240,33,78,15,24,13,19,14,47,19,3,5,13,19
PORTLAND TRAIL BLAZERS,240,36,89,8,28,17,20,14,34,19,2,3,10,19
WASHINGTON WIZARDS,240,41,82,7,12,16,26,6,37,25,5,4,6,17
