team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE BOBCATS,240,30,76,12,24,19,23,9,36,18,6,7,16,21
ATLANTA HAWKS,240,36,90,12,32,10,15,15,29,28,9,9,9,18
BROOKLYN NETS,240,33,82,10,24,19,29,17,33,21,12,3,14,24
BOSTON CELTICS,240,32,75,1,7,18,24,8,32,14,7,6,17,24
DALLAS MAVERICKS,240,28,81,4,18,18,20,11,19,18,10,6,14,26
CHICAGO BULLS,240,34,69,6,10,27,33,10,34,24,8,6,19,19
PHOENIX SUNS,240,28,82,6,21,15,20,13,26,11,7,5,19,23
DETROIT PISTONS,240,40,76,12,16,25,35,8,35,28,9,5,12,19
MINNESOTA TIMBERWOLVES,240,31,82,6,22,27,35,21,31,18,5,6,18,25
LOS ANGELES CLIPPERS,240,37,81,4,19,23,26,11,24,28,11,6,10,25
TORONTO RAPTORS,240,29,74,5,17,19,24,7,26,11,5,5,17,29
MEMPHIS GRIZZLIES,240,38,80,8,18,19,28,12,34,28,10,7,12,19
NEW YORK KNICKS,240,35,73,11,21,21,25,8,30,18,11,1,14,20
MILWAUKEE BUCKS,240,33,72,5,13,17,21,5,31,24,8,4,17,20
UTAH JAZZ,240,31,63,6,11,28,38,6,33,24,11,4,16,25
NEW ORLEANS HORNETS,240,31,73,5,21,17,21,12,26,15,4,1,19,27
HOUSTON ROCKETS,240,36,87,8,21,18,30,16,22,20,11,2,16,16
OKLAHOMA CITY THUNDER,240,47,87,9,22,17,22,15,31,26,10,11,15,22
SAN ANTONIO SPURS,240,44,84,11,25,11,15,8,31,26,12,9,16,8
ORLANDO MAGIC,240,41,95,2,15,5,8,18,28,16,8,3,16,14
PORTLAND TRAIL BLAZERS,240,30,86,10,31,12,18,18,27,14,10,3,11,20
WASHINGTON WIZARDS,240,31,71,5,12,17,19,8,34,18,7,2,16,19
