team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS HORNETS,240,36,89,4,9,19,22,13,34,22,8,7,14,18
CHICAGO BULLS,240,41,90,3,18,14,20,15,35,25,11,10,13,16
BOSTON CELTICS,240,33,74,7,17,13,14,5,34,27,6,1,17,20
CLEVELAND CAVALIERS,240,31,78,4,17,17,25,11,30,18,12,5,14,17
NEW JERSEY NETS,240,37,84,7,25,12,14,12,41,23,9,4,19,21
DALLAS MAVERICKS,240,32,89,8,25,20,28,17,32,19,13,7,13,12
PHILADELPHIA 76ERS,240,42,84,5,13,8,9,11,33,26,17,8,15,19
DETROIT PISTONS,240,25,79,2,10,16,20,15,27,14,5,0,22,11
TORONTO RAPTORS,240,35,75,2,17,13,18,9,38,18,7,5,15,23
HOUSTON ROCKETS,240,29,75,7,20,23,28,8,29,14,2,3,13,15
GOLDEN STATE WARRIORS,240,29,85,3,22,17,24,19,26,15,8,9,15,25
INDIANA PACERS,240,37,84,5,11,23,32,16,38,21,11,4,14,23
MINNESOTA TIMBERWOLVES,240,40,78,10,22,19,27,9,30,27,4,1,9,18
LOS ANGELES CLIPPERS,240,40,85,2,11,15,22,12,30,20,6,5,8,23
WASHINGTON WIZARDS,240,42,87,13,24,21,21,13,30,24,5,6,15,24
MILWAUKEE BUCKS,240,41,91,8,25,29,37,20,26,30,11,3,11,19
UTAH JAZZ,240,40,85,5,13,11,22,13,30,27,13,4,16,23
SACRAMENTO KINGS,240,37,84,5,20,24,29,16,33,23,4,7,17,18
