team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,30,78,5,29,13,29,14,32,15,10,7,13,18
DENVER NUGGETS,240,37,82,7,23,11,21,15,37,28,11,4,15,26
SACRAMENTO KINGS,240,36,86,9,26,16,21,16,21,19,10,3,13,20
DETROIT PISTONS,240,39,75,8,20,17,22,13,31,19,7,8,17,15
PHILADELPHIA 76ERS,240,41,86,8,22,13,20,6,45,27,6,7,10,22
LOS ANGELES LAKERS,240,37,94,3,22,22,33,14,38,17,5,6,7,17
ATLANTA HAWKS,240,41,83,9,22,4,8,9,30,30,7,7,5,11
NEW ORLEANS HORNETS,240,36,82,10,20,4,12,14,33,20,3,5,13,17
PORTLAND TRAIL BLAZERS,240,41,81,11,33,12,18,13,34,22,6,0,16,22
NEW YORK KNICKS,240,36,84,10,37,18,24,13,24,18,9,2,10,19
DALLAS MAVERICKS,240,41,82,10,22,11,17,8,34,25,6,4,10,25
WASHINGTON WIZARDS,240,32,79,10,26,20,26,12,32,23,3,4,14,23
