team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BROOKLYN NETS,240,39,80,10,23,11,17,12,27,22,7,2,21,15
ATLANTA HAWKS,240,49,82,17,33,16,19,7,27,40,15,4,12,16
PHILADELPHIA 76ERS,240,28,76,11,26,24,33,11,29,13,4,14,15,24
CHARLOTTE HORNETS,240,35,86,1,13,21,23,13,31,13,5,5,11,20
GOLDEN STATE WARRIORS,240,43,95,14,36,23,32,17,38,28,12,4,14,37
DALLAS MAVERICKS,240,34,80,3,16,39,54,10,34,14,6,2,16,23
LOS ANGELES CLIPPERS,240,34,79,13,34,26,42,13,34,24,9,7,12,27
DENVER NUGGETS,240,32,85,6,22,22,31,15,29,21,7,1,15,31
MIAMI HEAT,240,37,77,5,20,19,26,11,26,19,6,7,14,20
DETROIT PISTONS,240,36,73,12,26,15,23,8,25,20,6,3,16,21
WASHINGTON WIZARDS,240,38,79,8,22,8,10,6,34,24,9,0,15,18
MEMPHIS GRIZZLIES,240,34,81,1,15,14,18,9,32,23,2,3,15,15
ORLANDO MAGIC,240,40,86,8,21,9,13,12,33,23,7,10,12,13
MILWAUKEE BUCKS,240,39,89,5,16,7,13,14,31,26,8,6,13,19
UTAH JAZZ,240,29,74,7,21,20,24,13,34,17,10,2,18,23
PHOENIX SUNS,240,30,69,5,14,22,29,6,26,12,11,7,15,21
NEW ORLEANS PELICANS,240,39,85,7,16,5,10,9,26,18,8,5,9,18
PORTLAND TRAIL BLAZERS,240,36,84,6,16,21,23,18,33,17,4,3,10,9
BOSTON CELTICS,265,47,97,8,26,15,22,12,32,26,10,4,15,28
TORONTO RAPTORS,265,40,83,6,23,30,38,9,37,15,7,4,16,22
