team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,34,78,7,17,10,13,9,25,22,8,6,16,19
BROOKLYN NETS,240,39,92,5,17,15,21,17,31,26,10,9,12,11
NEW ORLEANS HORNETS,240,33,85,6,13,12,20,15,25,23,6,6,14,18
DENVER NUGGETS,240,40,75,5,13,17,21,9,32,27,9,12,14,20
DETROIT PISTONS,240,37,78,9,20,17,22,10,28,20,6,4,19,22
NEW YORK KNICKS,240,38,79,17,33,28,31,10,27,24,13,4,11,19
BOSTON CELTICS,265,47,105,7,18,15,19,17,34,26,9,2,15,22
ORLANDO MAGIC,265,41,90,11,26,17,19,10,32,20,9,8,18,19
PHOENIX SUNS,240,39,83,4,11,19,20,9,32,24,3,5,12,23
PHILADELPHIA 76ERS,240,39,81,9,19,17,23,6,27,23,4,4,8,18
SAN ANTONIO SPURS,290,44,103,8,27,15,19,7,45,25,4,5,11,18
TORONTO RAPTORS,290,40,110,6,24,20,24,17,44,21,6,8,12,25
