team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS PELICANS,240,44,86,11,32,20,24,9,41,30,6,5,17,25
CHARLOTTE HORNETS,240,39,91,10,36,21,28,11,30,25,9,6,11,19
LOS ANGELES CLIPPERS,240,42,95,9,24,17,22,8,36,23,9,5,10,22
DALLAS MAVERICKS,240,42,95,8,23,22,26,17,47,20,6,5,16,21
PHOENIX SUNS,240,37,93,13,33,9,11,7,33,24,12,8,15,22
LOS ANGELES LAKERS,240,46,92,11,27,17,23,11,45,26,9,4,19,15
UTAH JAZZ,240,39,89,11,33,11,15,10,40,21,8,6,13,18
MIAMI HEAT,240,36,91,13,31,17,24,14,36,20,8,8,13,16
MEMPHIS GRIZZLIES,240,33,79,11,28,18,23,3,32,19,7,7,14,24
PHILADELPHIA 76ERS,240,36,74,8,22,23,30,3,41,22,5,2,16,20
PORTLAND TRAIL BLAZERS,240,45,86,12,29,16,16,9,26,25,6,5,17,21
SAN ANTONIO SPURS,240,50,83,11,15,20,22,5,29,29,5,4,12,15
