slug,name,season,team
paulch01,Chris Paul,2018,HOUSTON ROCKETS
paulch01,Chris Paul,2019,HOUSTON ROCKETS
irvinky01,Kyrie Irving,2012,CLEVELAND CAVALIERS
irvinky01,Kyrie Irving,2013,CLEVELAND CAVALIERS
irvinky01,Kyrie Irving,2014,CLEVELAND CAVALIERS
irvinky01,Kyrie Irving,2015,CLEVELAND CAVALIERS
irvinky01,Kyrie Irving,2016,CLEVELAND CAVALIERS
irvinky01,Kyrie Irving,2017,CLEVELAND CAVALIERS
irvinky01,Kyrie Irving,2018,BOSTON CELTICS
irvinky01,Kyrie Irving,2019,BOSTON CELTICS
loveke01,Kevin Love,2009,MINNESOTA TIMBERWOLVES
loveke01,Kevin Love,2010,MINNESOTA TIMBERWOLVES
loveke01,Kevin Love,2011,MINNESOTA TIMBERWOLVES
loveke01,Kevin Love,2012,MINNESOTA TIMBERWOLVES
loveke01,Kevin Love,2013,MINNESOTA TIMBERWOLVES
loveke01,Kevin Love,2014,MINNESOTA TIMBERWOLVES
loveke01,Kevin Love,2015,CLEVELAND CAVALIERS
loveke01,Kevin Love,2016,CLEVELAND CAVALIERS
loveke01,Kevin Love,2017,CLEVELAND CAVALIERS
loveke01,Kevin Love,2018,CLEVELAND CAVALIERS
loveke01,Kevin Love,2019,CLEVELAND CAVALIERS
griffbl01,Blake Griffin,2011,LOS ANGELES CLIPPERS
griffbl01,Blake Griffin,2012,LOS ANGELES CLIPPERS
griffbl01,Blake Griffin,2013,LOS ANGELES CLIPPERS
griffbl01,Blake Griffin,2014,LOS ANGELES CLIPPERS
griffbl01,Blake Griffin,2015,LOS ANGELES CLIPPERS
griffbl01,Blake Griffin,2016,LOS ANGELES CLIPPERS
griffbl01,Blake Griffin,2017,LOS ANGELES CLIPPERS
griffbl01,Blake Griffin,2018,TOT
griffbl01,Blake Griffin,2018,LOS ANGELES CLIPPERS
griffbl01,Blake Griffin,2018,DETROIT PISTONS
griffbl01,Blake Griffin,2019,DETROIT PISTONS
hilarne01,Nene Hilario,2003,DENVER NUGGETS
hilarne01,Nene Hilario,2004,DENVER NUGGETS
hilarne01,Nene Hilario,2005,DENVER NUGGETS
hilarne01,Nene Hilario,2006,DENVER NUGGETS
hilarne01,Nene Hilario,2007,DENVER NUGGETS
hilarne01,Nene Hilario,2008,DENVER NUGGETS
hilarne01,Nene Hilario,2009,DENVER NUGGETS
hilarne01,Nene Hilario,2010,DENVER NUGGETS
hilarne01,Nene Hilario,2011,DENVER NUGGETS
hilarne01,Nene Hilario,2012,TOT
hilarne01,Nene Hilario,2012,DENVER NUGGETS
hilarne01,Nene Hilario,2012,WASHINGTON WIZARDS
hilarne01,Nene Hilario,2013,WASHINGTON WIZARDS
hilarne01,Nene Hilario,2014,WASHINGTON WIZARDS
hilarne01,Nene Hilario,2015,WASHINGTON WIZARDS
hilarne01,Nene Hilario,2016,WASHINGTON WIZARDS
hilarne01,Nene Hilario,2017,HOUSTON ROCKETS
hilarne01,Nene Hilario,2018,HOUSTON ROCKETS
hilarne01,Nene Hilario,2019,HOUSTON ROCKETS
varejan01,Anderson Varejao,2005,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2006,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2007,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2008,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2009,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2010,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2011,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2012,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2013,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2014,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2015,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2016,TOT
varejan01,Anderson Varejao,2016,CLEVELAND CAVALIERS
varejan01,Anderson Varejao,2016,GOLDEN STATE WARRIORS
varejan01,Anderson Varejao,2017,GOLDEN STATE WARRIORS
jordade01,DeAndre Jordan,2009,LOS ANGELES CLIPPERS
jordade01,DeAndre Jordan,2010,LOS ANGELES CLIPPERS
jordade01,DeAndre Jordan,2011,LOS ANGELES CLIPPERS
jordade01,DeAndre Jordan,2012,LOS ANGELES CLIPPERS
jordade01,DeAndre Jordan,2013,LOS ANGELES CLIPPERS
jordade01,DeAndre Jordan,2014,LOS ANGELES CLIPPERS
jordade01,DeAndre Jordan,2015,LOS ANGELES CLIPPERS
jordade01,DeAndre Jordan,2016,LOS ANGELES CLIPPERS
jordade01,DeAndre Jordan,2017,LOS ANGELES CLIPPERS
jordade01,DeAndre Jordan,2018,LOS ANGELES CLIPPERS
jordade01,DeAndre Jordan,2019,TOT
jordade01,DeAndre Jordan,2019,DALLAS MAVERICKS
jordade01,DeAndre Jordan,2019,NEW YORK KNICKS
crawfja01,Jamal Crawford,2001,CHICAGO BULLS
crawfja01,Jamal Crawford,2002,CHICAGO BULLS
crawfja01,Jamal Crawford,2003,CHICAGO BULLS
crawfja01,Jamal Crawford,2004,CHICAGO BULLS
crawfja01,Jamal Crawford,2005,NEW YORK KNICKS
crawfja01,Jamal Crawford,2006,NEW YORK KNICKS
crawfja01,Jamal Crawford,2007,NEW YORK KNICKS
crawfja01,Jamal Crawford,2008,NEW YORK KNICKS
crawfja01,Jamal Crawford,2009,TOT
crawfja01,Jamal Crawford,2009,NEW YORK KNICKS
crawfja01,Jamal Crawford,2009,GOLDEN STATE WARRIORS
crawfja01,Jamal Crawford,2010,ATLANTA HAWKS
crawfja01,Jamal Crawford,2011,ATLANTA HAWKS
crawfja01,Jamal Crawford,2012,PORTLAND TRAIL BLAZERS
crawfja01,Jamal Crawford,2013,LOS ANGELES CLIPPERS
crawfja01,Jamal Crawford,2014,LOS ANGELES CLIPPERS
crawfja01,Jamal Crawford,2015,LOS ANGELES CLIPPERS
crawfja01,Jamal Crawford,2016,LOS ANGELES CLIPPERS
crawfja01,Jamal Crawford,2017,LOS ANGELES CLIPPERS
crawfja01,Jamal Crawford,2018,MINNESOTA TIMBERWOLVES
crawfja01,Jamal Crawford,2019,PHOENIX SUNS
martike02,Kevin Martin,2005,SACRAMENTO KINGS
martike02,Kevin Martin,2006,SACRAMENTO KINGS
martike02,Kevin Martin,2007,SACRAMENTO KINGS
martike02,Kevin Martin,2008,SACRAMENTO KINGS
martike02,Kevin Martin,2009,SACRAMENTO KINGS
martike02,Kevin Martin,2010,TOT
martike02,Kevin Martin,2010,SACRAMENTO KINGS
martike02,Kevin Martin,2010,HOUSTON ROCKETS
martike02,Kevin Martin,2011,HOUSTON ROCKETS
martike02,Kevin Martin,2012,HOUSTON ROCKETS
martike02,Kevin Martin,2013,OKLAHOMA CITY THUNDER
martike02,Kevin Martin,2014,MINNESOTA TIMBERWOLVES
martike02,Kevin Martin,2015,MINNESOTA TIMBERWOLVES
martike02,Kevin Martin,2016,TOT
martike02,Kevin Martin,2016,MINNESOTA TIMBERWOLVES
martike02,Kevin Martin,2016,SAN ANTONIO SPURS
barnema02,Matt Barnes,2004,LOS ANGELES CLIPPERS
barnema02,Matt Barnes,2005,SACRAMENTO KINGS
barnema02,Matt Barnes,2006,TOT
barnema02,Matt Barnes,2006,NEW YORK KNICKS
barnema02,Matt Barnes,2006,PHILADELPHIA 76ERS
barnema02,Matt Barnes,2007,GOLDEN STATE WARRIORS
barnema02,Matt Barnes,2008,GOLDEN STATE WARRIORS
barnema02,Matt Barnes,2009,PHOENIX SUNS
barnema02,Matt Barnes,2010,ORLANDO MAGIC
barnema02,Matt Barnes,2011,LOS ANGELES LAKERS
barnema02,Matt Barnes,2012,LOS ANGELES LAKERS
barnema02,Matt Barnes,2013,LOS ANGELES CLIPPERS
barnema02,Matt Barnes,2014,LOS ANGELES CLIPPERS
barnema02,Matt Barnes,2015,LOS ANGELES CLIPPERS
barnema02,Matt Barnes,2016,MEMPHIS GRIZZLIES
barnema02,Matt Barnes,2017,TOT
barnema02,Matt Barnes,2017,SACRAMENTO KINGS
barnema02,Matt Barnes,2017,GOLDEN STATE WARRIORS
dellama01,Matthew Dellavedova,2014,CLEVELAND CAVALIERS
dellama01,Matthew Dellavedova,2015,CLEVELAND CAVALIERS
dellama01,Matthew Dellavedova,2016,CLEVELAND CAVALIERS
dellama01,Matthew Dellavedova,2017,MILWAUKEE BUCKS
dellama01,Matthew Dellavedova,2018,MILWAUKEE BUCKS
dellama01,Matthew Dellavedova,2019,TOT
dellama01,Matthew Dellavedova,2019,MILWAUKEE BUCKS
dellama01,Matthew Dellavedova,2019,CLEVELAND CAVALIERS
farmajo01,Jordan Farmar,2007,LOS ANGELES LAKERS
farmajo01,Jordan Farmar,2008,LOS ANGELES LAKERS
farmajo01,Jordan Farmar,2009,LOS ANGELES LAKERS
farmajo01,Jordan Farmar,2010,LOS ANGELES LAKERS
farmajo01,Jordan Farmar,2011,NEW JERSEY NETS
farmajo01,Jordan Farmar,2012,NEW JERSEY NETS
farmajo01,Jordan Farmar,2013,Did Not Play
farmajo01,Jordan Farmar,2014,LOS ANGELES LAKERS
farmajo01,Jordan Farmar,2015,LOS ANGELES CLIPPERS
farmajo01,Jordan Farmar,2016,MEMPHIS GRIZZLIES
farmajo01,Jordan Farmar,2017,SACRAMENTO KINGS
novakst01,Steve Novak,2007,HOUSTON ROCKETS
novakst01,Steve Novak,2008,HOUSTON ROCKETS
novakst01,Steve Novak,2009,LOS ANGELES CLIPPERS
novakst01,Steve Novak,2010,LOS ANGELES CLIPPERS
novakst01,Steve Novak,2011,TOT
novakst01,Steve Novak,2011,DALLAS MAVERICKS
novakst01,Steve Novak,2011,SAN ANTONIO SPURS
novakst01,Steve Novak,2012,NEW YORK KNICKS
novakst01,Steve Novak,2013,NEW YORK KNICKS
novakst01,Steve Novak,2014,TORONTO RAPTORS
novakst01,Steve Novak,2015,TOT
novakst01,Steve Novak,2015,UTAH JAZZ
novakst01,Steve Novak,2015,OKLAHOMA CITY THUNDER
novakst01,Steve Novak,2016,TOT
novakst01,Steve Novak,2016,OKLAHOMA CITY THUNDER
novakst01,Steve Novak,2016,MILWAUKEE BUCKS
novakst01,Steve Novak,2017,MILWAUKEE BUCKS
waitedi01,Dion Waiters,2013,CLEVELAND CAVALIERS
waitedi01,Dion Waiters,2014,CLEVELAND CAVALIERS
waitedi01,Dion Waiters,2015,TOT
waitedi01,Dion Waiters,2015,CLEVELAND CAVALIERS
waitedi01,Dion Waiters,2015,OKLAHOMA CITY THUNDER
waitedi01,Dion Waiters,2016,OKLAHOMA CITY THUNDER
waitedi01,Dion Waiters,2017,MIAMI HEAT
waitedi01,Dion Waiters,2018,MIAMI HEAT
waitedi01,Dion Waiters,2019,MIAMI HEAT
bareajo01,J.J. Barea,2007,DALLAS MAVERICKS
bareajo01,J.J. Barea,2008,DALLAS MAVERICKS
bareajo01,J.J. Barea,2009,DALLAS MAVERICKS
bareajo01,J.J. Barea,2010,DALLAS MAVERICKS
bareajo01,J.J. Barea,2011,DALLAS MAVERICKS
bareajo01,J.J. Barea,2012,MINNESOTA TIMBERWOLVES
bareajo01,J.J. Barea,2013,MINNESOTA TIMBERWOLVES
bareajo01,J.J. Barea,2014,MINNESOTA TIMBERWOLVES
bareajo01,J.J. Barea,2015,DALLAS MAVERICKS
bareajo01,J.J. Barea,2016,DALLAS MAVERICKS
bareajo01,J.J. Barea,2017,DALLAS MAVERICKS
bareajo01,J.J. Barea,2018,DALLAS MAVERICKS
bareajo01,J.J. Barea,2019,DALLAS MAVERICKS
jamesle01,LeBron James,2004,CLEVELAND CAVALIERS
jamesle01,LeBron James,2005,CLEVELAND CAVALIERS
jamesle01,LeBron James,2006,CLEVELAND CAVALIERS
jamesle01,LeBron James,2007,CLEVELAND CAVALIERS
jamesle01,LeBron James,2008,CLEVELAND CAVALIERS
jamesle01,LeBron James,2009,CLEVELAND CAVALIERS
jamesle01,LeBron James,2010,CLEVELAND CAVALIERS
jamesle01,LeBron James,2011,MIAMI HEAT
jamesle01,LeBron James,2012,MIAMI HEAT
jamesle01,LeBron James,2013,MIAMI HEAT
jamesle01,LeBron James,2014,MIAMI HEAT
jamesle01,LeBron James,2015,CLEVELAND CAVALIERS
jamesle01,LeBron James,2016,CLEVELAND CAVALIERS
jamesle01,LeBron James,2017,CLEVELAND CAVALIERS
jamesle01,LeBron James,2018,CLEVELAND CAVALIERS
jamesle01,LeBron James,2019,LOS ANGELES LAKERS
thomptr01,Tristan Thompson,2012,CLEVELAND CAVALIERS
thomptr01,Tristan Thompson,2013,CLEVELAND CAVALIERS
thomptr01,Tristan Thompson,2014,CLEVELAND CAVALIERS
thomptr01,Tristan Thompson,2015,CLEVELAND CAVALIERS
thomptr01,Tristan Thompson,2016,CLEVELAND CAVALIERS
thomptr01,Tristan Thompson,2017,CLEVELAND CAVALIERS
thomptr01,Tristan Thompson,2018,CLEVELAND CAVALIERS
thomptr01,Tristan Thompson,2019,CLEVELAND CAVALIERS
clarkia01,Ian Clark,2014,UTAH JAZZ
clarkia01,Ian Clark,2015,TOT
clarkia01,Ian Clark,2015,UTAH JAZZ
clarkia01,Ian Clark,2015,DENVER NUGGETS
clarkia01,Ian Clark,2016,GOLDEN STATE WARRIORS
clarkia01,Ian Clark,2017,GOLDEN STATE WARRIORS
clarkia01,Ian Clark,2018,NEW ORLEANS PELICANS
clarkia01,Ian Clark,2019,NEW ORLEANS PELICANS
hawessp01,Spencer Hawes,2008,SACRAMENTO KINGS
hawessp01,Spencer Hawes,2009,SACRAMENTO KINGS
hawessp01,Spencer Hawes,2010,SACRAMENTO KINGS
hawessp01,Spencer Hawes,2011,PHILADELPHIA 76ERS
hawessp01,Spencer Hawes,2012,PHILADELPHIA 76ERS
hawessp01,Spencer Hawes,2013,PHILADELPHIA 76ERS
hawessp01,Spencer Hawes,2014,TOT
hawessp01,Spencer Hawes,2014,PHILADELPHIA 76ERS
hawessp01,Spencer Hawes,2014,CLEVELAND CAVALIERS
hawessp01,Spencer Hawes,2015,LOS ANGELES CLIPPERS
hawessp01,Spencer Hawes,2016,CHARLOTTE HORNETS
hawessp01,Spencer Hawes,2017,TOT
hawessp01,Spencer Hawes,2017,CHARLOTTE HORNETS
hawessp01,Spencer Hawes,2017,MILWAUKEE BUCKS
ricegl02,Glen Rice,2014,WASHINGTON WIZARDS
ricegl02,Glen Rice,2015,WASHINGTON WIZARDS
mariosh01,Shawn Marion,2000,PHOENIX SUNS
mariosh01,Shawn Marion,2001,PHOENIX SUNS
mariosh01,Shawn Marion,2002,PHOENIX SUNS
mariosh01,Shawn Marion,2003,PHOENIX SUNS
mariosh01,Shawn Marion,2004,PHOENIX SUNS
mariosh01,Shawn Marion,2005,PHOENIX SUNS
mariosh01,Shawn Marion,2006,PHOENIX SUNS
mariosh01,Shawn Marion,2007,PHOENIX SUNS
mariosh01,Shawn Marion,2008,TOT
mariosh01,Shawn Marion,2008,PHOENIX SUNS
mariosh01,Shawn Marion,2008,MIAMI HEAT
mariosh01,Shawn Marion,2009,TOT
mariosh01,Shawn Marion,2009,MIAMI HEAT
mariosh01,Shawn Marion,2009,TORONTO RAPTORS
mariosh01,Shawn Marion,2010,DALLAS MAVERICKS
mariosh01,Shawn Marion,2011,DALLAS MAVERICKS
mariosh01,Shawn Marion,2012,DALLAS MAVERICKS
mariosh01,Shawn Marion,2013,DALLAS MAVERICKS
mariosh01,Shawn Marion,2014,DALLAS MAVERICKS
mariosh01,Shawn Marion,2015,CLEVELAND CAVALIERS
lavinza01,Zach LaVine,2015,MINNESOTA TIMBERWOLVES
lavinza01,Zach LaVine,2016,MINNESOTA TIMBERWOLVES
lavinza01,Zach LaVine,2017,MINNESOTA TIMBERWOLVES
lavinza01,Zach LaVine,2018,CHICAGO BULLS
lavinza01,Zach LaVine,2019,CHICAGO BULLS
millemi01,Mike Miller,2001,ORLANDO MAGIC
millemi01,Mike Miller,2002,ORLANDO MAGIC
millemi01,Mike Miller,2003,TOT
millemi01,Mike Miller,2003,ORLANDO MAGIC
millemi01,Mike Miller,2003,MEMPHIS GRIZZLIES
millemi01,Mike Miller,2004,MEMPHIS GRIZZLIES
millemi01,Mike Miller,2005,MEMPHIS GRIZZLIES
millemi01,Mike Miller,2006,MEMPHIS GRIZZLIES
millemi01,Mike Miller,2007,MEMPHIS GRIZZLIES
millemi01,Mike Miller,2008,MEMPHIS GRIZZLIES
millemi01,Mike Miller,2009,MINNESOTA TIMBERWOLVES
millemi01,Mike Miller,2010,WASHINGTON WIZARDS
millemi01,Mike Miller,2011,MIAMI HEAT
millemi01,Mike Miller,2012,MIAMI HEAT
millemi01,Mike Miller,2013,MIAMI HEAT
millemi01,Mike Miller,2014,MEMPHIS GRIZZLIES
millemi01,Mike Miller,2015,CLEVELAND CAVALIERS
millemi01,Mike Miller,2016,DENVER NUGGETS
millemi01,Mike Miller,2017,DENVER NUGGETS
nichoan01,Andrew Nicholson,2013,ORLANDO MAGIC
nichoan01,Andrew Nicholson,2014,ORLANDO MAGIC
nichoan01,Andrew Nicholson,2015,ORLANDO MAGIC
nichoan01,Andrew Nicholson,2016,ORLANDO MAGIC
nichoan01,Andrew Nicholson,2017,TOT
nichoan01,Andrew Nicholson,2017,WASHINGTON WIZARDS
nichoan01,Andrew Nicholson,2017,BROOKLYN NETS
douglch01,Chris Douglas-Roberts,2009,NEW JERSEY NETS
douglch01,Chris Douglas-Roberts,2010,NEW JERSEY NETS
douglch01,Chris Douglas-Roberts,2011,MILWAUKEE BUCKS
douglch01,Chris Douglas-Roberts,2012,Did Not Play
douglch01,Chris Douglas-Roberts,2013,DALLAS MAVERICKS
douglch01,Chris Douglas-Roberts,2014,CHARLOTTE BOBCATS
douglch01,Chris Douglas-Roberts,2015,LOS ANGELES CLIPPERS
udohek01,Ekpe Udoh,2011,GOLDEN STATE WARRIORS
udohek01,Ekpe Udoh,2012,TOT
udohek01,Ekpe Udoh,2012,GOLDEN STATE WARRIORS
udohek01,Ekpe Udoh,2012,MILWAUKEE BUCKS
udohek01,Ekpe Udoh,2013,MILWAUKEE BUCKS
udohek01,Ekpe Udoh,2014,MILWAUKEE BUCKS
udohek01,Ekpe Udoh,2015,LOS ANGELES CLIPPERS
udohek01,Ekpe Udoh,2016,Did Not Play
udohek01,Ekpe Udoh,2017,Did Not Play
udohek01,Ekpe Udoh,2018,UTAH JAZZ
udohek01,Ekpe Udoh,2019,UTAH JAZZ
villach01,Charlie Villanueva,2006,TORONTO RAPTORS
villach01,Charlie Villanueva,2007,MILWAUKEE BUCKS
villach01,Charlie Villanueva,2008,MILWAUKEE BUCKS
villach01,Charlie Villanueva,2009,MILWAUKEE BUCKS
villach01,Charlie Villanueva,2010,DETROIT PISTONS
villach01,Charlie Villanueva,2011,DETROIT PISTONS
villach01,Charlie Villanueva,2012,DETROIT PISTONS
villach01,Charlie Villanueva,2013,DETROIT PISTONS
villach01,Charlie Villanueva,2014,DETROIT PISTONS
villach01,Charlie Villanueva,2015,DALLAS MAVERICKS
villach01,Charlie Villanueva,2016,DALLAS MAVERICKS
fryech01,Channing Frye,2006,NEW YORK KNICKS
fryech01,Channing Frye,2007,NEW YORK KNICKS
fryech01,Channing Frye,2008,PORTLAND TRAIL BLAZERS
fryech01,Channing Frye,2009,PORTLAND TRAIL BLAZERS
fryech01,Channing Frye,2010,PHOENIX SUNS
fryech01,Channing Frye,2011,PHOENIX SUNS
fryech01,Channing Frye,2012,PHOENIX SUNS
fryech01,Channing Frye,2013,Did Not Play (medical condition—enlarged heart)
fryech01,Channing Frye,2014,PHOENIX SUNS
fryech01,Channing Frye,2015,ORLANDO MAGIC
fryech01,Channing Frye,2016,TOT
fryech01,Channing Frye,2016,ORLANDO MAGIC
fryech01,Channing Frye,2016,CLEVELAND CAVALIERS
fryech01,Channing Frye,2017,CLEVELAND CAVALIERS
fryech01,Channing Frye,2018,TOT
fryech01,Channing Frye,2018,CLEVELAND CAVALIERS
fryech01,Channing Frye,2018,LOS ANGELES LAKERS
fryech01,Channing Frye,2019,CLEVELAND CAVALIERS
redicjj01,J.J. Redick,2007,ORLANDO MAGIC
redicjj01,J.J. Redick,2008,ORLANDO MAGIC
redicjj01,J.J. Redick,2009,ORLANDO MAGIC
redicjj01,J.J. Redick,2010,ORLANDO MAGIC
redicjj01,J.J. Redick,2011,ORLANDO MAGIC
redicjj01,J.J. Redick,2012,ORLANDO MAGIC
redicjj01,J.J. Redick,2013,TOT
redicjj01,J.J. Redick,2013,ORLANDO MAGIC
redicjj01,J.J. Redick,2013,MILWAUKEE BUCKS
redicjj01,J.J. Redick,2014,LOS ANGELES CLIPPERS
redicjj01,J.J. Redick,2015,LOS ANGELES CLIPPERS
redicjj01,J.J. Redick,2016,LOS ANGELES CLIPPERS
redicjj01,J.J. Redick,2017,LOS ANGELES CLIPPERS
redicjj01,J.J. Redick,2018,PHILADELPHIA 76ERS
redicjj01,J.J. Redick,2019,PHILADELPHIA 76ERS
mbahalu01,Luc Mbah a Moute,2009,MILWAUKEE BUCKS
mbahalu01,Luc Mbah a Moute,2010,MILWAUKEE BUCKS
mbahalu01,Luc Mbah a Moute,2011,MILWAUKEE BUCKS
mbahalu01,Luc Mbah a Moute,2012,MILWAUKEE BUCKS
mbahalu01,Luc Mbah a Moute,2013,MILWAUKEE BUCKS
mbahalu01,Luc Mbah a Moute,2014,TOT
mbahalu01,Luc Mbah a Moute,2014,SACRAMENTO KINGS
mbahalu01,Luc Mbah a Moute,2014,MINNESOTA TIMBERWOLVES
mbahalu01,Luc Mbah a Moute,2015,PHILADELPHIA 76ERS
mbahalu01,Luc Mbah a Moute,2016,LOS ANGELES CLIPPERS
mbahalu01,Luc Mbah a Moute,2017,LOS ANGELES CLIPPERS
mbahalu01,Luc Mbah a Moute,2018,HOUSTON ROCKETS
mbahalu01,Luc Mbah a Moute,2019,LOS ANGELES CLIPPERS
leonaka01,Kawhi Leonard,2012,SAN ANTONIO SPURS
leonaka01,Kawhi Leonard,2013,SAN ANTONIO SPURS
leonaka01,Kawhi Leonard,2014,SAN ANTONIO SPURS
leonaka01,Kawhi Leonard,2015,SAN ANTONIO SPURS
leonaka01,Kawhi Leonard,2016,SAN ANTONIO SPURS
leonaka01,Kawhi Leonard,2017,SAN ANTONIO SPURS
leonaka01,Kawhi Leonard,2018,SAN ANTONIO SPURS
leonaka01,Kawhi Leonard,2019,TORONTO RAPTORS
princta01,Tayshaun Prince,2003,DETROIT PISTONS
princta01,Tayshaun Prince,2004,DETROIT PISTONS
princta01,Tayshaun Prince,2005,DETROIT PISTONS
princta01,Tayshaun Prince,2006,DETROIT PISTONS
princta01,Tayshaun Prince,2007,DETROIT PISTONS
princta01,Tayshaun Prince,2008,DETROIT PISTONS
princta01,Tayshaun Prince,2009,DETROIT PISTONS
princta01,Tayshaun Prince,2010,DETROIT PISTONS
princta01,Tayshaun Prince,2011,DETROIT PISTONS
princta01,Tayshaun Prince,2012,DETROIT PISTONS
princta01,Tayshaun Prince,2013,TOT
princta01,Tayshaun Prince,2013,DETROIT PISTONS
princta01,Tayshaun Prince,2013,MEMPHIS GRIZZLIES
princta01,Tayshaun Prince,2014,MEMPHIS GRIZZLIES
princta01,Tayshaun Prince,2015,TOT
princta01,Tayshaun Prince,2015,MEMPHIS GRIZZLIES
princta01,Tayshaun Prince,2015,BOSTON CELTICS
princta01,Tayshaun Prince,2015,DETROIT PISTONS
princta01,Tayshaun Prince,2016,MINNESOTA TIMBERWOLVES
dayeau01,Austin Daye,2010,DETROIT PISTONS
dayeau01,Austin Daye,2011,DETROIT PISTONS
dayeau01,Austin Daye,2012,DETROIT PISTONS
dayeau01,Austin Daye,2013,TOT
dayeau01,Austin Daye,2013,DETROIT PISTONS
dayeau01,Austin Daye,2013,MEMPHIS GRIZZLIES
dayeau01,Austin Daye,2014,TOT
dayeau01,Austin Daye,2014,TORONTO RAPTORS
dayeau01,Austin Daye,2014,SAN ANTONIO SPURS
dayeau01,Austin Daye,2015,TOT
dayeau01,Austin Daye,2015,SAN ANTONIO SPURS
dayeau01,Austin Daye,2015,ATLANTA HAWKS
turkohe01,Hedo Turkoglu,2001,SACRAMENTO KINGS
turkohe01,Hedo Turkoglu,2002,SACRAMENTO KINGS
turkohe01,Hedo Turkoglu,2003,SACRAMENTO KINGS
turkohe01,Hedo Turkoglu,2004,SAN ANTONIO SPURS
turkohe01,Hedo Turkoglu,2005,ORLANDO MAGIC
turkohe01,Hedo Turkoglu,2006,ORLANDO MAGIC
turkohe01,Hedo Turkoglu,2007,ORLANDO MAGIC
turkohe01,Hedo Turkoglu,2008,ORLANDO MAGIC
turkohe01,Hedo Turkoglu,2009,ORLANDO MAGIC
turkohe01,Hedo Turkoglu,2010,TORONTO RAPTORS
turkohe01,Hedo Turkoglu,2011,TOT
turkohe01,Hedo Turkoglu,2011,PHOENIX SUNS
turkohe01,Hedo Turkoglu,2011,ORLANDO MAGIC
turkohe01,Hedo Turkoglu,2012,ORLANDO MAGIC
turkohe01,Hedo Turkoglu,2013,ORLANDO MAGIC
turkohe01,Hedo Turkoglu,2014,LOS ANGELES CLIPPERS
turkohe01,Hedo Turkoglu,2015,LOS ANGELES CLIPPERS
pendeje02,Jeff Ayres,2010,PORTLAND TRAIL BLAZERS
pendeje02,Jeff Ayres,2011,Did Not Play (injury—knee)
pendeje02,Jeff Ayres,2012,INDIANA PACERS
pendeje02,Jeff Ayres,2013,INDIANA PACERS
pendeje02,Jeff Ayres,2014,SAN ANTONIO SPURS
pendeje02,Jeff Ayres,2015,SAN ANTONIO SPURS
pendeje02,Jeff Ayres,2016,LOS ANGELES CLIPPERS
woltena01,Nate Wolters,2014,MILWAUKEE BUCKS
woltena01,Nate Wolters,2015,TOT
woltena01,Nate Wolters,2015,MILWAUKEE BUCKS
woltena01,Nate Wolters,2015,NEW ORLEANS PELICANS
woltena01,Nate Wolters,2016,Did Not Play
woltena01,Nate Wolters,2017,Did Not Play
woltena01,Nate Wolters,2018,UTAH JAZZ
harrijo01,Joe Harris,2015,CLEVELAND CAVALIERS
harrijo01,Joe Harris,2016,CLEVELAND CAVALIERS
harrijo01,Joe Harris,2017,BROOKLYN NETS
harrijo01,Joe Harris,2018,BROOKLYN NETS
harrijo01,Joe Harris,2019,BROOKLYN NETS
marshke01,Kendall Marshall,2013,PHOENIX SUNS
marshke01,Kendall Marshall,2014,LOS ANGELES LAKERS
marshke01,Kendall Marshall,2015,MILWAUKEE BUCKS
marshke01,Kendall Marshall,2016,PHILADELPHIA 76ERS
monrogr01,Greg Monroe,2011,DETROIT PISTONS
monrogr01,Greg Monroe,2012,DETROIT PISTONS
monrogr01,Greg Monroe,2013,DETROIT PISTONS
monrogr01,Greg Monroe,2014,DETROIT PISTONS
monrogr01,Greg Monroe,2015,DETROIT PISTONS
monrogr01,Greg Monroe,2016,MILWAUKEE BUCKS
monrogr01,Greg Monroe,2017,MILWAUKEE BUCKS
monrogr01,Greg Monroe,2018,TOT
monrogr01,Greg Monroe,2018,MILWAUKEE BUCKS
monrogr01,Greg Monroe,2018,PHOENIX SUNS
monrogr01,Greg Monroe,2018,BOSTON CELTICS
monrogr01,Greg Monroe,2019,TOT
monrogr01,Greg Monroe,2019,TORONTO RAPTORS
monrogr01,Greg Monroe,2019,BOSTON CELTICS
monrogr01,Greg Monroe,2019,PHILADELPHIA 76ERS
butleji01,Jimmy Butler,2012,CHICAGO BULLS
butleji01,Jimmy Butler,2013,CHICAGO BULLS
butleji01,Jimmy Butler,2014,CHICAGO BULLS
butleji01,Jimmy Butler,2015,CHICAGO BULLS
butleji01,Jimmy Butler,2016,CHICAGO BULLS
butleji01,Jimmy Butler,2017,CHICAGO BULLS
butleji01,Jimmy Butler,2018,MINNESOTA TIMBERWOLVES
