slug,name,season,team
davisan02,Anthony Davis,2013,NEW ORLEANS HORNETS
davisan02,Anthony Davis,2014,NEW ORLEANS PELICANS
davisan02,Anthony Davis,2015,NEW ORLEANS PELICANS
davisan02,Anthony Davis,2016,NEW ORLEANS PELICANS
davisan02,Anthony Davis,2017,NEW ORLEANS PELICANS
davisan02,Anthony Davis,2018,NEW ORLEANS PELICANS
davisan02,Anthony Davis,2019,NEW ORLEANS PELICANS
hardeja01,James Harden,2010,OKLAHOMA CITY THUNDER
hardeja01,James Harden,2011,OKLAHOMA CITY THUNDER
hardeja01,James Harden,2012,OKLAHOMA CITY THUNDER
hardeja01,James Harden,2013,HOUSTON ROCKETS
hardeja01,James Harden,2014,HOUSTON ROCKETS
hardeja01,James Harden,2015,HOUSTON ROCKETS
hardeja01,James Harden,2016,HOUSTON ROCKETS
hardeja01,James Harden,2017,HOUSTON ROCKETS
hardeja01,James Harden,2018,HOUSTON ROCKETS
hardeja01,James Harden,2019,HOUSTON ROCKETS
ellismo01,Monta Ellis,2006,GOLDEN STATE WARRIORS
ellismo01,Monta Ellis,2007,GOLDEN STATE WARRIORS
ellismo01,Monta Ellis,2008,GOLDEN STATE WARRIORS
ellismo01,Monta Ellis,2009,GOLDEN STATE WARRIORS
ellismo01,Monta Ellis,2010,GOLDEN STATE WARRIORS
ellismo01,Monta Ellis,2011,GOLDEN STATE WARRIORS
ellismo01,Monta Ellis,2012,TOT
ellismo01,Monta Ellis,2012,GOLDEN STATE WARRIORS
ellismo01,Monta Ellis,2012,MILWAUKEE BUCKS
ellismo01,Monta Ellis,2013,MILWAUKEE BUCKS
ellismo01,Monta Ellis,2014,DALLAS MAVERICKS
ellismo01,Monta Ellis,2015,DALLAS MAVERICKS
ellismo01,Monta Ellis,2016,INDIANA PACERS
ellismo01,Monta Ellis,2017,INDIANA PACERS
vucevni01,Nikola Vucevic,2012,PHILADELPHIA 76ERS
vucevni01,Nikola Vucevic,2013,ORLANDO MAGIC
vucevni01,Nikola Vucevic,2014,ORLANDO MAGIC
vucevni01,Nikola Vucevic,2015,ORLANDO MAGIC
vucevni01,Nikola Vucevic,2016,ORLANDO MAGIC
vucevni01,Nikola Vucevic,2017,ORLANDO MAGIC
vucevni01,Nikola Vucevic,2018,ORLANDO MAGIC
vucevni01,Nikola Vucevic,2019,ORLANDO MAGIC
parketo01,Tony Parker,2002,SAN ANTONIO SPURS
parketo01,Tony Parker,2003,SAN ANTONIO SPURS
parketo01,Tony Parker,2004,SAN ANTONIO SPURS
parketo01,Tony Parker,2005,SAN ANTONIO SPURS
parketo01,Tony Parker,2006,SAN ANTONIO SPURS
parketo01,Tony Parker,2007,SAN ANTONIO SPURS
parketo01,Tony Parker,2008,SAN ANTONIO SPURS
parketo01,Tony Parker,2009,SAN ANTONIO SPURS
parketo01,Tony Parker,2010,SAN ANTONIO SPURS
parketo01,Tony Parker,2011,SAN ANTONIO SPURS
parketo01,Tony Parker,2012,SAN ANTONIO SPURS
parketo01,Tony Parker,2013,SAN ANTONIO SPURS
parketo01,Tony Parker,2014,SAN ANTONIO SPURS
parketo01,Tony Parker,2015,SAN ANTONIO SPURS
parketo01,Tony Parker,2016,SAN ANTONIO SPURS
parketo01,Tony Parker,2017,SAN ANTONIO SPURS
parketo01,Tony Parker,2018,SAN ANTONIO SPURS
parketo01,Tony Parker,2019,CHARLOTTE HORNETS
asikom01,Omer Asik,2011,CHICAGO BULLS
asikom01,Omer Asik,2012,CHICAGO BULLS
asikom01,Omer Asik,2013,HOUSTON ROCKETS
asikom01,Omer Asik,2014,HOUSTON ROCKETS
asikom01,Omer Asik,2015,NEW ORLEANS PELICANS
asikom01,Omer Asik,2016,NEW ORLEANS PELICANS
asikom01,Omer Asik,2017,NEW ORLEANS PELICANS
asikom01,Omer Asik,2018,TOT
asikom01,Omer Asik,2018,NEW ORLEANS PELICANS
asikom01,Omer Asik,2018,CHICAGO BULLS
boozeca01,Carlos Boozer,2003,CLEVELAND CAVALIERS
boozeca01,Carlos Boozer,2004,CLEVELAND CAVALIERS
boozeca01,Carlos Boozer,2005,UTAH JAZZ
boozeca01,Carlos Boozer,2006,UTAH JAZZ
boozeca01,Carlos Boozer,2007,UTAH JAZZ
boozeca01,Carlos Boozer,2008,UTAH JAZZ
boozeca01,Carlos Boozer,2009,UTAH JAZZ
boozeca01,Carlos Boozer,2010,UTAH JAZZ
boozeca01,Carlos Boozer,2011,CHICAGO BULLS
boozeca01,Carlos Boozer,2012,CHICAGO BULLS
boozeca01,Carlos Boozer,2013,CHICAGO BULLS
boozeca01,Carlos Boozer,2014,CHICAGO BULLS
boozeca01,Carlos Boozer,2015,LOS ANGELES LAKERS
joneste01,Terrence Jones,2013,HOUSTON ROCKETS
joneste01,Terrence Jones,2014,HOUSTON ROCKETS
joneste01,Terrence Jones,2015,HOUSTON ROCKETS
joneste01,Terrence Jones,2016,HOUSTON ROCKETS
joneste01,Terrence Jones,2017,TOT
joneste01,Terrence Jones,2017,NEW ORLEANS PELICANS
joneste01,Terrence Jones,2017,MILWAUKEE BUCKS
joneste01,Terrence Jones,2018,Did Not Play (other pro league—G-League)
joneste01,Terrence Jones,2019,HOUSTON ROCKETS
nowitdi01,Dirk Nowitzki,1999,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2000,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2001,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2002,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2003,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2004,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2005,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2006,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2007,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2008,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2009,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2010,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2011,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2012,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2013,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2014,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2015,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2016,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2017,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2018,DALLAS MAVERICKS
nowitdi01,Dirk Nowitzki,2019,DALLAS MAVERICKS
harrito02,Tobias Harris,2012,MILWAUKEE BUCKS
harrito02,Tobias Harris,2013,TOT
harrito02,Tobias Harris,2013,MILWAUKEE BUCKS
harrito02,Tobias Harris,2013,ORLANDO MAGIC
harrito02,Tobias Harris,2014,ORLANDO MAGIC
harrito02,Tobias Harris,2015,ORLANDO MAGIC
harrito02,Tobias Harris,2016,TOT
harrito02,Tobias Harris,2016,ORLANDO MAGIC
harrito02,Tobias Harris,2016,DETROIT PISTONS
harrito02,Tobias Harris,2017,DETROIT PISTONS
harrito02,Tobias Harris,2018,TOT
harrito02,Tobias Harris,2018,DETROIT PISTONS
harrito02,Tobias Harris,2018,LOS ANGELES CLIPPERS
harrito02,Tobias Harris,2019,TOT
harrito02,Tobias Harris,2019,LOS ANGELES CLIPPERS
harrito02,Tobias Harris,2019,PHILADELPHIA 76ERS
ginobma01,Manu Ginobili,2003,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2004,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2005,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2006,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2007,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2008,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2009,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2010,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2011,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2012,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2013,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2014,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2015,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2016,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2017,SAN ANTONIO SPURS
ginobma01,Manu Ginobili,2018,SAN ANTONIO SPURS
harride01,Devin Harris,2005,DALLAS MAVERICKS
harride01,Devin Harris,2006,DALLAS MAVERICKS
harride01,Devin Harris,2007,DALLAS MAVERICKS
harride01,Devin Harris,2008,TOT
harride01,Devin Harris,2008,DALLAS MAVERICKS
harride01,Devin Harris,2008,NEW JERSEY NETS
harride01,Devin Harris,2009,NEW JERSEY NETS
harride01,Devin Harris,2010,NEW JERSEY NETS
harride01,Devin Harris,2011,TOT
harride01,Devin Harris,2011,NEW JERSEY NETS
harride01,Devin Harris,2011,UTAH JAZZ
harride01,Devin Harris,2012,UTAH JAZZ
harride01,Devin Harris,2013,ATLANTA HAWKS
harride01,Devin Harris,2014,DALLAS MAVERICKS
harride01,Devin Harris,2015,DALLAS MAVERICKS
harride01,Devin Harris,2016,DALLAS MAVERICKS
harride01,Devin Harris,2017,DALLAS MAVERICKS
harride01,Devin Harris,2018,TOT
harride01,Devin Harris,2018,DALLAS MAVERICKS
harride01,Devin Harris,2018,DENVER NUGGETS
harride01,Devin Harris,2019,DALLAS MAVERICKS
anderry01,Ryan Anderson,2009,NEW JERSEY NETS
anderry01,Ryan Anderson,2010,ORLANDO MAGIC
anderry01,Ryan Anderson,2011,ORLANDO MAGIC
anderry01,Ryan Anderson,2012,ORLANDO MAGIC
anderry01,Ryan Anderson,2013,NEW ORLEANS HORNETS
anderry01,Ryan Anderson,2014,NEW ORLEANS PELICANS
anderry01,Ryan Anderson,2015,NEW ORLEANS PELICANS
anderry01,Ryan Anderson,2016,NEW ORLEANS PELICANS
anderry01,Ryan Anderson,2017,HOUSTON ROCKETS
anderry01,Ryan Anderson,2018,HOUSTON ROCKETS
anderry01,Ryan Anderson,2019,TOT
anderry01,Ryan Anderson,2019,PHOENIX SUNS
anderry01,Ryan Anderson,2019,MIAMI HEAT
duncati01,Tim Duncan,1998,SAN ANTONIO SPURS
duncati01,Tim Duncan,1999,SAN ANTONIO SPURS
duncati01,Tim Duncan,2000,SAN ANTONIO SPURS
duncati01,Tim Duncan,2001,SAN ANTONIO SPURS
duncati01,Tim Duncan,2002,SAN ANTONIO SPURS
duncati01,Tim Duncan,2003,SAN ANTONIO SPURS
duncati01,Tim Duncan,2004,SAN ANTONIO SPURS
duncati01,Tim Duncan,2005,SAN ANTONIO SPURS
duncati01,Tim Duncan,2006,SAN ANTONIO SPURS
duncati01,Tim Duncan,2007,SAN ANTONIO SPURS
duncati01,Tim Duncan,2008,SAN ANTONIO SPURS
duncati01,Tim Duncan,2009,SAN ANTONIO SPURS
duncati01,Tim Duncan,2010,SAN ANTONIO SPURS
duncati01,Tim Duncan,2011,SAN ANTONIO SPURS
duncati01,Tim Duncan,2012,SAN ANTONIO SPURS
duncati01,Tim Duncan,2013,SAN ANTONIO SPURS
duncati01,Tim Duncan,2014,SAN ANTONIO SPURS
duncati01,Tim Duncan,2015,SAN ANTONIO SPURS
duncati01,Tim Duncan,2016,SAN ANTONIO SPURS
belinma01,Marco Belinelli,2008,GOLDEN STATE WARRIORS
belinma01,Marco Belinelli,2009,GOLDEN STATE WARRIORS
belinma01,Marco Belinelli,2010,TORONTO RAPTORS
belinma01,Marco Belinelli,2011,NEW ORLEANS HORNETS
belinma01,Marco Belinelli,2012,NEW ORLEANS HORNETS
belinma01,Marco Belinelli,2013,CHICAGO BULLS
belinma01,Marco Belinelli,2014,SAN ANTONIO SPURS
belinma01,Marco Belinelli,2015,SAN ANTONIO SPURS
belinma01,Marco Belinelli,2016,SACRAMENTO KINGS
belinma01,Marco Belinelli,2017,CHARLOTTE HORNETS
belinma01,Marco Belinelli,2018,TOT
belinma01,Marco Belinelli,2018,ATLANTA HAWKS
belinma01,Marco Belinelli,2018,PHILADELPHIA 76ERS
belinma01,Marco Belinelli,2019,SAN ANTONIO SPURS
arizatr01,Trevor Ariza,2005,NEW YORK KNICKS
arizatr01,Trevor Ariza,2006,TOT
arizatr01,Trevor Ariza,2006,NEW YORK KNICKS
arizatr01,Trevor Ariza,2006,ORLANDO MAGIC
arizatr01,Trevor Ariza,2007,ORLANDO MAGIC
arizatr01,Trevor Ariza,2008,TOT
arizatr01,Trevor Ariza,2008,ORLANDO MAGIC
arizatr01,Trevor Ariza,2008,LOS ANGELES LAKERS
arizatr01,Trevor Ariza,2009,LOS ANGELES LAKERS
arizatr01,Trevor Ariza,2010,HOUSTON ROCKETS
arizatr01,Trevor Ariza,2011,NEW ORLEANS HORNETS
arizatr01,Trevor Ariza,2012,NEW ORLEANS HORNETS
arizatr01,Trevor Ariza,2013,WASHINGTON WIZARDS
arizatr01,Trevor Ariza,2014,WASHINGTON WIZARDS
arizatr01,Trevor Ariza,2015,HOUSTON ROCKETS
arizatr01,Trevor Ariza,2016,HOUSTON ROCKETS
arizatr01,Trevor Ariza,2017,HOUSTON ROCKETS
arizatr01,Trevor Ariza,2018,HOUSTON ROCKETS
arizatr01,Trevor Ariza,2019,TOT
arizatr01,Trevor Ariza,2019,PHOENIX SUNS
arizatr01,Trevor Ariza,2019,WASHINGTON WIZARDS
davised01,Ed Davis,2011,TORONTO RAPTORS
davised01,Ed Davis,2012,TORONTO RAPTORS
davised01,Ed Davis,2013,TOT
davised01,Ed Davis,2013,TORONTO RAPTORS
davised01,Ed Davis,2013,MEMPHIS GRIZZLIES
davised01,Ed Davis,2014,MEMPHIS GRIZZLIES
davised01,Ed Davis,2015,LOS ANGELES LAKERS
davised01,Ed Davis,2016,PORTLAND TRAIL BLAZERS
davised01,Ed Davis,2017,PORTLAND TRAIL BLAZERS
davised01,Ed Davis,2018,PORTLAND TRAIL BLAZERS
davised01,Ed Davis,2019,BROOKLYN NETS
evansty01,Tyreke Evans,2010,SACRAMENTO KINGS
evansty01,Tyreke Evans,2011,SACRAMENTO KINGS
evansty01,Tyreke Evans,2012,SACRAMENTO KINGS
evansty01,Tyreke Evans,2013,SACRAMENTO KINGS
evansty01,Tyreke Evans,2014,NEW ORLEANS PELICANS
evansty01,Tyreke Evans,2015,NEW ORLEANS PELICANS
evansty01,Tyreke Evans,2016,NEW ORLEANS PELICANS
evansty01,Tyreke Evans,2017,TOT
evansty01,Tyreke Evans,2017,NEW ORLEANS PELICANS
evansty01,Tyreke Evans,2017,SACRAMENTO KINGS
evansty01,Tyreke Evans,2018,MEMPHIS GRIZZLIES
evansty01,Tyreke Evans,2019,INDIANA PACERS
howardw01,Dwight Howard,2005,ORLANDO MAGIC
howardw01,Dwight Howard,2006,ORLANDO MAGIC
howardw01,Dwight Howard,2007,ORLANDO MAGIC
howardw01,Dwight Howard,2008,ORLANDO MAGIC
howardw01,Dwight Howard,2009,ORLANDO MAGIC
howardw01,Dwight Howard,2010,ORLANDO MAGIC
howardw01,Dwight Howard,2011,ORLANDO MAGIC
howardw01,Dwight Howard,2012,ORLANDO MAGIC
howardw01,Dwight Howard,2013,LOS ANGELES LAKERS
howardw01,Dwight Howard,2014,HOUSTON ROCKETS
howardw01,Dwight Howard,2015,HOUSTON ROCKETS
howardw01,Dwight Howard,2016,HOUSTON ROCKETS
howardw01,Dwight Howard,2017,ATLANTA HAWKS
howardw01,Dwight Howard,2018,CHARLOTTE HORNETS
howardw01,Dwight Howard,2019,WASHINGTON WIZARDS
bryanko01,Kobe Bryant,1997,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,1998,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,1999,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2000,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2001,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2002,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2003,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2004,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2005,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2006,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2007,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2008,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2009,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2010,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2011,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2012,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2013,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2014,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2015,LOS ANGELES LAKERS
bryanko01,Kobe Bryant,2016,LOS ANGELES LAKERS
nelsoja01,Jameer Nelson,2005,ORLANDO MAGIC
nelsoja01,Jameer Nelson,2006,ORLANDO MAGIC
nelsoja01,Jameer Nelson,2007,ORLANDO MAGIC
nelsoja01,Jameer Nelson,2008,ORLANDO MAGIC
nelsoja01,Jameer Nelson,2009,ORLANDO MAGIC
nelsoja01,Jameer Nelson,2010,ORLANDO MAGIC
nelsoja01,Jameer Nelson,2011,ORLANDO MAGIC
nelsoja01,Jameer Nelson,2012,ORLANDO MAGIC
nelsoja01,Jameer Nelson,2013,ORLANDO MAGIC
nelsoja01,Jameer Nelson,2014,ORLANDO MAGIC
nelsoja01,Jameer Nelson,2015,TOT
nelsoja01,Jameer Nelson,2015,DALLAS MAVERICKS
nelsoja01,Jameer Nelson,2015,BOSTON CELTICS
nelsoja01,Jameer Nelson,2015,DENVER NUGGETS
nelsoja01,Jameer Nelson,2016,DENVER NUGGETS
nelsoja01,Jameer Nelson,2017,DENVER NUGGETS
nelsoja01,Jameer Nelson,2018,TOT
nelsoja01,Jameer Nelson,2018,NEW ORLEANS PELICANS
nelsoja01,Jameer Nelson,2018,DETROIT PISTONS
greenda02,Danny Green,2010,CLEVELAND CAVALIERS
greenda02,Danny Green,2011,SAN ANTONIO SPURS
greenda02,Danny Green,2012,SAN ANTONIO SPURS
greenda02,Danny Green,2013,SAN ANTONIO SPURS
greenda02,Danny Green,2014,SAN ANTONIO SPURS
greenda02,Danny Green,2015,SAN ANTONIO SPURS
greenda02,Danny Green,2016,SAN ANTONIO SPURS
greenda02,Danny Green,2017,SAN ANTONIO SPURS
greenda02,Danny Green,2018,SAN ANTONIO SPURS
greenda02,Danny Green,2019,TORONTO RAPTORS
chandty01,Tyson Chandler,2002,CHICAGO BULLS
chandty01,Tyson Chandler,2003,CHICAGO BULLS
chandty01,Tyson Chandler,2004,CHICAGO BULLS
chandty01,Tyson Chandler,2005,CHICAGO BULLS
chandty01,Tyson Chandler,2006,CHICAGO BULLS
chandty01,Tyson Chandler,2007,NEW ORLEANS/OKLAHOMA CITY HORNETS
chandty01,Tyson Chandler,2008,NEW ORLEANS HORNETS
chandty01,Tyson Chandler,2009,NEW ORLEANS HORNETS
chandty01,Tyson Chandler,2010,CHARLOTTE BOBCATS
chandty01,Tyson Chandler,2011,DALLAS MAVERICKS
chandty01,Tyson Chandler,2012,NEW YORK KNICKS
chandty01,Tyson Chandler,2013,NEW YORK KNICKS
chandty01,Tyson Chandler,2014,NEW YORK KNICKS
chandty01,Tyson Chandler,2015,DALLAS MAVERICKS
chandty01,Tyson Chandler,2016,PHOENIX SUNS
chandty01,Tyson Chandler,2017,PHOENIX SUNS
chandty01,Tyson Chandler,2018,PHOENIX SUNS
chandty01,Tyson Chandler,2019,TOT
chandty01,Tyson Chandler,2019,PHOENIX SUNS
chandty01,Tyson Chandler,2019,LOS ANGELES LAKERS
wrighbr03,Brandan Wright,2008,GOLDEN STATE WARRIORS
wrighbr03,Brandan Wright,2009,GOLDEN STATE WARRIORS
wrighbr03,Brandan Wright,2010,Did Not Play (injury—shoulder)
wrighbr03,Brandan Wright,2011,TOT
wrighbr03,Brandan Wright,2011,GOLDEN STATE WARRIORS
wrighbr03,Brandan Wright,2011,NEW JERSEY NETS
wrighbr03,Brandan Wright,2012,DALLAS MAVERICKS
wrighbr03,Brandan Wright,2013,DALLAS MAVERICKS
wrighbr03,Brandan Wright,2014,DALLAS MAVERICKS
wrighbr03,Brandan Wright,2015,TOT
wrighbr03,Brandan Wright,2015,DALLAS MAVERICKS
wrighbr03,Brandan Wright,2015,BOSTON CELTICS
wrighbr03,Brandan Wright,2015,PHOENIX SUNS
wrighbr03,Brandan Wright,2016,MEMPHIS GRIZZLIES
wrighbr03,Brandan Wright,2017,MEMPHIS GRIZZLIES
wrighbr03,Brandan Wright,2018,TOT
wrighbr03,Brandan Wright,2018,MEMPHIS GRIZZLIES
wrighbr03,Brandan Wright,2018,HOUSTON ROCKETS
josepco01,Cory Joseph,2012,SAN ANTONIO SPURS
josepco01,Cory Joseph,2013,SAN ANTONIO SPURS
josepco01,Cory Joseph,2014,SAN ANTONIO SPURS
josepco01,Cory Joseph,2015,SAN ANTONIO SPURS
josepco01,Cory Joseph,2016,TORONTO RAPTORS
josepco01,Cory Joseph,2017,TORONTO RAPTORS
josepco01,Cory Joseph,2018,INDIANA PACERS
josepco01,Cory Joseph,2019,INDIANA PACERS
beverpa01,Patrick Beverley,2013,HOUSTON ROCKETS
beverpa01,Patrick Beverley,2014,HOUSTON ROCKETS
beverpa01,Patrick Beverley,2015,HOUSTON ROCKETS
beverpa01,Patrick Beverley,2016,HOUSTON ROCKETS
beverpa01,Patrick Beverley,2017,HOUSTON ROCKETS
beverpa01,Patrick Beverley,2018,LOS ANGELES CLIPPERS
beverpa01,Patrick Beverley,2019,LOS ANGELES CLIPPERS
gordoaa01,Aaron Gordon,2015,ORLANDO MAGIC
gordoaa01,Aaron Gordon,2016,ORLANDO MAGIC
gordoaa01,Aaron Gordon,2017,ORLANDO MAGIC
gordoaa01,Aaron Gordon,2018,ORLANDO MAGIC
gordoaa01,Aaron Gordon,2019,ORLANDO MAGIC
holidjr01,Jrue Holiday,2010,PHILADELPHIA 76ERS
holidjr01,Jrue Holiday,2011,PHILADELPHIA 76ERS
holidjr01,Jrue Holiday,2012,PHILADELPHIA 76ERS
holidjr01,Jrue Holiday,2013,PHILADELPHIA 76ERS
holidjr01,Jrue Holiday,2014,NEW ORLEANS PELICANS
holidjr01,Jrue Holiday,2015,NEW ORLEANS PELICANS
holidjr01,Jrue Holiday,2016,NEW ORLEANS PELICANS
holidjr01,Jrue Holiday,2017,NEW ORLEANS PELICANS
holidjr01,Jrue Holiday,2018,NEW ORLEANS PELICANS
holidjr01,Jrue Holiday,2019,NEW ORLEANS PELICANS
riverau01,Austin Rivers,2013,NEW ORLEANS HORNETS
riverau01,Austin Rivers,2014,NEW ORLEANS PELICANS
riverau01,Austin Rivers,2015,TOT
riverau01,Austin Rivers,2015,NEW ORLEANS PELICANS
riverau01,Austin Rivers,2015,LOS ANGELES CLIPPERS
riverau01,Austin Rivers,2016,LOS ANGELES CLIPPERS
riverau01,Austin Rivers,2017,LOS ANGELES CLIPPERS
riverau01,Austin Rivers,2018,LOS ANGELES CLIPPERS
riverau01,Austin Rivers,2019,TOT
riverau01,Austin Rivers,2019,WASHINGTON WIZARDS
riverau01,Austin Rivers,2019,HOUSTON ROCKETS
clarkjo01,Jordan Clarkson,2015,LOS ANGELES LAKERS
clarkjo01,Jordan Clarkson,2016,LOS ANGELES LAKERS
clarkjo01,Jordan Clarkson,2017,LOS ANGELES LAKERS
clarkjo01,Jordan Clarkson,2018,TOT
clarkjo01,Jordan Clarkson,2018,LOS ANGELES LAKERS
clarkjo01,Jordan Clarkson,2018,CLEVELAND CAVALIERS
clarkjo01,Jordan Clarkson,2019,CLEVELAND CAVALIERS
terryja01,Jason Terry,2000,ATLANTA HAWKS
terryja01,Jason Terry,2001,ATLANTA HAWKS
terryja01,Jason Terry,2002,ATLANTA HAWKS
terryja01,Jason Terry,2003,ATLANTA HAWKS
terryja01,Jason Terry,2004,ATLANTA HAWKS
terryja01,Jason Terry,2005,DALLAS MAVERICKS
terryja01,Jason Terry,2006,DALLAS MAVERICKS
terryja01,Jason Terry,2007,DALLAS MAVERICKS
terryja01,Jason Terry,2008,DALLAS MAVERICKS
terryja01,Jason Terry,2009,DALLAS MAVERICKS
terryja01,Jason Terry,2010,DALLAS MAVERICKS
terryja01,Jason Terry,2011,DALLAS MAVERICKS
terryja01,Jason Terry,2012,DALLAS MAVERICKS
terryja01,Jason Terry,2013,BOSTON CELTICS
terryja01,Jason Terry,2014,BROOKLYN NETS
terryja01,Jason Terry,2015,HOUSTON ROCKETS
terryja01,Jason Terry,2016,HOUSTON ROCKETS
terryja01,Jason Terry,2017,MILWAUKEE BUCKS
terryja01,Jason Terry,2018,MILWAUKEE BUCKS
hilljo01,Jordan Hill,2010,TOT
hilljo01,Jordan Hill,2010,NEW YORK KNICKS
hilljo01,Jordan Hill,2010,HOUSTON ROCKETS
hilljo01,Jordan Hill,2011,HOUSTON ROCKETS
hilljo01,Jordan Hill,2012,TOT
hilljo01,Jordan Hill,2012,HOUSTON ROCKETS
hilljo01,Jordan Hill,2012,LOS ANGELES LAKERS
hilljo01,Jordan Hill,2013,LOS ANGELES LAKERS
hilljo01,Jordan Hill,2014,LOS ANGELES LAKERS
hilljo01,Jordan Hill,2015,LOS ANGELES LAKERS
hilljo01,Jordan Hill,2016,INDIANA PACERS
hilljo01,Jordan Hill,2017,MINNESOTA TIMBERWOLVES
diawbo01,Boris Diaw,2004,ATLANTA HAWKS
diawbo01,Boris Diaw,2005,ATLANTA HAWKS
diawbo01,Boris Diaw,2006,PHOENIX SUNS
diawbo01,Boris Diaw,2007,PHOENIX SUNS
diawbo01,Boris Diaw,2008,PHOENIX SUNS
diawbo01,Boris Diaw,2009,TOT
diawbo01,Boris Diaw,2009,PHOENIX SUNS
diawbo01,Boris Diaw,2009,CHARLOTTE BOBCATS
diawbo01,Boris Diaw,2010,CHARLOTTE BOBCATS
diawbo01,Boris Diaw,2011,CHARLOTTE BOBCATS
diawbo01,Boris Diaw,2012,TOT
diawbo01,Boris Diaw,2012,CHARLOTTE BOBCATS
diawbo01,Boris Diaw,2012,SAN ANTONIO SPURS
diawbo01,Boris Diaw,2013,SAN ANTONIO SPURS
diawbo01,Boris Diaw,2014,SAN ANTONIO SPURS
diawbo01,Boris Diaw,2015,SAN ANTONIO SPURS
diawbo01,Boris Diaw,2016,SAN ANTONIO SPURS
diawbo01,Boris Diaw,2017,UTAH JAZZ
gordoer01,Eric Gordon,2009,LOS ANGELES CLIPPERS
gordoer01,Eric Gordon,2010,LOS ANGELES CLIPPERS
gordoer01,Eric Gordon,2011,LOS ANGELES CLIPPERS
gordoer01,Eric Gordon,2012,NEW ORLEANS HORNETS
gordoer01,Eric Gordon,2013,NEW ORLEANS HORNETS
gordoer01,Eric Gordon,2014,NEW ORLEANS PELICANS
gordoer01,Eric Gordon,2015,NEW ORLEANS PELICANS
gordoer01,Eric Gordon,2016,NEW ORLEANS PELICANS
gordoer01,Eric Gordon,2017,HOUSTON ROCKETS
gordoer01,Eric Gordon,2018,HOUSTON ROCKETS
gordoer01,Eric Gordon,2019,HOUSTON ROCKETS
jefferi01,Richard Jefferson,2002,NEW JERSEY NETS
jefferi01,Richard Jefferson,2003,NEW JERSEY NETS
jefferi01,Richard Jefferson,2004,NEW JERSEY NETS
jefferi01,Richard Jefferson,2005,NEW JERSEY NETS
jefferi01,Richard Jefferson,2006,NEW JERSEY NETS
jefferi01,Richard Jefferson,2007,NEW JERSEY NETS
jefferi01,Richard Jefferson,2008,NEW JERSEY NETS
jefferi01,Richard Jefferson,2009,MILWAUKEE BUCKS
