position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Holiday, Jrue^",56.3,$34,NEW ORLEANS PELICANS,@ lac, 121-116,36:15,   19pt 4rb 17as 1st 2bl 2to 2trey 7-22fg 3-3ft
PG,"Curry, Stephen^",56.2,$40,GOLDEN STATE WARRIORS,v bkn, 114-101,33:56,   34pt 6rb 4as 3st 1bl 3to 6trey 12-20fg 4-5ft
SG,"Harden, James^",50.5,$52,HOUSTON ROCKETS,@ okc, 122-112,36:06,   23pt 5rb 11as 4st 1bl 10to 1trey 8-13fg 6-7ft
PG,"Lillard, Damian^",44.9,$43,PORTLAND TRAIL BLAZERS,v nyk, 111-87,31:30,   37pt 2rb 1as 2st 2to 8trey 10-18fg 9-11ft
PG,"Paul, Chris^",44.3,$33,HOUSTON ROCKETS,@ okc, 122-112,32:48,   25pt 4rb 5as 3st 2to 5trey 7-14fg 6-6ft
PG,"Westbrook, Russell^",44.3,$55,OKLAHOMA CITY THUNDER,v hou, 112-122,39:26,   32pt 4rb 7as 1st 1bl 9to 15-27fg 2-2ft
PG,"Simmons, Ben^",44.1,$35,PHILADELPHIA 76ERS,@ cha, 128-114,32:55,   16pt 8rb 13as 1to 8-9fg
SG,"Beal, Bradley^",43.7,$35,WASHINGTON WIZARDS,v mia, 117-113,43:01,   30pt 6rb 7as 4to 6trey 12-16fg
SG,"Johnson, Tyler",42.6,$12,MIAMI HEAT,@ was, 113-117,38:12,   21pt 3rb 4as 3st 1bl 2trey 8-15fg 3-7ft
PG,"Smith Jr., Dennis^",42.5,$20,DALLAS MAVERICKS,v den, 118-107,34:52,   18pt 5rb 11as 1st 1to 2trey 7-16fg 2-2ft
SG,"Williams, Louis",42.1,$32,LOS ANGELES CLIPPERS,v nor, 116-121,34:28,   27pt 3rb 11as 5to 2trey 9-20fg 7-13ft
PG,"Russell, D'Angelo^",40.6,$24,BROOKLYN NETS,@ gsw, 101-114,34:05,   20pt 3rb 8as 2st 1to 3trey 8-14fg 1-2ft
PG,"Rondo, Rajon^",36.1,$20,NEW ORLEANS PELICANS,@ lac, 121-116,29:27,   13pt 3rb 9as 2st 3trey 5-10fg
PG,"Ferrell, Yogi^",35.8,$10,DALLAS MAVERICKS,v den, 118-107,38:10,   24pt 4rb 2as 1st 1bl 2to 6trey 9-11fg
PG,"Satoransky, Tomas^",34.1,$17,WASHINGTON WIZARDS,v mia, 117-113,39:39,   19pt 3rb 7as 1st 2to 1trey 6-12fg 6-8ft
PG,"Dragic, Goran^",33.9,$26,MIAMI HEAT,@ was, 113-117,35:38,   16pt 7rb 5as 1st 1to 1trey 6-15fg 3-3ft
SG,"DeRozan, DeMar^",33.6,$31,TORONTO RAPTORS,v atl, 106-90,28:11,   25pt 3rb 4as 1st 4to 1trey 6-12fg 12-14ft
SG,"Wade, Dwyane",33.4,$15,MIAMI HEAT,@ was, 113-117,28:16,   22pt 2rb 6as 1st 3to 8-18fg 6-6ft
SG,"McCollum, C.J.^",33.2,$26,PORTLAND TRAIL BLAZERS,v nyk, 111-87,34:59,   19pt 6rb 4as 1st 2to 5trey 7-18fg
PG,"VanVleet, Fred",33.1,$10,TORONTO RAPTORS,v atl, 106-90,29:00,   4pt 3rb 7as 3st 2bl 1trey 1-7fg 1-2ft
SG,"Thompson, Klay^",32.5,$24,GOLDEN STATE WARRIORS,v bkn, 114-101,38:06,   18pt 5rb 5as 1st 2to 2trey 8-15fg
SG,"Batum, Nicolas^",31.8,$25,CHARLOTTE HORNETS,v phi, 114-128,31:26,   12pt 4rb 10as 1st 3to 2trey 3-5fg 4-4ft
SG,"Iguodala, Andre",27.2,$10,GOLDEN STATE WARRIORS,v bkn, 114-101,25:45,   6pt 6rb 4as 3st 1to 3-4fg
PG,"Dinwiddie, Spencer^",25.1,$23,BROOKLYN NETS,@ gsw, 101-114,30:22,   13pt 3rb 5as 1st 2to 2trey 4-7fg 3-3ft
SG,"Wright, Delon",25.1,$10,TORONTO RAPTORS,v atl, 106-90,18:24,   10pt 3rb 1as 3st 1bl 2to 5-10fg
SG,"Bazemore, Kent^",24.7,$20,ATLANTA HAWKS,@ tor, 90-106,28:14,   14pt 1rb 5as 2st 4to 2trey 6-8fg
PG,"McConnell, T.J.",23.9,$10,PHILADELPHIA 76ERS,@ cha, 128-114,24:09,   8pt 2rb 5as 2st 4-7fg
SG,"Gordon, Eric",23.5,$15,HOUSTON ROCKETS,@ okc, 122-112,28:51,   14pt 5rb 1as 1st 1bl 4to 3trey 3-7fg 5-5ft
SG,"Barea, Jose",22.6,$17,DALLAS MAVERICKS,v den, 118-107,22:32,   7pt 8rb 6as 1st 6to 1trey 2-9fg 2-2ft
PG,"Harris, Devin",22.5,$10,DENVER NUGGETS,@ dal, 107-118,21:42,   7pt 5rb 3as 2bl 1to 1trey 3-9fg
PG,"Napier, Shabazz",21.4,$10,PORTLAND TRAIL BLAZERS,v nyk, 111-87,26:23,   12pt 2rb 4as 1st 2to 2trey 2-5fg 6-6ft
SG,"Belinelli, Marco",21.3,$10,PHILADELPHIA 76ERS,@ cha, 128-114,28:17,   11pt 4rb 3as 1st 2to 1trey 4-9fg 2-2ft
PG,"Walker, Kemba^",20.1,$33,CHARLOTTE HORNETS,v phi, 114-128,34:45,   5pt 3rb 7as 1bl 2to 1-9fg 3-6ft
PG,"Burke, Trey",19.9,$17,NEW YORK KNICKS,@ por, 87-111,20:28,   4pt 2rb 7as 1st 2-12fg 0-4ft
PG,"Lowry, Kyle^",19.9,$28,TORONTO RAPTORS,v atl, 106-90,22:43,   4pt 2rb 7as 1st 2-6fg
PG,"Teodosic, Milos^",19.6,$10,LOS ANGELES CLIPPERS,v nor, 116-121,27:29,   9pt 3rb 4as 1st 2to 1trey 4-9fg
SG,"Crabbe, Allen^",19.5,$14,BROOKLYN NETS,@ gsw, 101-114,28:16,   9pt 5rb 1as 1st 3-10fg 3-3ft
SG,"Thornwell, Sindarius",19.3,$10,LOS ANGELES CLIPPERS,v nor, 116-121,27:51,   4pt 9rb 1as 1st 1-3fg 2-2ft
