position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Simmons, Ben^",52.6,$48,PHILADELPHIA 76ERS,v gsw, 116-124,37:44,   23pt 8rb 12as 1st 1to 11-15fg 1-2ft
SG,"Harden, James^",51.5,$57,HOUSTON ROCKETS,@ mem, 105-83,35:47,   29pt 5rb 7as 3st 3to 6trey 9-20fg 5-5ft
PG,"Curry, Stephen^",49.5,$50,GOLDEN STATE WARRIORS,@ phi, 124-116,34:39,   35pt 5rb 5as 1bl 2to 4trey 11-22fg 9-9ft
PG,"Schroder, Dennis^",42.9,$33,ATLANTA HAWKS,v bos, 99-110,36:59,   23pt 2rb 9as 2st 2to 2trey 9-18fg 3-3ft
PG,"Irving, Kyrie^",41.3,$43,BOSTON CELTICS,@ atl, 110-99,31:25,   30pt 4rb 5as 1bl 4to 5trey 10-12fg 5-5ft
SG,"McCollum, C.J.^",38.6,$31,PORTLAND TRAIL BLAZERS,v sac, 102-90,34:54,   25pt 3rb 4as 2st 2to 4trey 9-16fg 3-3ft
PG,"Walker, Kemba^",37.4,$39,CHARLOTTE HORNETS,v lac, 102-87,35:51,   26pt 2rb 6as 6trey 8-17fg 4-4ft
PG,"Lillard, Damian^",37.4,$46,PORTLAND TRAIL BLAZERS,v sac, 102-90,33:57,   22pt 2rb 6as 1st 1bl 2to 1trey 8-18fg 5-6ft
PG,"Paul, Chris^",34.4,$41,HOUSTON ROCKETS,@ mem, 105-83,24:12,   17pt 2rb 6as 2st 1bl 3to 4trey 6-11fg 1-1ft
SG,"Batum, Nicolas^",34.3,$27,CHARLOTTE HORNETS,v lac, 102-87,28:06,   12pt 4rb 7as 1st 2bl 2to 1trey 4-11fg 3-3ft
SG,"Brown, Jaylen^",33.8,$21,BOSTON CELTICS,@ atl, 110-99,35:29,   27pt 4rb 1st 1to 4trey 10-13fg 3-7ft
PG,"Chalmers, Mario^",31.8,$11,MEMPHIS GRIZZLIES,v hou, 83-105,28:37,   6pt 4rb 8as 4st 3to 1trey 1-7fg 3-3ft
SG,"Bazemore, Kent^",31.6,$22,ATLANTA HAWKS,v bos, 99-110,30:50,   19pt 3rb 4as 2st 3to 2trey 5-8fg 7-8ft
PG,"Barea, Jose",31.1,$13,DALLAS MAVERICKS,v mil, 111-79,23:27,   20pt 3rb 7as 3to 4trey 5-10fg 6-7ft
SG,"Mitchell, Donovan^",30.7,$22,UTAH JAZZ,@ orl, 125-85,25:30,   12pt 6rb 3as 3st 2to 3trey 4-9fg 1-1ft
SG,"Williams, Louis",29.4,$21,LOS ANGELES CLIPPERS,@ cha, 87-102,29:20,   25pt 2rb 4as 4to 2trey 10-17fg 3-6ft
SG,"Lamb, Jeremy",27.3,$23,CHARLOTTE HORNETS,v lac, 102-87,22:27,   17pt 4rb 1as 2st 2to 2trey 5-12fg 5-5ft
PG,"Neto, Raul",26.9,$10,UTAH JAZZ,@ orl, 125-85,24:15,   9pt 2rb 7as 2st 1to 3-5fg 3-3ft
PG,"Hill, George^",26.3,$13,SACRAMENTO KINGS,@ por, 90-102,30:55,   12pt 4rb 1as 2st 1bl 1to 2trey 5-11fg 0-1ft
SG,"Redick, J.J.^",26.2,$18,PHILADELPHIA 76ERS,v gsw, 116-124,37:23,   20pt 1rb 2as 1st 1to 2trey 8-16fg 2-2ft
SG,"Thompson, Klay^",22.3,$28,GOLDEN STATE WARRIORS,@ phi, 124-116,36:07,   17pt 4rb 1as 1to 1trey 7-17fg 2-2ft
PG,"Payton, Elfrid^",22.1,$27,ORLANDO MAGIC,v uta, 85-125,23:21,   7pt 3rb 3as 3st 2to 3-7fg 1-2ft
PG,"Fox, De'Aaron^",21.4,$20,SACRAMENTO KINGS,@ por, 90-102,27:36,   11pt 2rb 2as 2st 1to 1trey 5-9fg
PG,"Ferrell, Yogi",21.3,$10,DALLAS MAVERICKS,v mil, 111-79,32:34,   16pt 4rb 1as 1to 3trey 6-8fg 1-2ft
SG,"Sefolosha, Thabo",20.3,$12,UTAH JAZZ,@ orl, 125-85,17:42,   8pt 4rb 1as 2st 1trey 3-5fg 1-1ft
SG,"Smart, Marcus",19.8,$21,BOSTON CELTICS,@ atl, 110-99,26:50,   10pt 4rb 2as 1bl 1to 2trey 3-8fg 2-2ft
PG,"Rubio, Ricky^",19.7,$26,UTAH JAZZ,@ orl, 125-85,16:29,   9pt 6rb 3as 1to 3-9fg 3-3ft
PG,"Rozier, Terry",19.5,$12,BOSTON CELTICS,@ atl, 110-99,25:05,   6pt 5rb 3as 1st 2trey 2-7fg
SG,"Evans, Tyreke",19.4,$28,MEMPHIS GRIZZLIES,v hou, 83-105,24:44,   7pt 7rb 2as 1bl 2to 3-10fg 1-2ft
