position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Harden, James^",75.4,$54,HOUSTON ROCKETS,@ cle, 120-128,38:10,   41pt 7rb 15as 1st 1to 5trey 13-20fg 10-14ft
PG,"Dragic, Goran^",54.1,$30,MIAMI HEAT,v sac, 108-96,41:04,   25pt 8rb 8as 2st 2bl 3to 5trey 8-14fg 4-7ft
PG,"Antetokounmpo, Giannis^",52,$50,MILWAUKEE BUCKS,@ nor, 117-113,33:50,   24pt 10rb 7as 1st 2bl 1to 1trey 10-19fg 3-4ft
PG,"Frazier, Tim^",44.6,$21,NEW ORLEANS PELICANS,v mil, 113-117,36:48,   20pt 3rb 9as 4st 1bl 3to 1trey 7-12fg 5-6ft
PG,"Payton, Elfrid^",41.1,$23,ORLANDO MAGIC,@ phi, 103-101,38:09,   18pt 3rb 10as 2st 1bl 2to 1trey 8-17fg 1-3ft
PG,"Irving, Kyrie^",39.4,$35,CLEVELAND CAVALIERS,v hou, 128-120,34:47,   32pt 2rb 4as 3to 4trey 10-19fg 8-8ft
PG,"Hill, George^",38.4,$21,UTAH JAZZ,@ sas, 106-91,32:44,   22pt 2rb 7as 1st 3trey 9-13fg 1-1ft
SG,"LaVine, Zach^",38.3,$25,MINNESOTA TIMBERWOLVES,v mem, 116-80,29:10,   31pt 4rb 2as 3to 5trey 11-18fg 4-4ft
PG,"Lillard, Damian^",38.2,$46,PORTLAND TRAIL BLAZERS,v gsw, 104-127,31:34,   31pt 1rb 2as 1st 1to 4trey 8-19fg 11-13ft
PG,"Johnson, Tyler",37.8,$15,MIAMI HEAT,v sac, 108-96,32:15,   22pt 4rb 2as 2st 2bl 1to 2trey 7-11fg 6-6ft
PG,"Curry, Stephen^",37.8,$53,GOLDEN STATE WARRIORS,@ por, 127-104,29:30,   28pt 4rb 3as 1st 4to 5trey 10-21fg 3-4ft
SG,"Thompson, Hollis",35.9,$10,PHILADELPHIA 76ERS,v orl, 101-103,28:11,   22pt 7rb 1as 1bl 4trey 8-10fg 2-2ft
SG,"Waiters, Dion^",34.3,$16,MIAMI HEAT,v sac, 108-96,42:22,   20pt 4rb 4as 1st 2bl 3to 1trey 7-14fg 5-7ft
SG,"Dellavedova, Matthew^",33,$15,MILWAUKEE BUCKS,@ nor, 117-113,28:57,   11pt 5rb 8as 2st 1to 2trey 4-8fg 1-1ft
SG,"Clark, Ian",32.4,$10,GOLDEN STATE WARRIORS,@ por, 127-104,25:20,   22pt 2rb 1as 3st 1to 3trey 8-8fg 3-3ft
SG,"Fournier, Evan^",32,$22,ORLANDO MAGIC,@ phi, 103-101,37:13,   17pt 5rb 5as 1st 2to 3trey 6-17fg 2-2ft
PG,"Dunn, Kris^",31.8,$11,MINNESOTA TIMBERWOLVES,v mem, 116-80,29:06,   10pt 4rb 6as 5st 3to 2trey 3-7fg 2-2ft
PG,"Rodriguez, Sergio^",31.5,$17,PHILADELPHIA 76ERS,v orl, 101-103,31:59,   12pt 5rb 11as 4to 2trey 5-11fg
SG,"Caldwell-Pope, Kentavious^",30.1,$19,DETROIT PISTONS,v nyk, 102-89,33:35,   19pt 3rb 3as 1st 1to 4trey 7-11fg 1-1ft
SG,"Hood, Rodney^",29.5,$24,UTAH JAZZ,@ sas, 106-91,33:02,   19pt 5rb 1as 1st 1to 4trey 6-13fg 3-3ft
SG,"Snell, Tony^",28.5,$10,MILWAUKEE BUCKS,@ nor, 117-113,33:27,   13pt 10rb 2as 1to 3trey 5-12fg
PG,"Rose, Derrick^",28,$25,NEW YORK KNICKS,@ det, 89-102,31:41,   19pt 5rb 2as 1bl 2to 8-17fg 3-3ft
SG,"Brogdon, Malcolm",27.9,$10,MILWAUKEE BUCKS,@ nor, 117-113,23:44,   14pt 2rb 4as 4st 3to 1trey 6-10fg 1-1ft
SG,"Harrison, Andrew",27.4,$10,MEMPHIS GRIZZLIES,@ min, 80-116,31:43,   12pt 2rb 5as 4st 3to 1trey 2-7fg 7-8ft
SG,"Ellis, Monta^",26.9,$25,INDIANA PACERS,v lal, 115-108,37:59,   17pt 2rb 3as 2bl 2to 2trey 6-14fg 3-4ft
SG,"Gordon, Eric^",26.9,$20,HOUSTON ROCKETS,@ cle, 120-128,32:59,   16pt 2rb 3as 2st 2to 4trey 6-13fg
PG,"Teague, Jeff^",26.7,$28,INDIANA PACERS,v lal, 115-108,32:35,   9pt 6rb 6as 2st 3to 1trey 4-15fg 0-2ft
PG,"Smith, Ishmael^",25.4,$26,DETROIT PISTONS,v nyk, 102-89,31:37,   10pt 2rb 8as 1st 1to 5-14fg
SG,"Henderson, Gerald^",25.3,$10,PHILADELPHIA 76ERS,v orl, 101-103,31:29,   18pt 4rb 1as 1st 1to 7-13fg 4-5ft
SG,"Smith, J.R.^",24.1,$17,CLEVELAND CAVALIERS,v hou, 128-120,34:28,   15pt 3rb 2as 5trey 5-12fg
SG,"Williams, Louis",24,$16,LOS ANGELES LAKERS,@ ind, 108-115,26:56,   19pt 5as 4to 3trey 7-14fg 2-2ft
SG,"Thompson, Klay^",24,$37,GOLDEN STATE WARRIORS,@ por, 127-104,30:13,   14pt 5rb 4as 2to 6-17fg 2-2ft
SG,"McCollum, C.J.^",22.8,$32,PORTLAND TRAIL BLAZERS,v gsw, 104-127,26:15,   16pt 4rb 2as 1st 4to 2trey 6-12fg 2-2ft
SG,"Afflalo, Arron^",22.1,$11,SACRAMENTO KINGS,@ mia, 96-108,41:04,   18pt 3rb 1st 2to 1trey 7-17fg 3-3ft
SG,"Moore, E'Twaun^",22,$15,NEW ORLEANS PELICANS,v mil, 113-117,35:30,   17pt 3as 1to 3trey 7-13fg
PG,"Jennings, Brandon",19.9,$12,NEW YORK KNICKS,@ det, 89-102,19:06,   12pt 2rb 3as 2trey 5-10fg 0-1ft
SG,"Dunleavy, Mike",19.8,$10,CLEVELAND CAVALIERS,v hou, 128-120,17:47,   11pt 4rb 2as 2trey 3-4fg 3-4ft
PG,"Parker, Tony^",17.6,$18,SAN ANTONIO SPURS,v uta, 91-106,32:38,   6pt 3rb 6as 1to 3-5fg 0-1ft
PG,"Mack, Shelvin",16.2,$10,UTAH JAZZ,@ sas, 106-91,19:05,   14pt 1rb 1st 2to 2trey 6-9fg
SG,"Clarkson, Jordan",16.2,$21,LOS ANGELES LAKERS,@ ind, 108-115,30:41,   15pt 1rb 7-16fg 1-1ft
SG,"Carter, Vince",15.8,$10,MEMPHIS GRIZZLIES,@ min, 80-116,14:27,   5pt 4rb 1as 2st 1trey 2-7fg
PG,"Livingston, Shaun",15.7,$10,GOLDEN STATE WARRIORS,@ por, 127-104,18:08,   6pt 1rb 5as 2st 3to 2-3fg 2-2ft
PG,"Exum, Dante",15.6,$10,UTAH JAZZ,@ sas, 106-91,13:52,   4pt 3rb 2as 4bl 3to 1-2fg 2-3ft
