position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Harden, James^",98.5,$55,HOUSTON ROCKETS,v orl, 114-107,46:26,   60pt 10rb 11as 4st 1bl 5to 5trey 19-30fg 17-18ft
PG,"Lillard, Damian^",53.3,$40,PORTLAND TRAIL BLAZERS,@ lac, 104-96,35:53,   28pt 4rb 7as 3st 1bl 2to 5trey 6-14fg 11-11ft
SG,"Beal, Bradley^",47.7,$37,WASHINGTON WIZARDS,v okc, 102-96,41:23,   21pt 6rb 9as 2st 1bl 3to 2trey 8-19fg 3-5ft
PG,"Rubio, Ricky^",45.5,$18,UTAH JAZZ,v gsw, 129-99,35:06,   23pt 5rb 11as 1st 3to 2trey 9-16fg 3-4ft
SG,"DeRozan, DeMar^",41.8,$37,TORONTO RAPTORS,v min, 109-104,36:41,   23pt 4rb 8as 1st 1to 1trey 6-18fg 10-11ft
SG,"Thompson, Klay^",41.7,$28,GOLDEN STATE WARRIORS,@ uta, 99-129,30:40,   27pt 6rb 3as 2st 3to 3trey 12-17fg
SG,"Mitchell, Donovan^",40.6,$29,UTAH JAZZ,v gsw, 129-99,25:55,   20pt 3rb 4as 4st 1to 2trey 8-17fg 2-2ft
PG,"Westbrook, Russell^",40.2,$60,OKLAHOMA CITY THUNDER,@ was, 96-102,36:23,   13pt 6rb 10as 4st 7to 1trey 5-18fg 2-2ft
SG,"Butler, Jimmy^",40,$42,MINNESOTA TIMBERWOLVES,@ tor, 104-109,38:16,   25pt 5rb 6as 2trey 9-17fg 5-10ft
PG,"Smith, Ishmael^",37.9,$22,DETROIT PISTONS,v cle, 125-114,33:01,   19pt 2rb 7as 2st 8-17fg 3-5ft
SG,"Holiday, Jrue^",37,$34,NEW ORLEANS PELICANS,v sac, 103-114,34:27,   21pt 6as 2st 1bl 2to 1trey 9-20fg 2-2ft
SG,"Wade, Dwyane",36.1,$14,CLEVELAND CAVALIERS,@ det, 114-125,28:02,   18pt 8rb 5as 1bl 2to 1trey 6-8fg 5-9ft
PG,"Murray, Jamal^",32.7,$27,DENVER NUGGETS,@ sas, 104-106,34:12,   18pt 6rb 1as 1st 1bl 3trey 5-12fg 5-5ft
SG,"McCollum, C.J.^",32,$30,PORTLAND TRAIL BLAZERS,@ lac, 104-96,35:34,   16pt 5rb 2as 3st 2to 3trey 5-18fg 3-3ft
PG,"Lowry, Kyle^",31.1,$32,TORONTO RAPTORS,v min, 109-104,33:57,   15pt 3rb 9as 1to 2trey 4-10fg 5-5ft
SG,"Williams, Louis",30.7,$40,LOS ANGELES CLIPPERS,v por, 96-104,38:58,   20pt 1rb 5as 1st 1bl 4to 2trey 5-26fg 8-9ft
PG,"Murray, Dejounte^",30.1,$22,SAN ANTONIO SPURS,v den, 106-104,25:44,   0pt 13rb 7as 2bl 2to 0-4fg
PG,"Fox, De'Aaron^",28.2,$16,SACRAMENTO KINGS,@ nor, 114-103,27:12,   15pt 6rb 4as 1st 3to 1trey 6-14fg 2-2ft
SG,"Mack, Shelvin",27.2,$10,ORLANDO MAGIC,@ hou, 107-114,24:49,   15pt 6rb 4as 1to 2trey 5-5fg 3-4ft
