position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Wall, John^",51.7,$50,WASHINGTON WIZARDS,@ bkn, 114-110,45:56,   23pt 6rb 12as 1st 2bl 3to 1trey 7-24fg 8-10ft
PG,"Teague, Jeff^",50.5,$36,INDIANA PACERS,v cle, 117-132,34:55,   22pt 5rb 14as 2st 4to 3trey 7-14fg 5-6ft
PG,"Schroder, Dennis^",48,$25,ATLANTA HAWKS,v den, 117-106,35:16,   24pt 5rb 10as 3st 3to 10-19fg 4-4ft
SG,"Barton, Will",44.9,$16,DENVER NUGGETS,@ atl, 106-117,38:16,   17pt 7rb 7as 3st 2bl 1to 6-19fg 5-7ft
SG,"Beal, Bradley^",42.7,$30,WASHINGTON WIZARDS,@ bkn, 114-110,41:13,   31pt 6rb 2as 2st 4to 3trey 12-25fg 4-4ft
PG,"Collison, Darren^",41.7,$14,SACRAMENTO KINGS,v bos, 108-92,37:37,   26pt 1rb 5as 4st 2to 2trey 12-21fg
PG,"Irving, Kyrie^",40.5,$41,CLEVELAND CAVALIERS,@ ind, 132-117,34:09,   29pt 7as 2st 3to 12-22fg 5-5ft
PG,"Thomas, Isaiah^",40.3,$50,BOSTON CELTICS,@ sac, 92-108,33:08,   26pt 4rb 7as 3to 4trey 6-16fg 10-10ft
SG,"Thompson, Klay^",39.7,$29,GOLDEN STATE WARRIORS,v chi, 123-92,29:18,   28pt 6rb 3as 3to 6trey 10-18fg 2-2ft
PG,"Rose, Derrick^",39.4,$24,NEW YORK KNICKS,v lac, 115-119,37:21,   20pt 7rb 8as 1st 3to 10-16fg
SG,"DeRozan, DeMar^",38.3,$42,TORONTO RAPTORS,@ min, 109-112,37:32,   30pt 4rb 2as 1st 2to 1trey 12-25fg 5-7ft
SG,"Korver, Kyle",38,$10,CLEVELAND CAVALIERS,@ ind, 132-117,26:01,   29pt 5rb 1to 8trey 10-12fg 1-1ft
SG,"Stauskas, Nik",36.9,$10,PHILADELPHIA 76ERS,v sas, 103-111,31:41,   16pt 7rb 7as 4trey 5-10fg 2-2ft
PG,"Antetokounmpo, Giannis^",36.1,$53,MILWAUKEE BUCKS,v mia, 88-106,36:08,   22pt 8rb 1as 2st 1bl 4to 2trey 9-15fg 2-2ft
PG,"Conley, Mike^",32.5,$33,MEMPHIS GRIZZLIES,v pho, 110-91,30:51,   23pt 5as 2st 4to 4trey 7-10fg 5-5ft
SG,"Miles, C.J.^",31.8,$13,INDIANA PACERS,v cle, 117-132,34:42,   23pt 4rb 1bl 1to 6trey 7-11fg 3-3ft
PG,"Rondo, Rajon",31.2,$13,CHICAGO BULLS,@ gsw, 92-123,23:13,   12pt 6rb 8as 1st 2to 6-11fg 0-1ft
PG,"Lowry, Kyle^",30.9,$44,TORONTO RAPTORS,@ min, 109-112,36:37,   20pt 2rb 5as 1st 3to 4trey 6-19fg 4-5ft
PG,"Dragic, Goran^",30.3,$34,MIAMI HEAT,@ mil, 106-88,34:23,   16pt 4rb 7as 2st 5to 7-13fg 2-3ft
SG,"Hardaway Jr., Tim^",28.4,$14,ATLANTA HAWKS,v den, 117-106,37:40,   14pt 2rb 6as 1st 2trey 6-15fg
SG,"Muhammad, Shabazz",28.4,$10,MINNESOTA TIMBERWOLVES,v tor, 112-109,25:36,   22pt 2rb 2as 2trey 8-13fg 4-6ft
SG,"Crawford, Jamal",28.1,$12,LOS ANGELES CLIPPERS,@ nyk, 119-115,29:38,   20pt 3rb 2as 1st 2to 3trey 7-12fg 3-3ft
PG,"Hill, George^",27.7,$25,UTAH JAZZ,@ nor, 127-94,24:49,   19pt 1rb 3as 1st 2trey 6-11fg 5-8ft
PG,"Parker, Tony^",27.2,$11,SAN ANTONIO SPURS,@ phi, 111-103,30:25,   18pt 1rb 5as 1trey 7-12fg 3-3ft
SG,"Allen, Tony^",26.4,$10,MEMPHIS GRIZZLIES,v pho, 110-91,29:25,   10pt 7rb 2as 2st 1bl 1to 4-12fg 2-4ft
PG,"Johnson, Tyler",25.8,$19,MIAMI HEAT,@ mil, 106-88,27:06,   8pt 4rb 6as 2bl 3-11fg 2-2ft
PG,"Smith, Ishmael",24.3,$10,DETROIT PISTONS,v lal, 121-102,20:34,   10pt 4rb 7as 2st 5to 5-6fg
PG,"Rivers, Austin^",24.3,$19,LOS ANGELES CLIPPERS,@ nyk, 119-115,36:10,   7pt 4rb 10as 1st 5to 1trey 3-10fg 0-1ft
SG,"Redick, J.J.^",24,$17,LOS ANGELES CLIPPERS,@ nyk, 119-115,27:30,   14pt 5rb 2as 2trey 4-12fg 4-4ft
PG,"Holiday, Jrue^",23.7,$33,NEW ORLEANS PELICANS,v uta, 94-127,30:58,   15pt 6rb 2as 1st 4to 1trey 7-12fg 0-3ft
PG,"Curry, Stephen^",23.7,$45,GOLDEN STATE WARRIORS,v chi, 123-92,28:12,   13pt 1rb 6as 1st 2to 1trey 5-11fg 2-2ft
SG,"McGruder, Rodney^",23.7,$10,MIAMI HEAT,@ mil, 106-88,35:33,   10pt 6rb 3as 1st 1to 2trey 4-13fg
PG,"Burks, Alec",23.5,$10,UTAH JAZZ,@ nor, 127-94,22:56,   13pt 5rb 2st 1trey 4-8fg 4-4ft
PG,"Knight, Brandon",23.4,$10,PHOENIX SUNS,@ mem, 91-110,26:25,   16pt 2rb 2as 2st 3to 2trey 5-11fg 4-4ft
SG,"Williams, Louis",23.2,$21,LOS ANGELES LAKERS,@ det, 102-121,20:39,   17pt 1rb 2as 2st 2to 4-10fg 9-9ft
SG,"Bazemore, Kent^",22.9,$13,ATLANTA HAWKS,v den, 117-106,21:17,   14pt 2rb 2as 2st 1bl 4to 3trey 4-8fg 3-4ft
SG,"Booker, Devin^",22.7,$28,PHOENIX SUNS,@ mem, 91-110,31:38,   20pt 1rb 3as 3to 6-13fg 8-10ft
SG,"Brogdon, Malcolm",22.4,$14,MILWAUKEE BUCKS,v mia, 88-106,32:59,   6pt 2rb 6as 3st 1to 2-7fg 2-4ft
SG,"Ellis, Monta",22.4,$10,INDIANA PACERS,v cle, 117-132,24:00,   13pt 2rb 3as 1st 1trey 5-7fg 2-2ft
SG,"Ellington, Wayne^",22.4,$10,MIAMI HEAT,@ mil, 106-88,28:28,   17pt 2rb 1as 1to 5trey 6-11fg
