position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Wall, John^",56.8,$37,WASHINGTON WIZARDS,@ cle, 115-119,38:17,   28pt 4rb 14as 3st 6to 2trey 10-20fg 6-6ft
SG,"Oladipo, Victor^",45.7,$41,INDIANA PACERS,v gsw, 126-106,33:14,   21pt 6rb 7as 3st 2to 3trey 9-17fg
SG,"Beal, Bradley^",40.8,$30,WASHINGTON WIZARDS,@ cle, 115-119,42:36,   19pt 9rb 8as 1to 4trey 7-15fg 1-1ft
PG,"Bledsoe, Eric^",40.6,$32,MILWAUKEE BUCKS,v bkn, 111-119,35:54,   18pt 3rb 6as 4st 2to 2trey 6-13fg 4-4ft
SG,"Crabbe, Allen^",38.9,$12,BROOKLYN NETS,@ mil, 119-111,30:24,   25pt 7rb 1as 2bl 2to 5trey 8-14fg 4-5ft
PG,"Paul, Chris^",37.3,$31,HOUSTON ROCKETS,v por, 96-94,31:08,   27pt 4rb 5as 2to 3trey 11-19fg 2-2ft
SG,"Harden, James^",36.7,$52,HOUSTON ROCKETS,v por, 96-94,34:21,   24pt 6rb 7as 1st 8to 3trey 7-13fg 7-10ft
SG,"Mitchell, Donovan^",33.5,$33,UTAH JAZZ,v lac, 117-95,28:21,   19pt 5rb 5as 1st 2to 6-15fg 7-8ft
PG,"Collison, Darren^",33.5,$18,INDIANA PACERS,v gsw, 126-106,23:37,   15pt 5rb 5as 2st 1to 1trey 6-8fg 2-2ft
SG,"Harris, Joe^",30.8,$11,BROOKLYN NETS,@ mil, 119-111,29:27,   17pt 4rb 6as 3trey 6-8fg 2-2ft
PG,"Exum, Dante",28.3,$10,UTAH JAZZ,v lac, 117-95,24:23,   10pt 4rb 5as 2bl 1trey 4-9fg 1-4ft
SG,"Thompson, Klay^",27.9,$24,GOLDEN STATE WARRIORS,@ ind, 106-126,30:04,   16pt 7rb 1as 1st 1to 4trey 6-16fg
PG,"Murray, Jamal^",27.9,$25,DENVER NUGGETS,v min, 100-96,35:37,   22pt 2rb 1as 1bl 1to 3trey 8-16fg 3-3ft
PG,"Russell, D'Angelo^",25.7,$23,BROOKLYN NETS,@ mil, 119-111,28:44,   22pt 1rb 5as 5to 4trey 9-16fg 0-1ft
PG,"Cook, Quinn^",25.6,$22,GOLDEN STATE WARRIORS,@ ind, 106-126,36:07,   12pt 3rb 6as 1st 2to 2trey 5-12fg
PG,"Teague, Jeff^",25.6,$26,MINNESOTA TIMBERWOLVES,@ den, 96-100,35:31,   15pt 3rb 6as 2to 6-14fg 3-5ft
SG,"McCollum, C.J.^",25,$31,PORTLAND TRAIL BLAZERS,@ hou, 94-96,32:58,   16pt 5rb 4as 1bl 6to 2trey 7-25fg
PG,"Baldwin, Wade",23.7,$10,PORTLAND TRAIL BLAZERS,@ hou, 94-96,31:34,   14pt 1rb 3as 2st 2to 2trey 6-10fg
SG,"Hood, Rodney^",23.6,$10,CLEVELAND CAVALIERS,v was, 119-115,26:56,   11pt 3rb 2as 2st 3-6fg 5-7ft
PG,"Harris, Devin",23.1,$10,DENVER NUGGETS,v min, 100-96,20:03,   20pt 3rb 1as 2to 5trey 6-11fg 3-3ft
PG,"Rivers, Austin^",20.7,$20,LOS ANGELES CLIPPERS,@ uta, 95-117,32:24,   19pt 1rb 3as 4to 2trey 6-12fg 5-6ft
SG,"Connaughton, Pat",19.8,$10,PORTLAND TRAIL BLAZERS,@ hou, 94-96,18:59,   9pt 4rb 2st 4-6fg 1-1ft
SG,"Stephenson, Lance",19.7,$10,INDIANA PACERS,v gsw, 126-106,15:54,   9pt 6rb 3as 1to 2trey 3-6fg 1-2ft
PG,"Dinwiddie, Spencer",19.4,$15,BROOKLYN NETS,@ mil, 119-111,24:36,   9pt 2rb 6as 1to 2trey 3-7fg 1-1ft
SG,"Korver, Kyle",18.6,$10,CLEVELAND CAVALIERS,v was, 119-115,22:22,   13pt 3rb 1bl 1to 3trey 4-7fg 2-2ft
PG,"Napier, Shabazz^",17.8,$13,PORTLAND TRAIL BLAZERS,@ hou, 94-96,28:47,   8pt 4rb 2as 1st 1to 1trey 2-9fg 3-3ft
PG,"Clarkson, Jordan",15.5,$11,CLEVELAND CAVALIERS,v was, 119-115,21:57,   10pt 1as 2st 2to 5-12fg
PG,"Satoransky, Tomas",15.4,$19,WASHINGTON WIZARDS,@ cle, 115-119,15:54,   5pt 2rb 4as 1bl 1to 1trey 2-4fg
PG,"Livingston, Shaun",15.1,$10,GOLDEN STATE WARRIORS,@ ind, 106-126,15:03,   6pt 3rb 3as 1bl 2to 2-6fg 2-2ft
SG,"Burks, Alec",14.9,$10,UTAH JAZZ,v lac, 117-95,16:57,   13pt 2rb 1as 2to 3trey 5-8fg
PG,"Rubio, Ricky^",14.4,$30,UTAH JAZZ,v lac, 117-95,8:08,   9pt 2rb 2as 1trey 3-5fg 2-2ft
SG,"Williams, C.J.",14.3,$10,LOS ANGELES CLIPPERS,@ uta, 95-117,17:26,   2pt 4rb 3as 1st 1-5fg
PG,"Joseph, Cory",14.2,$10,INDIANA PACERS,v gsw, 126-106,24:23,   5pt 1rb 4as 1st 1to 1trey 2-8fg
SG,"Williams, Louis",13.7,$28,LOS ANGELES CLIPPERS,@ uta, 95-117,30:28,   12pt 1rb 3as 4to 3-12fg 6-7ft
SG,"Crawford, Jamal",12.2,$10,MINNESOTA TIMBERWOLVES,@ den, 96-100,20:17,   9pt 1rb 1bl 1to 1trey 4-9fg
SG,"Wallace, Tyrone^",11.4,$10,LOS ANGELES CLIPPERS,@ uta, 95-117,26:24,   8pt 2rb 2as 2to 3-4fg 2-2ft
SG,"Green, Gerald",10.6,$13,HOUSTON ROCKETS,v por, 96-94,26:27,   6pt 3rb 2as 2to 2trey 2-9fg
PG,"Jones, Tyus",10.5,$10,MINNESOTA TIMBERWOLVES,@ den, 96-100,12:29,   0pt 3as 2st 0-4fg
SG,"Smith, J.R.",9.2,$10,CLEVELAND CAVALIERS,v was, 119-115,24:08,   4pt 1rb 2as 1st 2to 2-4fg
SG,"Brown, Sterling",8.6,$10,MILWAUKEE BUCKS,v bkn, 111-119,13:49,   5pt 3rb 1trey 2-3fg
SG,"Young, Nick",7.6,$10,GOLDEN STATE WARRIORS,@ ind, 106-126,20:40,   4pt 3rb 0-4fg 4-4ft
SG,"Johnson, Joe",7.6,$10,HOUSTON ROCKETS,v por, 96-94,17:49,   4pt 3rb 2-6fg
SG,"Terry, Jason",7.2,$10,MILWAUKEE BUCKS,v bkn, 111-119,13:46,   0pt 1rb 2as 1st 0-2fg
SG,"Johnson, Wesley",7.2,$10,LOS ANGELES CLIPPERS,@ uta, 95-117,9:19,   0pt 1rb 2st 0-2fg
SG,"Robinson III, Glenn",6.5,$10,INDIANA PACERS,v gsw, 126-106,12:24,   2pt 1as 1st 1-2fg
SG,"Young, Joseph",4,$10,INDIANA PACERS,v gsw, 126-106,3:59,   5pt 1to 1trey 2-3fg
PG,"Rose, Derrick",3,$10,MINNESOTA TIMBERWOLVES,@ den, 96-100,14:35,   4pt 1to 2-5fg
PG,"Stockton, David",3,$10,UTAH JAZZ,v lac, 117-95,2:52,   3pt 1trey 1-1fg
SG,"Snell, Tony^",1.2,$10,MILWAUKEE BUCKS,v bkn, 111-119,16:04,   0pt 1rb 0-2fg
SG,"Stauskas, Nik",0,$10,BROOKLYN NETS,@ mil, 119-111,1:19,   0pt
SG,"Meeks, Jodie",0,$10,WASHINGTON WIZARDS,@ cle, 115-119,2:53,   0pt
PG,"Jennings, Brandon",0,$10,MILWAUKEE BUCKS,v bkn, 111-119,DNP,   
PG,"Brooks, Aaron",0,$10,MINNESOTA TIMBERWOLVES,@ den, 96-100,DNP,   
PG,"Frazier, Tim",0,$10,WASHINGTON WIZARDS,@ cle, 115-119,DNP,   
SG,"Holland, John",0,$10,CLEVELAND CAVALIERS,v was, 119-115,DNP,   
PG,"Perrantes, London",0,$10,CLEVELAND CAVALIERS,v was, 119-115,DNP,   
SG,"Butler, Jimmy",0,$40,MINNESOTA TIMBERWOLVES,@ den, 96-100,DNP,   
SG,"Beasley, Malik",0,$10,DENVER NUGGETS,v min, 100-96,DNP,   
