position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
NA,"Whiteside, Hassan^",45.6,N/A,MIAMI HEAT,@ sas, 100-104,23:19,   20pt 13rb 2st 2bl 2to 1trey 8-10fg 3-6ft
NA,"Harris, Tobias^",40.7,N/A,LOS ANGELES CLIPPERS,v , 110-,30:28,   20pt 11rb 5as 1bl 3to 4trey 8-14fg
NA,"Beverley, Patrick^",39.3,N/A,LOS ANGELES CLIPPERS,v , 110-,24:53,   12pt 4rb 5as 3st 2bl 2trey 5-8fg
NA,"Bridges, Miles",39.2,N/A,CHARLOTTE HORNETS,@ bos, 112-115,28:13,   23pt 6rb 2as 1st 1bl 4trey 9-12fg 1-3ft
NA,"Gallinari, Danilo^",36.9,N/A,LOS ANGELES CLIPPERS,v , 110-,29:52,   19pt 2rb 5as 1st 2bl 1to 1trey 6-13fg 6-6ft
NA,"LaVine, Zach^",36.3,N/A,CHICAGO BULLS,v nor, 128-116,23:48,   21pt 4rb 3as 2st 1bl 3to 8-13fg 5-5ft
NA,"Irving, Kyrie^",33.6,N/A,BOSTON CELTICS,v cha, 115-112,28:54,   20pt 3rb 4as 1st 1bl 2to 1trey 7-14fg 5-5ft
NA,"Portis, Bobby",33,N/A,CHICAGO BULLS,v nor, 128-116,19:28,   21pt 5rb 2st 10-19fg 1-1ft
NA,"Davis, Anthony^",32.8,N/A,NEW ORLEANS PELICANS,@ chi, 116-128,15:56,   13pt 4rb 2as 3st 2bl 3to 1trey 5-9fg 2-2ft
NA,"Hernangomez, Juan",32.5,N/A,DENVER NUGGETS,@ lal, 124-107,23:05,   19pt 5rb 1as 3bl 3to 5trey 6-11fg 2-2ft
NA,"Rozier, Terry",31.8,N/A,BOSTON CELTICS,v cha, 115-112,20:25,   13pt 4rb 4as 3st 1to 1trey 5-10fg 2-2ft
NA,"Parker, Jabari^",30.6,N/A,CHICAGO BULLS,v nor, 128-116,24:52,   15pt 8rb 4as 1trey 5-14fg 4-4ft
NA,"Gortat, Marcin^",30.3,N/A,LOS ANGELES CLIPPERS,v , 110-,26:19,   12pt 9rb 3as 1st 1bl 3to 6-10fg
NA,"Plumlee, Mason",29.6,N/A,DENVER NUGGETS,@ lal, 124-107,18:53,   11pt 8rb 6as 1st 3to 3-5fg 5-5ft
NA,"Lyles, Trey",29.4,N/A,DENVER NUGGETS,@ lal, 124-107,20:53,   14pt 7rb 4as 1st 2to 1trey 3-9fg 7-8ft
NA,"Morris, Monte",29.2,N/A,DENVER NUGGETS,@ lal, 124-107,25:58,   12pt 6rb 4as 2st 2to 4-9fg 4-4ft
NA,"Dunn, Kris^",29.1,N/A,CHICAGO BULLS,v nor, 128-116,22:34,   12pt 8rb 3as 2bl 3to 5-7fg 2-2ft
NA,"Bogut, Andrew^",28.6,N/A,,@ lac, 91-110,30:26,   8pt 8rb 4as 2st 1bl 4to 4-7fg
NA,"Randle, Julius^",28.5,N/A,NEW ORLEANS PELICANS,@ chi, 116-128,24:42,   15pt 5rb 5as 1bl 3to 5-8fg 5-8ft
NA,"Ingram, Brandon^",28.3,N/A,LOS ANGELES LAKERS,v den, 107-124,26:48,   16pt 4rb 1as 2st 1bl 3to 7-14fg 2-4ft
NA,"McGee, JaVale^",25.4,N/A,LOS ANGELES LAKERS,v den, 107-124,19:53,   17pt 7rb 1bl 3to 8-10fg 1-3ft
NA,"Morris, Marcus",25.2,N/A,BOSTON CELTICS,v cha, 115-112,19:03,   12pt 6rb 2as 1bl 4trey 4-10fg
NA,^,25pt 3rb 3as 6to 2trey 9-19fg 5-8ft,N/A,LOS ANGELES CLIPPERS,v A, 110-,1,   
NA,"Blakeney, Antonio",24.9,N/A,CHICAGO BULLS,v nor, 128-116,24:12,   21pt 2rb 1as 1trey 6-10fg 8-8ft
NA,"Rondo, Rajon^",24.9,N/A,LOS ANGELES LAKERS,v den, 107-124,23:13,   2pt 7rb 11as 2to 1-3fg
NA,"Jackson, Frank",24.7,N/A,NEW ORLEANS PELICANS,@ chi, 116-128,19:17,   16pt 6rb 1as 4trey 5-14fg 2-2ft
NA,"Kuzma, Kyle",24.6,N/A,LOS ANGELES LAKERS,v den, 107-124,24:22,   15pt 3rb 2as 1st 1bl 3to 2trey 4-13fg 5-5ft
NA,"Harrell, Montrezl",24.4,N/A,LOS ANGELES CLIPPERS,v , 110-,20:16,   11pt 7rb 2as 1st 1to 4-6fg 3-5ft
