position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Rondo, Rajon^",55.8,$22,NEW ORLEANS PELICANS,v dal, 115-105,30:18,   19pt 9rb 14as 3st 4to 1trey 8-14fg 2-4ft
SG,"Harden, James^",55.7,$51,HOUSTON ROCKETS,@ por, 115-111,32:47,   42pt 6rb 7as 4to 5trey 13-25fg 11-15ft
PG,"Schroder, Dennis^",55.5,$23,ATLANTA HAWKS,@ uta, 99-94,34:47,   41pt 5rb 7as 2to 3trey 16-28fg 6-10ft
PG,"Westbrook, Russell^",45.1,$55,OKLAHOMA CITY THUNDER,@ bos, 99-100,36:49,   27pt 8rb 7as 1st 5to 2trey 9-21fg 7-11ft
PG,"Paul, Chris^",40.6,$32,HOUSTON ROCKETS,@ por, 115-111,31:49,   22pt 8rb 6as 5trey 6-16fg 5-6ft
PG,"Teague, Jeff^",39.8,$28,MINNESOTA TIMBERWOLVES,v lac, 123-109,34:32,   20pt 4rb 12as 3to 1trey 8-13fg 3-3ft
PG,"Lowry, Kyle^",39,$29,TORONTO RAPTORS,@ orl, 93-86,36:32,   25pt 5rb 8as 4to 7trey 9-17fg
SG,"Mitchell, Donovan^",37.2,$30,UTAH JAZZ,v atl, 94-99,40:35,   24pt 6rb 4as 1st 3to 1trey 9-28fg 5-5ft
PG,"Rubio, Ricky^",36.1,$26,UTAH JAZZ,v atl, 94-99,34:24,   23pt 3rb 3as 2st 1bl 4to 3trey 7-14fg 6-6ft
PG,"Lillard, Damian^",35.8,$46,PORTLAND TRAIL BLAZERS,v hou, 111-115,36:04,   20pt 4rb 6as 1st 1to 5-17fg 10-10ft
SG,"Kennard, Luke",33.7,$10,DETROIT PISTONS,@ pho, 115-88,24:15,   16pt 6rb 3as 2bl 3trey 6-11fg 1-1ft
PG,"Rozier, Terry^",32.2,$27,BOSTON CELTICS,v okc, 100-99,34:15,   14pt 6rb 6as 2st 4to 3trey 5-15fg 1-2ft
SG,"Brewer, Corey^",30.5,$19,OKLAHOMA CITY THUNDER,@ bos, 99-100,36:08,   11pt 5rb 3as 2st 1bl 1trey 4-12fg 2-2ft
PG,"Smith, Ishmael",30.1,$13,DETROIT PISTONS,@ pho, 115-88,30:27,   13pt 3rb 3as 3st 1trey 5-13fg 2-2ft
PG,"Mack, Shelvin",28,$10,ORLANDO MAGIC,v tor, 86-93,23:52,   17pt 4as 2st 1to 3trey 7-16fg
SG,"Wright, Delon",27,$12,TORONTO RAPTORS,@ orl, 93-86,28:02,   10pt 5rb 4as 1st 1bl 1to 3-6fg 4-6ft
PG,"Augustin, D.J.^",25.6,$14,ORLANDO MAGIC,v tor, 86-93,35:12,   9pt 3rb 10as 2to 1trey 4-9fg
SG,"Clark, Ian",24.2,$10,NEW ORLEANS PELICANS,v dal, 115-105,30:43,   19pt 1rb 4as 2to 1trey 9-15fg
SG,"Crawford, Jamal",23.9,$10,MINNESOTA TIMBERWOLVES,v lac, 123-109,32:33,   20pt 2rb 1as 1st 3to 2trey 7-13fg 4-4ft
SG,"Barea, Jose^",23.8,$17,DALLAS MAVERICKS,@ nor, 105-115,28:54,   10pt 4rb 8as 3to 5-11fg
SG,"Ferrell, Yogi",23.6,$11,DALLAS MAVERICKS,@ nor, 105-115,26:49,   15pt 3rb 2as 1st 1to 1trey 6-14fg 2-2ft
