position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Lillard, Damian^",60.9,$41,PORTLAND TRAIL BLAZERS,v ind, 106-98,40:10,   30pt 2rb 15as 3st 1bl 6to 4trey 9-16fg 8-9ft
PG,"Doncic, Luka^",60.6,$41,DALLAS MAVERICKS,v nor, 125-129,38:40,   29pt 13rb 10as 2st 5to 1trey 10-26fg 8-11ft
PG,"Irving, Kyrie^",56,$44,BOSTON CELTICS,v den, 105-114,36:10,   30pt 5rb 4as 4st 1bl 1to 2trey 10-23fg 8-8ft
PG,"Curry, Stephen^",55.4,$41,GOLDEN STATE WARRIORS,@ sas, 105-111,37:15,   25pt 7rb 8as 3st 1bl 2to 6trey 9-25fg 1-1ft
PG,"Dragic, Goran",54.5,$11,MIAMI HEAT,@ okc, 116-107,29:20,   26pt 5rb 11as 2st 6trey 9-17fg 2-2ft
PG,"Payton, Elfrid^",47.5,$33,NEW ORLEANS PELICANS,@ dal, 129-125,37:25,   19pt 10rb 11as 1st 3to 2trey 5-12fg 7-8ft
SG,"Booker, Devin^",42.1,$40,PHOENIX SUNS,v chi, 101-116,40:24,   25pt 8rb 7as 3to 1trey 9-24fg 6-10ft
PG,"Wade, Dwyane",41.3,$18,MIAMI HEAT,@ okc, 116-107,33:24,   25pt 4rb 5as 1st 1bl 2to 1trey 10-17fg 4-5ft
PG,"VanVleet, Fred^",38.4,$17,TORONTO RAPTORS,v nyk, 128-92,28:23,   13pt 2rb 12as 1st 1bl 1to 2trey 5-9fg 1-1ft
SG,"LaVine, Zach^",33.1,$34,CHICAGO BULLS,@ pho, 116-101,32:31,   17pt 8rb 7as 1st 7to 2trey 5-10fg 5-5ft
PG,"Sexton, Collin^",32.9,$20,CLEVELAND CAVALIERS,v det, 126-119,32:53,   27pt 2rb 1as 2st 4to 5trey 10-16fg 2-2ft
SG,"Ellington, Wayne^",32.2,$10,DETROIT PISTONS,@ cle, 119-126,32:26,   25pt 1rb 2as 2st 3to 7trey 8-15fg 2-2ft
PG,"Lowry, Kyle^",32.2,$31,TORONTO RAPTORS,v nyk, 128-92,26:21,   15pt 6rb 8as 2to 5trey 5-12fg 0-1ft
PG,"Rubio, Ricky^",31.4,$18,UTAH JAZZ,@ was, 116-95,26:45,   8pt 2rb 10as 4st 6to 4-7fg
PG,"Jackson, Frank^",31.4,$11,NEW ORLEANS PELICANS,@ dal, 129-125,40:21,   19pt 2rb 4as 1st 1bl 2to 2trey 7-17fg 3-4ft
SG,"Trier, Allonzo",31.3,$11,NEW YORK KNICKS,@ tor, 92-128,31:10,   22pt 4rb 3as 1trey 8-14fg 5-6ft
SG,"Knight, Brandon^",31.3,$10,CLEVELAND CAVALIERS,v det, 126-119,29:11,   16pt 4rb 5as 1st 2trey 7-13fg
SG,"Thompson, Klay^",30.5,$34,GOLDEN STATE WARRIORS,@ sas, 105-111,37:47,   14pt 5rb 5as 1st 1bl 3to 4trey 5-18fg
PG,"Dunn, Kris^",28.9,$21,CHICAGO BULLS,@ pho, 116-101,27:05,   14pt 2rb 3as 2st 1bl 1to 1trey 5-10fg 3-3ft
PG,"White, Derrick^",28.4,$22,SAN ANTONIO SPURS,v gsw, 111-105,27:58,   12pt 2rb 4as 2st 1bl 1to 2trey 5-12fg 0-1ft
PG,"Schroder, Dennis^",27.6,$22,OKLAHOMA CITY THUNDER,v mia, 107-116,36:20,   20pt 3rb 6as 5to 2trey 7-16fg 4-6ft
PG,"Smith, Ishmael",27.1,$10,DETROIT PISTONS,@ cle, 119-126,24:03,   13pt 3rb 5as 1st 1trey 5-12fg 2-2ft
PG,"Brunson, Jalen^",26.6,$19,DALLAS MAVERICKS,v nor, 125-129,39:09,   14pt 3rb 4as 1st 1bl 3to 1trey 6-13fg 1-1ft
SG,"Mitchell, Donovan^",26.2,$38,UTAH JAZZ,@ was, 116-95,32:07,   19pt 1rb 2as 1st 1bl 3to 3trey 8-18fg
SG,"Harris, Gary^",25.8,$13,DENVER NUGGETS,@ bos, 114-105,29:26,   16pt 4rb 2as 1st 1to 4trey 5-13fg 2-2ft
PG,"Satoransky, Tomas^",25.4,$19,WASHINGTON WIZARDS,v uta, 95-116,29:04,   8pt 2rb 6as 2st 4-7fg
SG,"Matthews, Wes^",24.8,$14,INDIANA PACERS,@ por, 98-106,30:28,   14pt 4rb 2as 1bl 3trey 4-8fg 3-4ft
PG,"Collison, Darren^",24.7,$24,INDIANA PACERS,@ por, 98-106,27:11,   9pt 1rb 7as 2st 2to 1trey 3-8fg 2-2ft
PG,"Lin, Jeremy",24.6,$12,TORONTO RAPTORS,v nyk, 128-92,26:47,   20pt 3rb 2as 2to 1trey 7-11fg 5-7ft
SG,"Smart, Marcus^",23.3,$21,BOSTON CELTICS,v den, 105-114,33:05,   10pt 4rb 3as 2st 2to 5-11fg
PG,"Harrison, Shaquille^",22.1,$10,CHICAGO BULLS,@ pho, 116-101,32:26,   6pt 3rb 1as 4st 1to 3-9fg
PG,"Joseph, Cory",21.3,$10,INDIANA PACERS,@ por, 98-106,23:15,   0pt 4rb 5as 3st 0-2fg
PG,"Curry, Seth",19.7,$10,PORTLAND TRAIL BLAZERS,v ind, 106-98,25:01,   11pt 1rb 1as 1st 1bl 3trey 3-8fg 2-2ft
PG,"Jackson, Reggie^",19.4,$18,DETROIT PISTONS,@ cle, 119-126,23:57,   15pt 2rb 4as 4to 2trey 6-11fg 1-2ft
SG,"Green, Danny^",19.3,$10,TORONTO RAPTORS,v nyk, 128-92,21:52,   13pt 4rb 1as 3trey 4-6fg 2-5ft
PG,"Morris, Monte",18.8,$10,DENVER NUGGETS,@ bos, 114-105,19:26,   11pt 4rb 2as 1trey 5-9fg
PG,"Arcidiacono, Ryan",18.8,$10,CHICAGO BULLS,@ pho, 116-101,20:55,   8pt 4rb 2as 1st 3-5fg 2-4ft
SG,"Beal, Bradley^",18.4,$48,WASHINGTON WIZARDS,v uta, 95-116,30:54,   15pt 2rb 2as 2to 4-12fg 7-8ft
PG,"Neto, Raul",17.5,$10,UTAH JAZZ,@ was, 116-95,18:05,   9pt 5as 1st 2to 1trey 4-9fg
SG,"Clark, Ian",17.2,$10,NEW ORLEANS PELICANS,@ dal, 129-125,14:21,   10pt 1rb 2as 1bl 4-10fg 2-2ft
PG,"Clarkson, Jordan",16.9,$17,CLEVELAND CAVALIERS,v det, 126-119,27:22,   14pt 2rb 1as 1to 6-10fg 2-2ft
SG,"Ferguson, Terrance^",16.8,$10,OKLAHOMA CITY THUNDER,v mia, 107-116,37:05,   9pt 4rb 2as 1st 3to 3trey 3-9fg
PG,"Mills, Patty",15.9,$10,SAN ANTONIO SPURS,v gsw, 111-105,20:10,   10pt 2rb 1as 1st 1to 2trey 3-7fg 2-2ft
PG,"Murray, Jamal^",15.8,$23,DENVER NUGGETS,@ bos, 114-105,28:41,   11pt 4rb 2as 3to 1trey 5-11fg
SG,"Brown Jr., Troy",15.7,$10,WASHINGTON WIZARDS,v uta, 95-116,25:26,   2pt 6rb 3as 1st 1bl 4to 1-6fg
SG,"Beasley, Malik",15.7,$10,DENVER NUGGETS,@ bos, 114-105,18:34,   7pt 1rb 1as 2st 1trey 3-11fg
PG,"McRae, Jordan",15.7,$10,WASHINGTON WIZARDS,v uta, 95-116,14:26,   10pt 1rb 1as 1st 1-2fg 8-8ft
SG,"Evans, Tyreke",15.5,$10,INDIANA PACERS,@ por, 98-106,18:51,   9pt 3as 1st 1to 4-9fg 1-1ft
SG,"Selden, Wayne",15.4,$10,CHICAGO BULLS,@ pho, 116-101,19:44,   7pt 2rb 2as 1st 3-7fg 1-2ft
SG,"Brown, Jaylen",15.3,$17,BOSTON CELTICS,v den, 105-114,19:59,   6pt 4rb 1as 2st 3to 1trey 2-6fg 1-2ft
SG,"Daniels, Troy",15.1,$10,PHOENIX SUNS,v chi, 101-116,16:19,   10pt 3rb 1as 2trey 3-7fg 2-3ft
SG,"Korver, Kyle",14.5,$10,UTAH JAZZ,@ was, 116-95,17:08,   10pt 3as 3trey 3-7fg 1-1ft
PG,"Rozier, Terry",14.4,$24,BOSTON CELTICS,v den, 105-114,20:52,   7pt 2rb 2as 1bl 1to 1trey 3-9fg
PG,"Blakeney, Antonio",13.8,$10,CHICAGO BULLS,@ pho, 116-101,16:56,   6pt 4rb 2as 3-10fg
PG,"Crawford, Jamal",13,$10,PHOENIX SUNS,v chi, 101-116,25:37,   5pt 6as 1to 1trey 2-7fg
SG,"Galloway, Langston",13,$10,DETROIT PISTONS,@ cle, 119-126,25:40,   13pt 3trey 4-10fg 2-2ft
SG,"Harris, Devin",11.4,$10,DALLAS MAVERICKS,v nor, 125-129,18:51,   6pt 2rb 2as 1trey 1-6fg 3-4ft
PG,"Mudiay, Emmanuel^",10.5,$13,NEW YORK KNICKS,@ tor, 92-128,21:46,   7pt 3as 1to 1trey 2-7fg 2-2ft
PG,"Melton, De'Anthony^",10.4,$10,PHOENIX SUNS,v chi, 101-116,21:45,   0pt 2rb 4as 1st 1to 0-2fg
SG,"Luwawu, Timothe",9.4,$10,CHICAGO BULLS,@ pho, 116-101,14:07,   7pt 2rb 3-4fg 1-1ft
PG,"Cook, Quinn",8.9,$10,GOLDEN STATE WARRIORS,@ sas, 105-111,10:51,   5pt 2rb 1as 1trey 2-3fg
SG,"Jenkins, John",8.2,$10,NEW YORK KNICKS,@ tor, 92-128,14:14,   7pt 1rb 1-4fg 5-5ft
SG,"Forbes, Bryn^",7.4,$10,SAN ANTONIO SPURS,v gsw, 111-105,17:17,   3pt 2rb 1bl 1to 1trey 1-5fg
SG,"Turner, Evan",7.3,$10,PORTLAND TRAIL BLAZERS,v ind, 106-98,15:16,   0pt 4rb 1as 1bl 2to 0-1fg
PG,"Randle, Chasson",7,$10,WASHINGTON WIZARDS,v uta, 95-116,8:19,   5pt 2as 1to 1trey 2-3fg
PG,"Livingston, Shaun",6.4,$10,GOLDEN STATE WARRIORS,@ sas, 105-111,17:40,   4pt 2rb 1-2fg 2-2ft
PG,"Felton, Raymond",4.4,$10,OKLAHOMA CITY THUNDER,v mia, 107-116,11:40,   0pt 2rb 2as 1to 0-3fg
SG,"Bertans, Dairis",3.2,$10,NEW ORLEANS PELICANS,@ dal, 129-125,7:01,   3pt 1rb 1to 1trey 1-1fg
SG,"Allen, Kadeem",2.7,$14,NEW YORK KNICKS,@ tor, 92-128,26:14,   0pt 1rb 1as 1st 3to 0-8fg
PG,"Burke, Trey",2,$10,DALLAS MAVERICKS,v nor, 125-129,3:57,   2pt 1-2fg
PG,"Thomas, Isaiah",2,$10,DENVER NUGGETS,@ bos, 114-105,6:50,   0pt 2as 1to 0-2fg
PG,"Burton, Deonte",0,$10,OKLAHOMA CITY THUNDER,v mia, 107-116,6:19,   0pt 0-1fg
SG,"Evans III, Jacob",0,$10,GOLDEN STATE WARRIORS,@ sas, 105-111,DNP,   
SG,"Simons, Anfernee",0,$10,PORTLAND TRAIL BLAZERS,v ind, 106-98,DNP,   
SG,"Trent Jr., Gary",0,$10,PORTLAND TRAIL BLAZERS,v ind, 106-98,DNP,   
SG,"Walker, Lonnie",0,$10,SAN ANTONIO SPURS,v gsw, 111-105,DNP,   
PG,"Calderon, Jose",0,$10,DETROIT PISTONS,@ cle, 119-126,DNP,   
SG,"Pondexter, Quincy",0,$10,SAN ANTONIO SPURS,v gsw, 111-105,DNP,   
PG,"Okobo, Elie",0,$10,PHOENIX SUNS,v chi, 101-116,DNP,   
SG,"Johnson, Wesley",0,$10,WASHINGTON WIZARDS,v uta, 95-116,DNP,   
PG,"Johnson, Tyler",0,$17,PHOENIX SUNS,v chi, 101-116,DNP,   
SG,"Lee, Damion",0,$10,GOLDEN STATE WARRIORS,@ sas, 105-111,DNP,   
PG,"Holiday, Aaron",0,$10,INDIANA PACERS,@ por, 98-106,DNP,   
SG,"Wanamaker, Brad",0,$10,BOSTON CELTICS,v den, 105-114,DNP,   
PG,"Dozier, PJ",0,$10,BOSTON CELTICS,v den, 105-114,DNP,   
