position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Williams, Louis",65.9,$29,LOS ANGELES CLIPPERS,v okc, 118-110,34:06,   40pt 7rb 5as 4st 2to 4trey 13-24fg 10-15ft
SG,"Thompson, Klay^",56.6,$30,GOLDEN STATE WARRIORS,v den, 122-105,35:24,   39pt 3rb 4as 2st 1bl 1to 9trey 13-22fg 4-5ft
SG,"Harden, James^",54.5,$59,HOUSTON ROCKETS,v phi, 107-91,32:12,   31pt 10rb 7as 2st 5to 3trey 11-22fg 6-7ft
PG,"Westbrook, Russell^",54.1,$54,OKLAHOMA CITY THUNDER,@ lac, 110-118,31:58,   32pt 8rb 7as 1bl 1to 2trey 12-23fg 6-8ft
PG,"Conley, Mike^",51.1,$29,MEMPHIS GRIZZLIES,v uta, 114-104,32:21,   28pt 3rb 11as 2st 3to 3trey 11-18fg 3-3ft
SG,"Lamb, Jeremy",51,$22,CHARLOTTE HORNETS,v was, 112-111,31:01,   19pt 10rb 4as 2st 3bl 1to 3trey 4-10fg 8-8ft
SG,"Mitchell, Donovan^",50.3,$37,UTAH JAZZ,@ mem, 104-114,38:36,   38pt 4rb 5as 1bl 3to 5trey 12-24fg 9-12ft
PG,"Lowry, Kyle^",49.2,$30,TORONTO RAPTORS,@ nor, 127-104,34:27,   13pt 11rb 12as 2st 1to 3trey 4-12fg 2-2ft
SG,"Beal, Bradley^",45.3,$47,WASHINGTON WIZARDS,@ cha, 111-112,41:10,   15pt 4rb 7as 5st 1bl 3to 1trey 4-21fg 6-6ft
PG,"Simmons, Ben^",42.8,$42,PHILADELPHIA 76ERS,@ hou, 91-107,33:31,   15pt 9rb 10as 2st 1bl 7to 6-15fg 3-3ft
PG,"Winslow, Justise^",41.3,$21,MIAMI HEAT,v cle, 126-110,34:59,   16pt 9rb 9as 1st 2to 1trey 6-12fg 3-5ft
PG,"Doncic, Luka^",41.1,$42,DALLAS MAVERICKS,@ orl, 106-111,32:39,   24pt 8rb 5as 1st 3to 3trey 9-20fg 3-5ft
PG,"Walker, Kemba^",37.8,$38,CHARLOTTE HORNETS,v was, 112-111,36:08,   18pt 4rb 6as 2st 1bl 3to 1trey 6-19fg 5-6ft
SG,"LaVine, Zach^",35.2,$31,CHICAGO BULLS,v det, 104-112,38:18,   24pt 6rb 2as 1st 1bl 5to 1trey 9-18fg 5-10ft
PG,"Satoransky, Tomas^",33.8,$18,WASHINGTON WIZARDS,@ cha, 111-112,36:32,   11pt 9rb 6as 2bl 3to 1trey 4-7fg 2-2ft
PG,"Brunson, Jalen^",31.9,$11,DALLAS MAVERICKS,@ orl, 106-111,30:29,   18pt 2rb 9as 2to 1trey 8-11fg 1-1ft
SG,"Ross, Terrence",31.6,$14,ORLANDO MAGIC,v dal, 111-106,27:59,   22pt 3rb 2as 1st 6trey 8-16fg
PG,"Morris, Monte",31,$10,DENVER NUGGETS,@ gsw, 105-122,28:34,   17pt 6as 2st 1to 1trey 5-8fg 6-7ft
PG,"Payton, Elfrid^",30.2,$22,NEW ORLEANS PELICANS,v tor, 104-127,28:46,   13pt 6rb 6as 1st 2to 3trey 5-9fg
SG,"Knight, Brandon^",29.4,$10,CLEVELAND CAVALIERS,@ mia, 110-126,25:33,   15pt 2rb 6as 1st 3trey 6-11fg
PG,"Sexton, Collin^",29,$17,CLEVELAND CAVALIERS,@ mia, 110-126,34:42,   27pt 6as 7to 3trey 11-17fg 2-2ft
PG,"Wade, Dwyane",26.9,$20,MIAMI HEAT,v cle, 126-110,19:49,   12pt 2rb 5as 1st 1bl 1to 5-7fg 2-4ft
PG,"Dunn, Kris^",26.9,$17,CHICAGO BULLS,v det, 104-112,28:23,   7pt 7rb 3as 2st 1bl 2to 1trey 3-6fg
PG,"Smith, Ishmael",26.7,$10,DETROIT PISTONS,@ chi, 112-104,24:47,   7pt 6rb 7as 2bl 4to 3-7fg 1-2ft
PG,"Jackson, Reggie^",26.2,$20,DETROIT PISTONS,@ chi, 112-104,22:47,   21pt 1rb 2as 1st 2to 1trey 10-18fg
