position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Wall, John^",62.3,$50,WASHINGTON WIZARDS,@ cle, 127-115,37:11,   37pt 4rb 11as 2st 1bl 3to 2trey 14-21fg 7-8ft
PG,"Lillard, Damian^",44.7,$44,PORTLAND TRAIL BLAZERS,v min, 112-100,29:02,   21pt 6rb 8as 3st 3to 3trey 8-13fg 2-3ft
SG,"McCollum, C.J.^",42.8,$33,PORTLAND TRAIL BLAZERS,v min, 112-100,29:21,   32pt 4rb 4as 1st 4to 4trey 11-13fg 6-6ft
SG,"Crawford, Jamal",40.4,$10,LOS ANGELES CLIPPERS,v uta, 108-95,25:01,   28pt 2rb 3as 2st 3trey 8-12fg 9-9ft
SG,"Beal, Bradley^",39.8,$34,WASHINGTON WIZARDS,@ cle, 127-115,43:04,   27pt 4rb 6as 2to 2trey 9-19fg 7-7ft
PG,"Irving, Kyrie^",36.9,$43,CLEVELAND CAVALIERS,v was, 115-127,34:11,   23pt 2rb 4as 1st 2bl 1to 1trey 8-23fg 6-7ft
PG,"Rose, Derrick^",36.5,$25,NEW YORK KNICKS,@ sas, 98-106,36:14,   24pt 5rb 5as 1to 10-22fg 4-4ft
SG,"DeRozan, DeMar^",32.1,$40,TORONTO RAPTORS,@ dal, 94-86,36:33,   18pt 3rb 6as 1st 1bl 3to 1trey 8-17fg 1-2ft
SG,"Lee, Courtney^",29.1,$13,NEW YORK KNICKS,@ sas, 98-106,40:27,   6pt 8rb 7as 2st 1bl 3to 3-11fg
PG,"Dunn, Kris",27.8,$10,MINNESOTA TIMBERWOLVES,@ por, 100-112,28:47,   17pt 4rb 1as 2st 1trey 8-13fg
PG,"Rubio, Ricky^",26.3,$35,MINNESOTA TIMBERWOLVES,@ por, 100-112,25:08,   16pt 4rb 4as 1st 3to 1trey 6-11fg 3-3ft
PG,"Paul, Chris^",24.1,$44,LOS ANGELES CLIPPERS,v uta, 108-95,28:42,   14pt 3rb 5as 1st 3to 5-18fg 4-4ft
PG,"Joseph, Cory^",21.9,$14,TORONTO RAPTORS,@ dal, 94-86,35:56,   8pt 7rb 5as 2to 4-11fg
PG,"Ferrell, Yogi",21.8,$12,DALLAS MAVERICKS,v tor, 86-94,17:47,   10pt 4rb 4as 1st 2to 2trey 4-10fg
PG,"Mills, Patty",19.5,$12,SAN ANTONIO SPURS,v nyk, 106-98,26:13,   10pt 7as 1st 4to 2trey 4-9fg
PG,"Parker, Tony^",18.7,$11,SAN ANTONIO SPURS,v nyk, 106-98,21:59,   10pt 1rb 3as 2st 1to 5-12fg
SG,"Redick, J.J.^",18.3,$12,LOS ANGELES CLIPPERS,v uta, 108-95,22:59,   12pt 4rb 1as 1to 2trey 4-11fg 2-3ft
SG,"Hood, Rodney^",18.3,$15,UTAH JAZZ,@ lac, 95-108,23:23,   9pt 4rb 2st 1trey 4-13fg
SG,"Curry, Seth^",18.2,$26,DALLAS MAVERICKS,v tor, 86-94,29:45,   11pt 1rb 2as 1st 2trey 4-10fg 1-1ft
PG,"Wright, Delon",18.1,$10,TORONTO RAPTORS,@ dal, 94-86,23:32,   8pt 3rb 4as 1st 1bl 4to 1trey 3-7fg 1-2ft
PG,"Neto, Raul",17.6,$10,UTAH JAZZ,@ lac, 95-108,15:33,   6pt 3rb 4as 1st 2-4fg 2-2ft
SG,"Crabbe, Allen",17.6,$10,PORTLAND TRAIL BLAZERS,v min, 112-100,20:41,   10pt 3rb 2bl 1to 2trey 4-7fg
SG,"Ginobili, Manu",17.2,$10,SAN ANTONIO SPURS,v nyk, 106-98,18:37,   4pt 1rb 4as 3st 2-7fg
SG,"Harris, Devin",14.7,$10,DALLAS MAVERICKS,v tor, 86-94,18:15,   7pt 1rb 3as 2st 2to 3-5fg 1-1ft
PG,"Williams, Deron",14.5,$10,CLEVELAND CAVALIERS,v was, 115-127,19:32,   9pt 4as 1st 3to 1trey 3-4fg 2-2ft
PG,"Jennings, Brandon",13.7,$10,WASHINGTON WIZARDS,@ cle, 127-115,14:48,   1pt 1rb 5as 2st 0-2fg 1-2ft
