position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Lillard, Damian^",56.8,$45,PORTLAND TRAIL BLAZERS,v uta, 113-104,35:25,   39pt 9rb 6as 4to 4trey 13-20fg 9-9ft
PG,"Irving, Kyrie^",43.4,$35,CLEVELAND CAVALIERS,v nyk, 117-88,29:48,   29pt 2rb 4as 2st 4trey 12-22fg 1-1ft
SG,"Hood, Rodney^",37.4,$22,UTAH JAZZ,@ por, 104-113,37:39,   26pt 2rb 1as 2st 1bl 3trey 9-17fg 5-5ft
PG,"Hill, George^",35.9,$19,UTAH JAZZ,@ por, 104-113,38:45,   19pt 2rb 6as 2st 1bl 1to 1trey 7-18fg 4-4ft
PG,"Curry, Stephen^",33.1,$53,GOLDEN STATE WARRIORS,v sas, 100-129,34:06,   26pt 3rb 4as 4to 3trey 9-18fg 5-6ft
SG,"McCollum, C.J.^",31.9,$33,PORTLAND TRAIL BLAZERS,v uta, 113-104,34:36,   25pt 2rb 3as 1st 3to 2trey 8-16fg 7-7ft
SG,"Simmons, Jonathon",30.8,$10,SAN ANTONIO SPURS,@ gsw, 129-100,28:10,   20pt 4rb 3as 1bl 2to 3trey 8-14fg 1-3ft
PG,"Mills, Patty",29.2,$12,SAN ANTONIO SPURS,@ gsw, 129-100,17:51,   11pt 1rb 5as 4st 3trey 4-9fg
SG,"Crabbe, Allen",26.1,$12,PORTLAND TRAIL BLAZERS,v uta, 113-104,29:09,   18pt 3rb 3as 2to 4trey 6-10fg 2-2ft
SG,"Ginobili, Manu",22,$10,SAN ANTONIO SPURS,@ gsw, 129-100,20:52,   10pt 5rb 2as 1st 2trey 4-10fg
SG,"Holiday, Justin",21.2,$10,NEW YORK KNICKS,@ cle, 88-117,26:27,   8pt 6rb 2as 1st 2trey 2-7fg 2-2ft
PG,"Rose, Derrick^",20.6,$25,NEW YORK KNICKS,@ cle, 88-117,29:35,   17pt 3rb 1as 1bl 4to 1trey 7-17fg 2-2ft
SG,"Dunleavy, Mike",17.8,$10,CLEVELAND CAVALIERS,v nyk, 117-88,22:32,   4pt 4rb 2as 3st 2-3fg
PG,"Jennings, Brandon",17.1,$13,NEW YORK KNICKS,@ cle, 88-117,21:14,   7pt 3rb 5as 1to 1-7fg 5-6ft
PG,"Parker, Tony^",17.1,$18,SAN ANTONIO SPURS,@ gsw, 129-100,26:28,   9pt 3rb 4as 2to 1trey 4-9fg
PG,"Mack, Shelvin",15.2,$15,UTAH JAZZ,@ por, 104-113,14:48,   4pt 1rb 4as 2st 2-5fg
SG,"Thompson, Klay^",14.7,$37,GOLDEN STATE WARRIORS,v sas, 100-129,33:21,   11pt 1rb 2as 1to 1trey 5-13fg
PG,"Clark, Ian",10,$10,GOLDEN STATE WARRIORS,v sas, 100-129,13:22,   5pt 2as 1bl 2-8fg 1-2ft
SG,"Iguodala, Andre",9.9,$15,GOLDEN STATE WARRIORS,v sas, 100-129,26:48,   2pt 2rb 3as 1st 1to 1-3fg
SG,"McCaw, Patrick",9,$10,GOLDEN STATE WARRIORS,v sas, 100-129,9:00,   2pt 2as 1st 1bl 1-3fg
SG,"Shumpert, Iman",8.9,$11,CLEVELAND CAVALIERS,v nyk, 117-88,13:51,   2pt 2rb 3as 1bl 2to 1-3fg
PG,"Exum, Dante",7.4,$10,UTAH JAZZ,@ por, 104-113,8:20,   5pt 2rb 2-4fg 1-1ft
SG,"Baker, Ron",6.7,$10,NEW YORK KNICKS,@ cle, 88-117,6:44,   5pt 1rb 1trey 2-3fg
SG,"Jones, James",5.5,$10,CLEVELAND CAVALIERS,v nyk, 117-88,5:30,   5pt 1trey 1-2fg 2-2ft
PG,"Livingston, Shaun",5.4,$13,GOLDEN STATE WARRIORS,v sas, 100-129,12:54,   2pt 2rb 1st 1to 1-3fg
SG,"Lee, Courtney^",3.6,$11,NEW YORK KNICKS,@ cle, 88-117,19:37,   0pt 3rb 1bl 2to 0-5fg
SG,"McRae, Jordan",2,$10,CLEVELAND CAVALIERS,v nyk, 117-88,5:50,   2pt 1-4fg
SG,"Vujacic, Sasha",1.5,$10,NEW YORK KNICKS,@ cle, 88-117,3:18,   1pt 1as 1to 0-1fg 1-2ft
PG,"Forbes, Bryn",0,$10,SAN ANTONIO SPURS,@ gsw, 129-100,3:41,   0pt
PG,"Napier, Shabazz",0,$10,PORTLAND TRAIL BLAZERS,v uta, 113-104,DNP,   
PG,"Neto, Raul",0,$10,UTAH JAZZ,@ por, 104-113,DNP,   
SG,"Connaughton, Pat",0,$10,PORTLAND TRAIL BLAZERS,v uta, 113-104,DNP,   
SG,"Green, Danny",0,$11,SAN ANTONIO SPURS,@ gsw, 129-100,NA,   
SG,"Burks, Alec",0,$15,UTAH JAZZ,@ por, 104-113,NA,   
PG,"Quarterman, Tim",0,$10,PORTLAND TRAIL BLAZERS,v uta, 113-104,NA,   
PG,"Murray, Dejounte",0,$10,SAN ANTONIO SPURS,@ gsw, 129-100,NA,   
PG,"Felder, Kay",0,$10,CLEVELAND CAVALIERS,v nyk, 117-88,NA,   
PG,"Williams, Maurice",0,$10,CLEVELAND CAVALIERS,v nyk, 117-88,NA,   
SF,"Leonard, Kawhi^",53.5,$42,SAN ANTONIO SPURS,@ gsw, 129-100,32:03,   35pt 5rb 3as 5st 2to 10-21fg 15-15ft
SF,"Durant, Kevin^",53.5,$49,GOLDEN STATE WARRIORS,v sas, 100-129,36:36,   27pt 10rb 4as 2st 2bl 1trey 11-18fg 4-5ft
PF,"Green, Draymond^",52.4,$44,GOLDEN STATE WARRIORS,v sas, 100-129,32:37,   18pt 12rb 6as 5st 1bl 2to 2trey 7-14fg 2-2ft
SF,"James, LeBron^",51.2,$52,CLEVELAND CAVALIERS,v nyk, 117-88,32:23,   19pt 11rb 14as 1bl 4to 9-14fg 1-2ft
PF,"Aldridge, LaMarcus^",47.8,$34,SAN ANTONIO SPURS,@ gsw, 129-100,35:11,   26pt 14rb 3as 1st 2to 1trey 10-20fg 5-6ft
PF,"Love, Kevin^",45.4,$34,CLEVELAND CAVALIERS,v nyk, 117-88,24:59,   23pt 12rb 2as 3st 2to 2trey 6-15fg 9-12ft
SF,"Johnson, Joe^",39.8,$18,UTAH JAZZ,@ por, 104-113,30:30,   29pt 4rb 3as 1st 2to 3trey 12-16fg 2-2ft
PF,"Porzingis, Kristaps^",29.9,$26,NEW YORK KNICKS,@ cle, 88-117,32:48,   16pt 7rb 1st 2bl 2to 3trey 5-13fg 3-6ft
SF,"Anthony, Carmelo^",28,$41,NEW YORK KNICKS,@ cle, 88-117,30:05,   19pt 5rb 3as 1st 4to 1trey 8-18fg 2-2ft
SF,"Jefferson, Richard",22.3,$10,CLEVELAND CAVALIERS,v nyk, 117-88,25:47,   13pt 4rb 1as 2st 2to 2trey 5-7fg 1-2ft
SF,"Turner, Evan",20.5,$23,PORTLAND TRAIL BLAZERS,v uta, 113-104,26:01,   3pt 5rb 5as 1st 1bl 1-7fg 1-1ft
