position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Holiday, Jrue^",59.8,$31,NEW ORLEANS PELICANS,@ mil, 123-121,41:30,   36pt 9rb 6as 1st 1bl 2to 2trey 16-31fg 2-2ft
SG,"Harden, James^",59.1,$50,HOUSTON ROCKETS,@ den, 119-114,37:15,   41pt 8rb 7as 1st 5to 6trey 11-20fg 13-16ft
PG,"Murray, Dejounte^",52.3,$20,SAN ANTONIO SPURS,@ cle, 110-94,33:45,   13pt 9rb 5as 4st 3bl 5-12fg 3-4ft
SG,"Batum, Nicolas^",45.5,$22,CHARLOTTE HORNETS,v det, 114-98,29:04,   15pt 5rb 9as 3st 1bl 1to 4trey 5-10fg 1-1ft
PG,"Rondo, Rajon^",43.6,$20,NEW ORLEANS PELICANS,@ mil, 123-121,35:51,   16pt 8rb 12as 2st 6to 2trey 7-11fg
PG,"Simmons, Ben^",41.6,$38,PHILADELPHIA 76ERS,@ was, 94-109,36:46,   16pt 8rb 8as 1st 1bl 2to 6-12fg 4-6ft
PG,"Paul, Chris^",41,$36,HOUSTON ROCKETS,@ den, 119-114,32:11,   23pt 5rb 6as 2st 3to 2trey 6-14fg 9-10ft
PG,"Bledsoe, Eric^",39.3,$28,MILWAUKEE BUCKS,v nor, 121-123,37:29,   20pt 9rb 5as 1st 2to 2trey 7-15fg 4-4ft
SG,"Beal, Bradley^",38,$35,WASHINGTON WIZARDS,v phi, 109-94,37:20,   24pt 5rb 8as 1st 7to 3trey 9-14fg 3-3ft
PG,"Carter-Williams, Michael",31.6,$10,CHARLOTTE HORNETS,v det, 114-98,18:48,   10pt 3rb 6as 3st 1bl 3to 1trey 3-6fg 3-4ft
PG,"Satoransky, Tomas^",31.4,$21,WASHINGTON WIZARDS,v phi, 109-94,32:24,   7pt 7rb 10as 1st 2to 1trey 2-3fg 2-2ft
PG,"Smith, Ishmael^",30.2,$20,DETROIT PISTONS,@ cha, 98-114,28:20,   13pt 1rb 8as 2st 2to 1trey 6-11fg 0-2ft
SG,"Harris, Gary^",29.4,$22,DENVER NUGGETS,v hou, 114-119,32:06,   6pt 2rb 2as 5st 1bl 2-12fg 2-5ft
SG,"Green, Danny",28.6,$11,SAN ANTONIO SPURS,@ cle, 110-94,22:40,   22pt 3rb 1st 1bl 3to 5trey 6-11fg 5-6ft
PG,"Walker, Kemba^",26.2,$36,CHARLOTTE HORNETS,v det, 114-98,27:44,   17pt 1rb 6as 1bl 4to 2trey 5-11fg 5-5ft
PG,"Murray, Jamal^",25.9,$20,DENVER NUGGETS,v hou, 114-119,36:13,   19pt 2rb 5as 3to 3trey 8-13fg
SG,"Brown, Sterling",24.8,$10,MILWAUKEE BUCKS,v nor, 121-123,20:25,   9pt 4rb 2st 2bl 1to 1trey 4-5fg
SG,"Bullock, Reggie^",24.1,$11,DETROIT PISTONS,@ cha, 98-114,29:39,   14pt 3rb 5as 1to 1trey 5-14fg 3-4ft
PG,"Mills, Patty^",22.9,$10,SAN ANTONIO SPURS,@ cle, 110-94,35:22,   11pt 2rb 5as 1st 1to 2trey 3-9fg 3-3ft
SG,"Lamb, Jeremy",21.5,$13,CHARLOTTE HORNETS,v det, 114-98,21:25,   11pt 5as 1st 3trey 4-10fg
SG,"Beasley, Malik",17.9,$10,DENVER NUGGETS,v hou, 114-119,20:56,   9pt 2rb 1as 1st 1bl 1to 2trey 3-10fg 1-2ft
SG,"Korver, Kyle",17.5,$10,CLEVELAND CAVALIERS,v sas, 94-110,25:01,   6pt 5rb 1as 2st 2to 2trey 2-7fg 0-1ft
SG,"Snell, Tony^",17.1,$10,MILWAUKEE BUCKS,v nor, 121-123,34:11,   9pt 3rb 1as 3st 6to 1trey 4-9fg
PG,"McConnell, T.J.",16.9,$11,PHILADELPHIA 76ERS,@ was, 94-109,20:40,   0pt 2rb 3as 4st 2to 0-2fg
PG,"Clarkson, Jordan",16.4,$18,CLEVELAND CAVALIERS,v sas, 94-110,23:13,   17pt 2rb 3to 3trey 7-14fg
SG,"Forbes, Bryn",16.2,$10,SAN ANTONIO SPURS,@ cle, 110-94,20:18,   12pt 1rb 1st 2trey 4-7fg 2-3ft
SG,"Belinelli, Marco",15.6,$10,PHILADELPHIA 76ERS,@ was, 94-109,27:21,   10pt 3rb 1st 1to 2trey 3-10fg 2-3ft
SG,"Hood, Rodney",14.4,$16,CLEVELAND CAVALIERS,v sas, 94-110,28:04,   6pt 2rb 2as 1st 2-6fg 2-2ft
PG,"Buycks, Dwight",13.7,$10,DETROIT PISTONS,@ cha, 98-114,13:19,   12pt 1rb 1as 1to 6-7fg
PG,"Frazier, Tim",13.6,$10,WASHINGTON WIZARDS,v phi, 109-94,11:13,   2pt 3rb 4as 1st 1to 1-3fg
SG,"Redick, J.J.^",13.2,$16,PHILADELPHIA 76ERS,@ was, 94-109,29:48,   6pt 1rb 4as 1st 3to 2trey 2-10fg
SG,"Meeks, Jodie",10.9,$10,WASHINGTON WIZARDS,v phi, 109-94,10:40,   5pt 2rb 1as 1st 1to 1trey 2-5fg
SG,"Graham, Treveon",10.3,$10,CHARLOTTE HORNETS,v det, 114-98,17:05,   4pt 4rb 1as 1trey 1-3fg 1-2ft
PG,"Hill, George^",8.9,$11,CLEVELAND CAVALIERS,v sas, 94-110,25:28,   2pt 2rb 1as 1bl 1-7fg
SG,"Clark, Ian",8.7,$10,NEW ORLEANS PELICANS,@ mil, 123-121,17:35,   6pt 1rb 1as 1trey 2-4fg 1-1ft
PG,"Harris, Devin",7.5,$10,DENVER NUGGETS,v hou, 114-119,11:43,   6pt 1as 1trey 2-3fg 1-1ft
SG,"Terry, Jason",2.7,$10,MILWAUKEE BUCKS,v nor, 121-123,18:12,   0pt 1rb 1as 0-7fg
SG,"Smith, J.R.^",2.4,$12,CLEVELAND CAVALIERS,v sas, 94-110,20:55,   2pt 2rb 2to 1-8fg
SG,"Kennard, Luke",1.5,$10,DETROIT PISTONS,@ cha, 98-114,6:03,   0pt 1as
PG,"Parker, Tony",1.5,$10,SAN ANTONIO SPURS,@ cle, 110-94,14:11,   0pt 1as 1st 3to
SG,"Paul, Brandon",1.2,$10,SAN ANTONIO SPURS,@ cle, 110-94,1:01,   0pt 1rb
PG,"Nelson, Jameer",0.7,$10,DETROIT PISTONS,@ cha, 98-114,6:21,   0pt 1rb 1as 2to 0-2fg
SG,"Holland, John",0,$10,CLEVELAND CAVALIERS,v sas, 94-110,1:01,   0pt 0-1fg
SG,"Liggins, DeAndre",0,$10,NEW ORLEANS PELICANS,@ mil, 123-121,00:10,   0pt
PG,"Galloway, Langston",0,$10,DETROIT PISTONS,@ cha, 98-114,12:00,   0pt 0-4fg
PG,"Monk, Malik",0,$10,CHARLOTTE HORNETS,v det, 114-98,6:03,   0pt 0-5fg
PG,"Calderon, Jose",0,$10,CLEVELAND CAVALIERS,v sas, 94-110,1:01,   0pt
SG,"Ginobili, Manu",0,$10,SAN ANTONIO SPURS,@ cle, 110-94,DNP,   
SG,"Kilpatrick, Sean",0,$10,MILWAUKEE BUCKS,v nor, 121-123,DNP,   
SG,"Gordon, Eric",0,$17,HOUSTON ROCKETS,@ den, 119-114,DNP,   
SG,"Green, Gerald",0,$10,HOUSTON ROCKETS,@ den, 119-114,DNP,   
SG,"Munford, Xavier",0,$10,MILWAUKEE BUCKS,v nor, 121-123,DNP,   
SG,"Cooke, Charles",0,$10,NEW ORLEANS PELICANS,@ mil, 123-121,DNP,   
SG,"Jefferson, Richard",0,$10,DENVER NUGGETS,v hou, 114-119,DNP,   
SG,"Bayless, Jerryd",0,$10,PHILADELPHIA 76ERS,@ was, 94-109,DNP,   
SG,"Sessions, Ramon",0,$10,WASHINGTON WIZARDS,v phi, 109-94,DNP,   
SG,"Hilliard, Darrun",0,$10,SAN ANTONIO SPURS,@ cle, 110-94,NA,   
PG,"Jackson, Reggie",0,$16,DETROIT PISTONS,@ cha, 98-114,NA,   
SG,"Korkmaz, Furkan",0,$10,PHILADELPHIA 76ERS,@ was, 94-109,NA,   
SG,"Robinson, Devin",0,$10,WASHINGTON WIZARDS,v phi, 109-94,NA,   
PG,"Thornton, Marcus",,$10,SAN ANTONIO SPURS,v H, 110-,NA,   
PG,"White, Derrick",0,$10,SAN ANTONIO SPURS,@ cle, 110-94,NA,   
PG,"Felder, Kay",0,$10,DETROIT PISTONS,@ cha, 98-114,NA,   
PG,"Perrantes, London",0,$10,CLEVELAND CAVALIERS,v sas, 94-110,NA,   
PG,"Wall, John",0,$10,WASHINGTON WIZARDS,v phi, 109-94,NA,   
SG,"Fultz, Markelle",0,$10,PHILADELPHIA 76ERS,@ was, 94-109,NA,   
SG,"Hill, Solomon",0,$10,NEW ORLEANS PELICANS,@ mil, 123-121,NA,   
SG,"Young, James",0,$10,PHILADELPHIA 76ERS,@ was, 94-109,NA,   
PG,"Jackson, Demetrius",0,$10,PHILADELPHIA 76ERS,@ was, 94-109,NA,   
SG,"Brogdon, Malcolm",0,$10,MILWAUKEE BUCKS,v nor, 121-123,NA,   
SG,"Hunter, R.J.",0,$10,HOUSTON ROCKETS,@ den, 119-114,NA,   
PG,"Morris, Monte",0,$10,DENVER NUGGETS,v hou, 114-119,NA,   
PG,"Dellavedova, Matthew",0,$10,MILWAUKEE BUCKS,v nor, 121-123,NA,   
PG,"Paige, Marcus",0,$10,CHARLOTTE HORNETS,v det, 114-98,NA,   
PG,"Jackson, Frank",0,$10,NEW ORLEANS PELICANS,@ mil, 123-121,NA,   
SG,"Stone, Julyan",0,$10,CHARLOTTE HORNETS,v det, 114-98,NA,   
SG,"Brown, Markel",0,$10,HOUSTON ROCKETS,@ den, 119-114,NA,   
SG,"Hearn, Reggie",0,$10,DETROIT PISTONS,@ cha, 98-114,NA,   
SF,"James, LeBron^",59.1,$50,CLEVELAND CAVALIERS,v sas, 94-110,39:58,   33pt 13rb 9as 1st 6to 2trey 14-25fg 3-4ft
SF,"Barton, Will^",50.4,$25,DENVER NUGGETS,v hou, 114-119,36:11,   25pt 7rb 6as 3st 1to 3trey 10-15fg 2-3ft
PF,"Antetokounmpo, Giannis^",39.8,$49,MILWAUKEE BUCKS,v nor, 121-123,39:46,   20pt 4rb 6as 2st 6-18fg 8-10ft
SF,"Porter, Otto^",38.9,$26,WASHINGTON WIZARDS,v phi, 109-94,32:19,   23pt 7rb 3as 2st 3to 3trey 10-16fg
SF,"Anderson, Kyle^",38.2,$18,SAN ANTONIO SPURS,@ cle, 110-94,29:32,   10pt 6rb 4as 2st 3bl 4-7fg 2-4ft
