position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Irving, Kyrie^",56.3,$39,CLEVELAND CAVALIERS,v chi, 99-117,35:00,   34pt 9rb 7as 1bl 2to 2trey 13-25fg 6-7ft
PG,"Harden, James^",46.5,$62,HOUSTON ROCKETS,v min, 142-130,35:08,   24pt 5rb 10as 2st 1bl 7to 5trey 6-15fg 7-10ft
PG,"Payton, Elfrid^",46.3,$18,ORLANDO MAGIC,v atl, 105-86,27:57,   15pt 9rb 9as 2st 2bl 1to 3-8fg 9-10ft
SG,"Wade, Dwyane^",45.3,$29,CHICAGO BULLS,@ cle, 117-99,34:05,   20pt 9rb 10as 1to 1trey 9-18fg 1-3ft
PG,"Curry, Stephen^",45,$49,GOLDEN STATE WARRIORS,v bkn, 112-95,34:55,   27pt 5rb 5as 3st 4to 5trey 9-21fg 4-4ft
SG,"Beverley, Patrick^",39.8,$19,HOUSTON ROCKETS,v min, 142-130,28:59,   15pt 4rb 7as 3st 1bl 3trey 4-10fg 4-5ft
SG,"Curry, Seth^",37.9,$18,DALLAS MAVERICKS,v nor, 96-83,37:16,   13pt 7rb 8as 3st 3to 3trey 4-12fg 2-2ft
SG,"Thompson, Klay^",36.8,$28,GOLDEN STATE WARRIORS,v bkn, 112-95,31:21,   24pt 4rb 4as 1bl 1to 2trey 8-18fg 6-6ft
PG,"Kilpatrick, Sean",34.5,$11,BROOKLYN NETS,@ gsw, 95-112,29:06,   15pt 10rb 2as 2st 1trey 6-16fg 2-2ft
PG,"Dragic, Goran^",33.9,$35,MIAMI HEAT,v ind, 113-95,27:58,   21pt 2rb 4as 2st 1trey 8-12fg 4-5ft
PG,"Holiday, Jrue^",32.4,$36,NEW ORLEANS PELICANS,@ dal, 83-96,38:46,   18pt 7rb 6as 4to 2trey 5-17fg 6-6ft
PG,"Rubio, Ricky^",31.1,$28,MINNESOTA TIMBERWOLVES,@ hou, 130-142,31:44,   14pt 3rb 11as 1st 6to 2trey 3-8fg 6-7ft
PG,"Schroder, Dennis",30.5,$27,ATLANTA HAWKS,@ orl, 86-105,31:07,   11pt 5rb 8as 1bl 1to 1trey 4-17fg 2-3ft
SG,"Batum, Nicolas^",30.2,$33,CHARLOTTE HORNETS,@ sac, 99-85,34:01,   15pt 6rb 3as 1st 1bl 1to 1trey 4-17fg 6-6ft
PG,"Teague, Jeff^",29.6,$34,INDIANA PACERS,@ mia, 95-113,32:10,   16pt 3rb 6as 1st 1to 5-16fg 6-7ft
SG,"Waiters, Dion^",28.4,$22,MIAMI HEAT,v ind, 113-95,31:22,   22pt 2rb 3as 2st 6to 3trey 8-15fg 3-3ft
PG,"Rondo, Rajon",27.9,$11,CHICAGO BULLS,@ cle, 117-99,24:47,   15pt 2rb 5as 2st 1to 6-12fg 3-4ft
PG,"Rose, Derrick^",27.5,$24,NEW YORK KNICKS,v phi, 110-109,36:01,   18pt 5rb 3as 1to 8-17fg 2-2ft
PG,"Dinwiddie, Spencer",27.5,$10,BROOKLYN NETS,@ gsw, 95-112,28:48,   13pt 5rb 5as 2trey 4-6fg 3-5ft
SG,"Holiday, Justin",27.4,$10,NEW YORK KNICKS,v phi, 110-109,24:13,   14pt 7rb 2bl 2trey 6-14fg
PG,"McConnell, T.J.^",24.8,$16,PHILADELPHIA 76ERS,@ nyk, 109-110,33:01,   7pt 4rb 7as 1st 1trey 3-4fg
SG,"Gordon, Eric",24.2,$16,HOUSTON ROCKETS,v min, 142-130,30:11,   14pt 1rb 2as 2st 4trey 5-13fg
SG,"Jones, James",23.9,$10,CLEVELAND CAVALIERS,v chi, 99-117,23:24,   14pt 2rb 1as 1st 1bl 4trey 5-6fg
PG,"Walker, Kemba^",23.6,$37,CHARLOTTE HORNETS,@ sac, 99-85,35:50,   12pt 3rb 6as 1st 4to 2trey 5-12fg
SG,"Harris, Devin",23,$10,DALLAS MAVERICKS,v nor, 96-83,22:01,   8pt 5rb 4as 3st 3to 3-9fg 2-5ft
PG,"Ferrell, Yogi^",23,$18,DALLAS MAVERICKS,v nor, 96-83,29:27,   7pt 5rb 7as 1to 1trey 3-9fg
SG,"McLemore, Ben^",22.9,$13,SACRAMENTO KINGS,v cha, 85-99,32:37,   18pt 2rb 1st 1to 3trey 7-15fg 1-1ft
PG,"Collison, Darren^",22.9,$20,SACRAMENTO KINGS,v cha, 85-99,28:23,   10pt 2rb 5as 1st 2trey 4-8fg
PG,"Jones, Tyus",22.3,$10,MINNESOTA TIMBERWOLVES,@ hou, 130-142,21:07,   6pt 4rb 6as 1st 1trey 2-8fg 1-2ft
SG,"Robinson III, Glenn",22,$10,INDIANA PACERS,@ mia, 95-113,23:51,   13pt 5rb 1st 2trey 5-8fg 1-2ft
PG,"Clark, Ian",21.3,$10,GOLDEN STATE WARRIORS,v bkn, 112-95,18:37,   9pt 4rb 2as 2st 1trey 4-8fg
PG,"Stuckey, Rodney",20.7,$10,INDIANA PACERS,@ mia, 95-113,18:18,   12pt 1rb 3as 2st 1to 3-8fg 6-7ft
SG,"McCaw, Patrick^",19.8,$10,GOLDEN STATE WARRIORS,v bkn, 112-95,24:46,   9pt 4rb 1as 2bl 1trey 3-7fg 2-2ft
PG,"Whitehead, Isaiah",19,$10,BROOKLYN NETS,@ gsw, 95-112,23:02,   9pt 5rb 4as 1st 4to 4-10fg 1-2ft
SG,"Hardaway Jr., Tim^",18.6,$19,ATLANTA HAWKS,@ orl, 86-105,33:08,   15pt 3rb 1st 3to 2trey 6-11fg 1-2ft
SG,"Stauskas, Nik",18.6,$10,PHILADELPHIA 76ERS,@ nyk, 109-110,23:47,   14pt 3rb 1bl 2to 2trey 5-9fg 2-2ft
SG,"Korver, Kyle",18.4,$11,CLEVELAND CAVALIERS,v chi, 99-117,26:47,   14pt 2rb 2as 3to 4trey 5-8fg
SG,"Henderson, Gerald^",18.1,$10,PHILADELPHIA 76ERS,@ nyk, 109-110,29:50,   9pt 3rb 3as 1st 1to 3-11fg 3-5ft
SG,"Harris, Joe^",17.7,$10,BROOKLYN NETS,@ gsw, 95-112,26:50,   8pt 1rb 1as 2st 2bl 2to 2trey 3-7fg
SG,"Hield, Buddy",17.2,$15,SACRAMENTO KINGS,v cha, 85-99,26:13,   15pt 1rb 2as 3to 2trey 5-10fg 3-3ft
SG,"Ellis, Monta",17.1,$11,INDIANA PACERS,@ mia, 95-113,27:20,   8pt 3rb 5as 2to 3-12fg 2-2ft
SG,"Lamb, Jeremy",15.8,$10,CHARLOTTE HORNETS,@ sac, 99-85,17:55,   7pt 4rb 1as 1st 1trey 3-8fg
SG,"Fournier, Evan^",15.8,$20,ORLANDO MAGIC,v atl, 105-86,34:24,   7pt 4rb 1as 2st 2to 1trey 2-10fg 2-2ft
PG,"Dunn, Kris",15.5,$10,MINNESOTA TIMBERWOLVES,@ hou, 130-142,17:40,   6pt 5rb 2as 1trey 2-4fg 1-1ft
SG,"Lee, Courtney^",15.3,$10,NEW YORK KNICKS,v phi, 110-109,24:07,   5pt 4rb 2as 1st 1trey 2-7fg
PG,"Johnson, Tyler",14.2,$19,MIAMI HEAT,v ind, 113-95,30:58,   5pt 1rb 4as 1bl 0-5fg 5-6ft
SG,"Muhammad, Shabazz",14.1,$10,MINNESOTA TIMBERWOLVES,@ hou, 130-142,13:26,   11pt 3rb 1to 1trey 4-8fg 2-2ft
SG,"Shumpert, Iman^",13.7,$10,CLEVELAND CAVALIERS,v chi, 99-117,23:12,   5pt 6rb 1as 1bl 2to 2-9fg 1-2ft
PG,"Grant, Jerian^",13.6,$10,CHICAGO BULLS,@ cle, 117-99,15:33,   6pt 3rb 2as 2trey 2-4fg
SG,"Lin, Jeremy^",13.5,$21,BROOKLYN NETS,@ gsw, 95-112,14:44,   9pt 2as 1st 1to 1trey 4-9fg
SG,"Augustin, D.J.",12,$10,ORLANDO MAGIC,v atl, 105-86,20:53,   8pt 2as 2trey 3-6fg
SG,"Bazemore, Kent^",11.3,$13,ATLANTA HAWKS,@ orl, 86-105,23:58,   9pt 4rb 3to 1trey 4-9fg
SG,"Ellington, Wayne",10.8,$10,MIAMI HEAT,v ind, 113-95,21:23,   7pt 4rb 2to 2trey 2-5fg 1-1ft
PG,"Lawson, Ty",10.3,$19,SACRAMENTO KINGS,v cha, 85-99,22:43,   4pt 4rb 2as 2to 1trey 1-5fg 1-2ft
SG,"Rush, Brandon^",9,$10,MINNESOTA TIMBERWOLVES,@ hou, 130-142,32:37,   0pt 5rb 2as 0-5fg
PG,"Livingston, Shaun",8.9,$10,GOLDEN STATE WARRIORS,v bkn, 112-95,16:33,   6pt 2rb 1as 1to 3-6fg
PG,"Roberts, Brian",8,$10,CHARLOTTE HORNETS,@ sac, 99-85,12:10,   2pt 4as 1-2fg
PG,"Delaney, Malcolm^",8,$10,ATLANTA HAWKS,@ orl, 86-105,15:20,   2pt 4as 1st 2to 1-4fg
PG,"Jennings, Brandon",7.9,$13,NEW YORK KNICKS,v phi, 110-109,11:59,   2pt 2rb 3as 1to 0-3fg 2-3ft
PG,"Payne, Cameron",7.7,$10,CHICAGO BULLS,@ cle, 117-99,12:00,   6pt 1rb 1as 2to 2trey 2-3fg
PG,"Weber, Briante",7.2,$10,GOLDEN STATE WARRIORS,v bkn, 112-95,2:20,   4pt 1rb 1st 2-3fg
SG,"Foye, Randy^",5.1,$10,BROOKLYN NETS,@ gsw, 95-112,19:51,   2pt 3rb 1as 2to 1-5fg
PG,"Felder, Kay",3.5,$10,CLEVELAND CAVALIERS,v chi, 99-117,8:49,   0pt 1as 3st 4to 0-4fg
SG,"Luwawu, Timothe",3.4,$10,PHILADELPHIA 76ERS,@ nyk, 109-110,11:35,   2pt 2rb 1to 0-3fg 2-2ft
PG,"Galloway, Langston",2.7,$12,SACRAMENTO KINGS,v cha, 85-99,12:17,   0pt 1rb 1as 0-2fg
PG,"Frazier, Tim",2.5,$10,NEW ORLEANS PELICANS,@ dal, 83-96,10:21,   2pt 1as 1to 1-2fg
PG,"Rodriguez, Sergio",2.5,$10,PHILADELPHIA 76ERS,@ nyk, 109-110,14:59,   2pt 1as 1to 1-8fg
SG,"Wilcox, C.J.",1,$10,ORLANDO MAGIC,v atl, 105-86,2:33,   2pt 1to 1-2fg
SG,"Liggins, DeAndre",0.5,$10,CLEVELAND CAVALIERS,v chi, 99-117,5:20,   0pt 1as 1to 0-1fg
PG,"Brooks, Aaron",0,$10,INDIANA PACERS,@ mia, 95-113,00:50,   0pt
SG,"Young, Joseph",0,$10,INDIANA PACERS,@ mia, 95-113,00:50,   0pt
PG,"Baker, Ron",0,$10,NEW YORK KNICKS,v phi, 110-109,DNP,   
SG,"Moore, E'Twaun",0,$10,NEW ORLEANS PELICANS,@ dal, 83-96,DNP,   
SG,"Brown, Bobby",0,$10,HOUSTON ROCKETS,v min, 142-130,DNP,   
SG,"Graham, Treveon",0,$10,CHARLOTTE HORNETS,@ sac, 99-85,DNP,   
PG,"Canaan, Isaiah",0,$10,CHICAGO BULLS,@ cle, 117-99,DNP,   
SG,"McRae, Jordan",0,$10,CLEVELAND CAVALIERS,v chi, 99-117,DNP,   
SG,"Vujacic, Sasha",0,$10,NEW YORK KNICKS,v phi, 110-109,DNP,   
SG,"Morrow, Anthony",0,$10,CHICAGO BULLS,@ cle, 117-99,DNP,   
SG,"Brussino, Nicolas",0,$10,DALLAS MAVERICKS,v nor, 96-83,DNP,   
SG,"Temple, Garrett",0,$10,SACRAMENTO KINGS,v cha, 85-99,NA,   
SG,"Patterson, Lamar",0,$10,ATLANTA HAWKS,@ orl, 86-105,NA,   
SG,"Richardson, Malachi",0,$10,SACRAMENTO KINGS,v cha, 85-99,NA,   
SG,"Zipser, Paul",0,$10,CHICAGO BULLS,@ cle, 117-99,NA,   
SG,"LaVine, Zach",0,$10,MINNESOTA TIMBERWOLVES,@ hou, 130-142,NA,   
PG,"Barea, Jose",0,$15,DALLAS MAVERICKS,v nor, 96-83,NA,   
SG,"Pondexter, Quincy",0,$10,NEW ORLEANS PELICANS,@ dal, 83-96,NA,   
SG,"Smith, J.R.",0,$15,CLEVELAND CAVALIERS,v chi, 99-117,NA,   
SG,"Meeks, Jodie",0,$11,ORLANDO MAGIC,v atl, 105-86,NA,   
PG,"Watson, C.J.",0,$10,ORLANDO MAGIC,v atl, 105-86,NA,   
PG,"Carter-Williams, Michael",0,$13,CHICAGO BULLS,@ cle, 117-99,NA,   
SG,"Bayless, Jerryd",0,$10,PHILADELPHIA 76ERS,@ nyk, 109-110,NA,   
PG,"Sessions, Ramon",0,$10,CHARLOTTE HORNETS,@ sac, 99-85,NA,   
PF,"Davis, Anthony^",60.3,$53,NEW ORLEANS PELICANS,@ dal, 83-96,39:11,   39pt 14rb 1st 2bl 2to 1trey 17-34fg 4-9ft
PF,"Kaminsky, Frank^",49.6,$19,CHARLOTTE HORNETS,@ sac, 99-85,38:01,   23pt 13rb 3as 2st 5trey 9-18fg
SF,"Butler, Jimmy^",48,$44,CHICAGO BULLS,@ cle, 117-99,38:30,   18pt 10rb 10as 1st 1to 4trey 7-19fg
SF,"Anthony, Carmelo^",47.2,$36,NEW YORK KNICKS,v phi, 110-109,36:56,   37pt 6rb 2as 1bl 3to 2trey 15-25fg 5-7ft
SF,"Covington, Robert^",44,$25,PHILADELPHIA 76ERS,@ nyk, 109-110,38:53,   20pt 10rb 2as 3st 2bl 2to 2trey 7-19fg 4-4ft
PF,"Dieng, Gorgui^",41.6,$19,MINNESOTA TIMBERWOLVES,@ hou, 130-142,36:02,   16pt 13rb 2as 4st 1bl 3to 7-10fg 2-4ft
PF,"Saric, Dario^",41,$17,PHILADELPHIA 76ERS,@ nyk, 109-110,39:34,   19pt 15rb 5as 4to 1trey 7-17fg 4-6ft
SF,"Ross, Terrence^",39.8,$10,ORLANDO MAGIC,v atl, 105-86,35:18,   24pt 4rb 2as 2st 1bl 4trey 10-15fg
PF,"Johnson, James",39.4,$26,MIAMI HEAT,v ind, 113-95,28:52,   15pt 7rb 8as 2st 2bl 5to 2trey 6-14fg 1-3ft
SF,"Wiggins, Andrew^",35.9,$36,MINNESOTA TIMBERWOLVES,@ hou, 130-142,36:35,   30pt 2rb 2as 3st 6to 1trey 11-22fg 7-8ft
PF,"O'Quinn, Kyle",35.5,$11,NEW YORK KNICKS,v phi, 110-109,24:45,   9pt 5rb 5as 5st 2bl 1to 3-6fg 3-4ft
PF,"Mirotic, Nikola",32.5,$10,CHICAGO BULLS,@ cle, 117-99,29:03,   14pt 10rb 1as 2st 2trey 5-8fg 2-4ft
SF,"Kidd-Gilchrist, Michael^",30.9,$17,CHARLOTTE HORNETS,@ sac, 99-85,27:27,   6pt 12rb 3as 2st 1bl 1-6fg 4-4ft
SF,"Hollis-Jefferson, Rondae^",30.5,$10,BROOKLYN NETS,@ gsw, 95-112,20:45,   16pt 10rb 1as 1st 1to 6-13fg 4-4ft
PF,"Barnes, Harrison^",29.6,$26,DALLAS MAVERICKS,v nor, 96-83,33:45,   19pt 3rb 2as 3st 3to 2trey 7-15fg 3-3ft
PF,"Gordon, Aaron^",29.1,$19,ORLANDO MAGIC,v atl, 105-86,23:33,   18pt 3rb 3as 2st 1to 7-11fg 4-4ft
SF,"Iguodala, Andre",28.4,$10,GOLDEN STATE WARRIORS,v bkn, 112-95,25:34,   5pt 2rb 9as 2st 2bl 1to 1trey 2-4fg
PF,"Williams, Marvin^",27.7,$15,CHARLOTTE HORNETS,@ sac, 99-85,35:59,   16pt 6rb 2st 1bl 3to 3trey 6-12fg 1-1ft
SF,"Evans, Tyreke^",27.5,$19,SACRAMENTO KINGS,v cha, 85-99,22:10,   11pt 5rb 5as 2bl 1to 4-10fg 3-3ft
SF,"Belinelli, Marco",26.4,$10,CHARLOTTE HORNETS,@ sac, 99-85,28:38,   13pt 2rb 6as 1st 1to 2trey 4-7fg 3-3ft
PF,"Labissiere, Skal",26.1,$10,SACRAMENTO KINGS,v cha, 85-99,22:45,   8pt 13rb 1as 1st 1to 4-10fg
PF,"Anderson, Ryan^",25.9,$19,HOUSTON ROCKETS,v min, 142-130,23:42,   18pt 2rb 3as 1to 4trey 5-15fg 4-5ft
SF,"Ariza, Trevor^",25.6,$20,HOUSTON ROCKETS,v min, 142-130,31:50,   15pt 3rb 3as 1st 1to 3trey 3-8fg 6-6ft
PF,"Booker, Trevor",24.5,$18,BROOKLYN NETS,@ gsw, 95-112,27:15,   12pt 10rb 1as 1to 6-9fg
PF,"Frye, Channing^",23.5,$13,CLEVELAND CAVALIERS,v chi, 99-117,32:21,   11pt 5rb 2as 1st 3trey 4-11fg
PF,"Noel, Nerlens",22,$16,DALLAS MAVERICKS,v nor, 96-83,29:44,   9pt 10rb 1st 1bl 3to 3-8fg 3-4ft
PF,"Millsap, Paul^",21.9,$35,ATLANTA HAWKS,@ orl, 86-105,29:21,   11pt 7rb 2as 1bl 3to 1trey 3-10fg 4-4ft
PF,"Green, Draymond^",19.1,$36,GOLDEN STATE WARRIORS,v bkn, 112-95,22:56,   5pt 8rb 2as 1st 1bl 3to 1trey 1-10fg 2-2ft
SF,"Prince, Taurean",18.8,$10,ATLANTA HAWKS,@ orl, 86-105,27:15,   11pt 4rb 1st 1bl 2to 2trey 4-7fg 1-2ft
PF,"Thomas, Lance^",18.7,$10,NEW YORK KNICKS,v phi, 110-109,36:52,   11pt 6rb 2as 3to 1trey 4-10fg 2-3ft
SF,"Finney-Smith, Dorian",18.4,$10,DALLAS MAVERICKS,v nor, 96-83,24:24,   12pt 2rb 2bl 1to 2trey 5-6fg
PF,"West, David",18.1,$10,GOLDEN STATE WARRIORS,v bkn, 112-95,13:37,   2pt 3rb 3as 1st 3bl 1-5fg
SF,"Ilyasova, Ersan",18,$21,ATLANTA HAWKS,@ orl, 86-105,24:34,   5pt 10rb 2as 2to 2-9fg 1-2ft
SF,"Matthews, Wes^",17.9,$22,DALLAS MAVERICKS,v nor, 96-83,29:45,   10pt 2rb 3as 1st 2to 2trey 3-7fg 2-2ft
SF,"Valentine, Denzel",17.9,$10,CHICAGO BULLS,@ cle, 117-99,19:45,   11pt 2rb 2as 3trey 4-6fg
PF,"Babbitt, Luke^",17.6,$10,MIAMI HEAT,v ind, 113-95,14:46,   9pt 3rb 1as 1st 3trey 3-5fg
PF,"Holmes, Richaun",16.9,$10,PHILADELPHIA 76ERS,@ nyk, 109-110,15:49,   8pt 2rb 1st 2bl 1trey 3-4fg 1-2ft
SF,"Dekker, Sam",16.9,$10,HOUSTON ROCKETS,v min, 142-130,16:10,   8pt 2rb 1st 2bl 1trey 3-4fg 1-2ft
SF,"Jefferson, Richard^",16.1,$10,CLEVELAND CAVALIERS,v chi, 99-117,30:45,   9pt 3rb 2as 1trey 3-4fg 2-2ft
PF,"Williams, Derrick",15.8,$10,CLEVELAND CAVALIERS,v chi, 99-117,22:42,   8pt 4rb 2as 3-7fg 2-4ft
SF,"Miles, C.J.^",15,$10,INDIANA PACERS,@ mia, 95-113,26:38,   8pt 5rb 2trey 3-4fg
PF,"Tolliver, Anthony^",14.8,$10,SACRAMENTO KINGS,v cha, 85-99,19:39,   11pt 4rb 1as 4to 3trey 3-7fg 2-4ft
PF,"Allen, Lavoy",14.7,$10,INDIANA PACERS,@ mia, 95-113,16:29,   4pt 6rb 1as 1st 1bl 2to 2-5fg
SF,"Sefolosha, Thabo",14.5,$10,ATLANTA HAWKS,@ orl, 86-105,19:23,   9pt 2as 1st 1trey 4-9fg
PF,"Christmas, Rakeem",14.4,$10,INDIANA PACERS,@ mia, 95-113,16:05,   4pt 7rb 2bl 2to 1-3fg 2-2ft
SF,"Green, Jeff",13.3,$10,ORLANDO MAGIC,v atl, 105-86,21:54,   7pt 4rb 1st 1to 1trey 1-4fg 4-4ft
PF,"Young, Thaddeus^",13,$23,INDIANA PACERS,@ mia, 95-113,26:21,   2pt 5rb 4as 1st 3to 1-2fg
PF,"Portis, Bobby^",12.6,$10,CHICAGO BULLS,@ cle, 117-99,18:57,   7pt 3rb 1as 1trey 2-6fg 2-2ft
SF,"McGruder, Rodney^",10.2,$10,MIAMI HEAT,v ind, 113-95,18:03,   6pt 1rb 1bl 2trey 2-4fg
SF,"Hezonja, Mario",9.8,$10,ORLANDO MAGIC,v atl, 105-86,22:55,   4pt 4rb 2as 2to 2-6fg
PF,"Bjelica, Nemanja",9.2,$10,MINNESOTA TIMBERWOLVES,@ hou, 130-142,13:34,   10pt 1rb 3to 2trey 4-5fg
