position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",56.2,$52,OKLAHOMA CITY THUNDER,@ lal, 107-100,35:59,   14pt 16rb 10as 2st 2bl 4to 1trey 3-20fg 7-10ft
PG,"Russell, D'Angelo^",55.5,$24,BROOKLYN NETS,v nor, 126-121,34:46,   22pt 5rb 13as 2st 1bl 1to 2trey 9-21fg 2-2ft
SG,"Booker, Devin^",48.4,$38,PHOENIX SUNS,v phi, 127-132,35:21,   37pt 2rb 8as 3to 2trey 10-22fg 15-17ft
PG,"Rozier, Terry^",43.1,$10,BOSTON CELTICS,v min, 115-102,32:28,   16pt 3rb 5as 5st 1bl 2to 2trey 6-10fg 2-2ft
PG,"Satoransky, Tomas^",42.7,$15,WASHINGTON WIZARDS,v atl, 114-98,36:38,   14pt 11rb 7as 2st 1to 1trey 5-10fg 3-6ft
SG,"Redick, J.J.^",41.8,$18,PHILADELPHIA 76ERS,@ pho, 132-127,36:48,   27pt 4rb 4as 2st 2to 5trey 7-12fg 8-10ft
SG,"Beal, Bradley^",40.8,$39,WASHINGTON WIZARDS,v atl, 114-98,36:06,   24pt 4rb 6as 2st 3to 3trey 9-20fg 3-3ft
PG,"Simmons, Ben^",40.6,$42,PHILADELPHIA 76ERS,@ pho, 132-127,40:18,   29pt 3rb 6as 1bl 4to 7-11fg 15-23ft
SG,"Hart, Josh^",39,$16,LOS ANGELES LAKERS,v okc, 100-107,37:43,   13pt 15rb 2as 1st 1bl 1to 1trey 5-16fg 2-4ft
PG,"Jackson, Reggie^",36.9,$19,DETROIT PISTONS,@ mem, 101-94,31:28,   16pt 7rb 5as 1st 2bl 4to 4trey 6-11fg
SG,"Wiggins, Andrew^",36.9,$21,MINNESOTA TIMBERWOLVES,@ bos, 102-115,43:08,   31pt 2rb 3as 1to 2trey 10-18fg 9-12ft
SG,"Ingram, Brandon^",36.7,$23,LOS ANGELES LAKERS,v okc, 100-107,40:43,   17pt 11rb 5as 1bl 4to 8-21fg 1-2ft
PG,"Jones, Tyus^",36.7,$17,MINNESOTA TIMBERWOLVES,@ bos, 102-115,40:04,   14pt 1rb 9as 4st 4to 7-14fg
PG,"Smith Jr., Dennis^",35.5,$10,DALLAS MAVERICKS,@ cha, 122-84,22:17,   18pt 7as 3st 2to 3trey 6-10fg 3-4ft
PG,"Payton, Elfrid^",33.9,$19,NEW ORLEANS PELICANS,@ bkn, 121-126,33:34,   25pt 2rb 7as 4to 2trey 10-15fg 3-4ft
PG,"Johnson, Tyler",32.8,$12,MIAMI HEAT,@ cle, 117-92,26:13,   16pt 4rb 4as 3st 3to 1trey 6-10fg 3-4ft
SG,"Richardson, Josh^",31.9,$20,MIAMI HEAT,@ cle, 117-92,31:57,   24pt 2rb 5as 2to 4trey 9-16fg 2-2ft
SG,"Holiday, Jrue^",30.8,$41,NEW ORLEANS PELICANS,@ bkn, 121-126,37:09,   20pt 4rb 4as 1st 3to 3trey 8-16fg 1-2ft
PG,"Dunn, Kris^",30.6,$27,CHICAGO BULLS,v orl, 84-112,27:44,   14pt 3rb 4as 3st 2to 1trey 6-12fg 1-1ft
PG,"Winslow, Justise^",27.3,$23,MIAMI HEAT,@ cle, 117-92,27:08,   10pt 4rb 7as 1st 1to 3-11fg 4-4ft
