position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Irving, Kyrie^",70.9,$33,BOSTON CELTICS,v tor, 123-116,38:33,   43pt 2rb 11as 3st 1bl 3to 3trey 18-26fg 4-6ft
PG,"Dinwiddie, Spencer",49.8,$15,BROOKLYN NETS,@ was, 115-104,31:18,   25pt 4rb 8as 3st 1to 3trey 8-13fg 6-9ft
PG,"Bledsoe, Eric^",47.8,$24,MILWAUKEE BUCKS,v chi, 123-104,30:00,   25pt 4rb 6as 3st 1bl 3to 3trey 10-13fg 2-3ft
SG,"Mitchell, Donovan^",47.4,$30,UTAH JAZZ,@ phi, 107-113,33:47,   31pt 2rb 4st 1bl 1to 1trey 13-35fg 4-7ft
SG,"Holiday, Jrue^",45.8,$39,NEW ORLEANS PELICANS,v nyk, 129-124,35:53,   24pt 4rb 10as 1st 1bl 4to 3trey 9-18fg 3-3ft
SG,"Hardaway Jr., Tim^",45.6,$27,NEW YORK KNICKS,@ nor, 124-129,38:05,   30pt 8rb 2as 2st 3to 4trey 9-23fg 8-10ft
PG,"Fox, De'Aaron^",42.8,$29,SACRAMENTO KINGS,@ mem, 104-112,36:06,   23pt 4rb 10as 2st 6to 1trey 8-17fg 6-8ft
SG,"Evans, Tyreke",40,$13,INDIANA PACERS,v mia, 99-91,25:24,   23pt 10rb 2as 1bl 1to 5trey 6-13fg 6-6ft
PG,"Russell, D'Angelo^",37.6,$26,BROOKLYN NETS,@ was, 115-104,29:47,   23pt 3rb 6as 2st 4to 1trey 8-16fg 6-8ft
PG,"Mudiay, Emmanuel^",37.2,$10,NEW YORK KNICKS,@ nor, 124-129,22:49,   19pt 6rb 2st 2bl 1to 2trey 8-12fg 1-2ft
SG,"Richardson, Josh^",35.8,$27,MIAMI HEAT,@ ind, 91-99,40:43,   28pt 4rb 2as 1st 3to 7trey 10-16fg 1-1ft
PG,"Simmons, Ben^",34.6,$44,PHILADELPHIA 76ERS,v uta, 113-107,35:59,   10pt 8rb 8as 1st 1bl 3to 4-9fg 2-5ft
PG,"Teague, Jeff^",33.9,$22,MINNESOTA TIMBERWOLVES,v por, 112-96,37:12,   13pt 2rb 7as 2st 1bl 1to 2trey 5-10fg 1-2ft
PG,"Rose, Derrick",32.4,$25,MINNESOTA TIMBERWOLVES,v por, 112-96,33:57,   17pt 7rb 6as 2to 7-13fg 3-4ft
SG,"Beal, Bradley^",32.2,$33,WASHINGTON WIZARDS,v bkn, 104-115,38:04,   20pt 6rb 2as 1bl 1to 1trey 8-19fg 3-4ft
SG,"Temple, Garrett^",32,$10,MEMPHIS GRIZZLIES,v sac, 112-104,28:57,   14pt 5rb 2as 3st 3trey 5-6fg 1-1ft
PG,"Burke, Trey",31.7,$10,NEW YORK KNICKS,@ nor, 124-129,25:45,   24pt 1rb 1as 1st 1bl 1to 1trey 10-13fg 3-5ft
PG,"Wall, John^",30.7,$42,WASHINGTON WIZARDS,v bkn, 104-115,37:55,   16pt 1rb 7as 1st 1bl 3to 1trey 6-19fg 3-4ft
PG,"Joseph, Cory",29.9,$10,INDIANA PACERS,v mia, 99-91,30:04,   12pt 2rb 5as 3st 1to 2trey 5-8fg
SG,"LaVine, Zach^",29,$37,CHICAGO BULLS,@ mil, 104-123,33:49,   15pt 5rb 4as 1st 1bl 4to 1trey 6-20fg 2-3ft
PG,"Lowry, Kyle^",28.9,$36,TORONTO RAPTORS,@ bos, 116-123,42:35,   14pt 2rb 7as 2st 4to 1trey 3-12fg 7-8ft
PG,"Conley, Mike^",27.6,$29,MEMPHIS GRIZZLIES,v sac, 112-104,34:28,   19pt 3rb 6as 4to 1trey 7-16fg 4-8ft
PG,"Johnson, Tyler",27,$10,MIAMI HEAT,@ ind, 91-99,29:39,   10pt 5rb 4as 1st 1bl 1to 2trey 3-11fg 2-2ft
PG,"Mack, Shelvin",26.4,$10,MEMPHIS GRIZZLIES,v sac, 112-104,27:14,   9pt 2rb 8as 2st 3to 2trey 3-8fg 1-1ft
