position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",71.7,$64,OKLAHOMA CITY THUNDER,v uta, 112-104,36:18,   33pt 11rb 14as 2st 2bl 5to 3trey 9-26fg 12-13ft
PG,"Wall, John^",53.4,$52,WASHINGTON WIZARDS,@ por, 125-124,40:21,   39pt 2rb 9as 1bl 5to 3trey 13-23fg 10-12ft
PG,"Walker, Kemba^",51.6,$41,CHARLOTTE HORNETS,v nor, 122-125,39:32,   24pt 8rb 12as 2to 4trey 9-24fg 2-2ft
PG,"Paul, Chris^",47.1,$44,LOS ANGELES CLIPPERS,v phi, 112-100,34:14,   30pt 3rb 7as 2st 3to 4trey 11-16fg 4-4ft
PG,"Holiday, Jrue^",45.8,$32,NEW ORLEANS PELICANS,@ cha, 125-122,41:47,   15pt 4rb 13as 3st 1bl 2to 1trey 6-14fg 2-2ft
SG,"McCollum, C.J.^",45.5,$33,PORTLAND TRAIL BLAZERS,v was, 124-125,42:18,   34pt 6as 5trey 13-23fg 3-3ft
SG,"Booker, Devin^",45,$26,PHOENIX SUNS,@ dal, 100-98,34:30,   36pt 5rb 2as 1to 2trey 12-20fg 10-10ft
PG,"Irving, Kyrie^",43.1,$43,CLEVELAND CAVALIERS,@ orl, 116-104,35:46,   22pt 8rb 7as 1st 2to 2trey 9-22fg 2-2ft
PG,"Lillard, Damian^",43.1,$44,PORTLAND TRAIL BLAZERS,v was, 124-125,35:36,   33pt 3rb 7as 6to 4trey 13-27fg 3-4ft
SG,"Batum, Nicolas^",42.2,$31,CHARLOTTE HORNETS,v nor, 122-125,40:33,   24pt 6rb 8as 3to 4trey 9-21fg 2-3ft
SG,"Clark, Ian",41.5,$10,GOLDEN STATE WARRIORS,@ sas, 85-107,33:55,   36pt 5rb 1st 4to 3trey 15-21fg 3-6ft
SG,"Beal, Bradley^",39.7,$34,WASHINGTON WIZARDS,@ por, 125-124,32:52,   26pt 1rb 6as 1st 1to 5trey 9-18fg 3-4ft
PG,"Jackson, Reggie^",38.6,$18,DETROIT PISTONS,v nyk, 112-92,30:15,   19pt 3rb 8as 1st 1bl 2to 4trey 7-14fg 1-1ft
PG,"Schroder, Dennis^",36.9,$29,ATLANTA HAWKS,@ mem, 107-90,28:51,   16pt 7rb 8as 3st 6to 1trey 7-15fg 1-2ft
SG,"Harris, Gary^",36.6,$21,DENVER NUGGETS,@ sac, 105-92,36:08,   24pt 3rb 2as 2st 1bl 1to 2trey 10-15fg 2-2ft
SG,"Oladipo, Victor^",34.9,$24,OKLAHOMA CITY THUNDER,v uta, 112-104,38:14,   22pt 2rb 4as 1st 1bl 1to 3trey 8-15fg 3-4ft
SG,"Anderson, Kyle^",34.1,$10,SAN ANTONIO SPURS,v gsw, 107-85,32:22,   13pt 8rb 6as 1bl 1trey 5-7fg 2-2ft
PG,"Rubio, Ricky^",34,$30,MINNESOTA TIMBERWOLVES,@ mil, 95-102,27:36,   22pt 8as 1to 2trey 9-14fg 2-3ft
PG,"Burks, Alec",33.9,$10,UTAH JAZZ,@ okc, 104-112,23:32,   21pt 7rb 2as 3trey 5-11fg 8-9ft
PG,"Payton, Elfrid^",33,$21,ORLANDO MAGIC,v cle, 104-116,34:20,   8pt 10rb 6as 3st 2to 4-16fg
PG,"Mills, Patty^",32.9,$10,SAN ANTONIO SPURS,v gsw, 107-85,21:18,   21pt 2rb 4as 1st 1to 5trey 8-13fg
