position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Holiday, Jrue^",55.6,$38,NEW ORLEANS PELICANS,@ tor, 126-110,38:41,   29pt 3rb 14as 1st 1to 3trey 12-19fg 2-4ft
PG,"Schroder, Dennis^",50.5,$29,OKLAHOMA CITY THUNDER,v pho, 118-101,35:38,   20pt 5rb 9as 4st 1to 2trey 6-19fg 6-6ft
PG,"Wall, John^",48.8,$41,WASHINGTON WIZARDS,v orl, 117-109,33:03,   25pt 4rb 10as 1st 1bl 2to 2trey 9-15fg 5-8ft
PG,"Teague, Jeff^",46.7,$20,MINNESOTA TIMBERWOLVES,v bkn, 120-113,34:36,   24pt 1rb 11as 3st 4to 8-14fg 8-9ft
PG,"Russell, D'Angelo^",45.4,$24,BROOKLYN NETS,@ min, 113-120,32:40,   31pt 2rb 6as 2st 3to 9trey 10-22fg 2-5ft
SG,"LaVine, Zach^",44.5,$37,CHICAGO BULLS,v dal, 98-103,41:12,   26pt 5rb 5as 4st 7to 8-23fg 10-11ft
SG,"Thompson, Klay^",43.6,$29,GOLDEN STATE WARRIORS,@ lac, 116-121,45:19,   31pt 3rb 2as 2st 1bl 3to 5trey 13-31fg
SG,"Beal, Bradley^",42.6,$31,WASHINGTON WIZARDS,v orl, 117-109,37:17,   21pt 8rb 4as 2st 1bl 3to 2trey 8-20fg 3-4ft
SG,"Williams, Louis",40.4,$21,LOS ANGELES CLIPPERS,v gsw, 121-116,31:45,   25pt 2rb 6as 2st 2to 1trey 5-18fg 14-14ft
PG,"Dragic, Goran^",40.1,$18,MIAMI HEAT,v phi, 114-124,28:48,   22pt 3rb 5as 2st 1bl 2to 1trey 8-15fg 5-7ft
PG,"Fox, De'Aaron^",38.1,$29,SACRAMENTO KINGS,v sas, 104-99,30:55,   19pt 3rb 7as 2st 1bl 4to 3trey 7-9fg 2-4ft
SG,"Rose, Derrick^",37.4,$23,MINNESOTA TIMBERWOLVES,v bkn, 120-113,38:56,   23pt 2rb 6as 1st 1bl 3to 3trey 8-18fg 4-4ft
PG,"Gilgeous-Alexander, Shai^",33.5,$12,LOS ANGELES CLIPPERS,v gsw, 121-116,38:27,   18pt 5rb 3as 2st 1bl 4to 8-11fg 2-2ft
SG,"DeRozan, DeMar^",33.4,$41,SAN ANTONIO SPURS,@ sac, 99-104,36:54,   23pt 2rb 8as 4to 8-17fg 7-8ft
SG,"Fournier, Evan^",31.9,$23,ORLANDO MAGIC,@ was, 109-117,29:13,   20pt 2rb 5as 1st 1to 3trey 7-14fg 3-4ft
PG,"Conley, Mike^",31.3,$29,MEMPHIS GRIZZLIES,v uta, 88-96,35:43,   24pt 4rb 3as 2to 3trey 7-16fg 7-7ft
PG,"Simmons, Ben^",30.9,$46,PHILADELPHIA 76ERS,@ mia, 124-114,35:13,   13pt 7rb 7as 1st 4to 5-7fg 3-4ft
SG,"Booker, Devin^",29.8,$34,PHOENIX SUNS,@ okc, 101-118,37:01,   19pt 4rb 6as 3to 1trey 7-18fg 4-4ft
SG,"Redick, J.J.^",29.7,$20,PHILADELPHIA 76ERS,@ mia, 124-114,31:00,   25pt 1rb 3as 1to 3trey 11-20fg
SG,"Ross, Terrence",29.6,$10,ORLANDO MAGIC,@ was, 109-117,24:52,   21pt 3rb 2as 1bl 1to 4trey 7-14fg 3-3ft
