position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Fox, De'Aaron^",50.3,$33,SACRAMENTO KINGS,@ lal, 114-121,34:24,   26pt 4rb 7as 3st 1bl 3to 1trey 12-19fg 1-2ft
SG,"Ingram, Brandon^",48.9,$20,LOS ANGELES LAKERS,v sac, 121-114,39:10,   21pt 7rb 9as 1st 2bl 3to 1trey 9-13fg 2-4ft
PG,"Augustin, D.J.^",45.4,$10,ORLANDO MAGIC,v det, 109-107,37:35,   26pt 2rb 8as 2st 1to 4trey 6-11fg 10-10ft
PG,"Westbrook, Russell^",44.8,$52,OKLAHOMA CITY THUNDER,@ dal, 103-105,37:35,   9pt 9rb 8as 6st 5to 4-22fg 1-2ft
SG,"McCollum, C.J.^",43.1,$25,PORTLAND TRAIL BLAZERS,v phi, 129-95,27:50,   35pt 3rb 3as 4trey 13-18fg 5-5ft
SG,"Hart, Josh^",38.9,$10,LOS ANGELES LAKERS,v sac, 121-114,39:34,   22pt 7rb 3as 2st 2to 3trey 8-14fg 3-5ft
PG,"Jones, Tyus^",38.3,$10,MINNESOTA TIMBERWOLVES,@ mia, 113-104,36:27,   12pt 4rb 5as 5st 1to 5-12fg 2-2ft
SG,"Bogdanovic, Bogdan",35,$20,SACRAMENTO KINGS,@ lal, 114-121,32:44,   21pt 5rb 4as 1st 1bl 4to 3trey 9-18fg
SG,"Wade, Dwyane",33.3,$17,MIAMI HEAT,v min, 104-113,27:50,   21pt 4rb 5as 1bl 3to 8-15fg 5-7ft
PG,"Schroder, Dennis",33.3,$17,OKLAHOMA CITY THUNDER,@ dal, 103-105,32:57,   19pt 4rb 3as 1st 1bl 1to 2trey 8-19fg 1-2ft
PG,"Winslow, Justise^",31.9,$19,MIAMI HEAT,v min, 104-113,29:36,   10pt 7rb 3as 4st 3to 1trey 4-15fg 1-2ft
PG,"Dunn, Kris^",31.6,$27,CHICAGO BULLS,@ tor, 89-95,31:18,   14pt 3rb 8as 2bl 4to 6-15fg 2-2ft
PG,"Simmons, Ben^",28.1,$43,PHILADELPHIA 76ERS,@ por, 95-129,24:36,   19pt 3rb 3as 1st 2to 7-12fg 5-10ft
SG,"Richardson, Josh^",27.8,$20,MIAMI HEAT,v min, 104-113,36:19,   17pt 4rb 2as 1bl 2trey 4-13fg 7-7ft
PG,"VanVleet, Fred^",27.5,$19,TORONTO RAPTORS,v chi, 95-89,33:12,   10pt 5rb 7as 1st 2to 2trey 3-12fg 2-2ft
SG,"Green, Danny^",26.8,$10,TORONTO RAPTORS,v chi, 95-89,29:04,   10pt 4rb 2st 2bl 2trey 4-8fg
SG,"Kennard, Luke",26.7,$10,DETROIT PISTONS,@ orl, 107-109,22:49,   16pt 6rb 3as 1to 2trey 7-11fg
PG,"McConnell, T.J.",25.6,$10,PHILADELPHIA 76ERS,@ por, 95-129,26:31,   14pt 3rb 2as 2st 1to 1trey 6-7fg 1-2ft
SG,"Wiggins, Andrew^",24.4,$21,MINNESOTA TIMBERWOLVES,@ mia, 113-104,35:59,   13pt 2rb 4as 1st 1trey 5-16fg 2-2ft
PG,"Lillard, Damian^",23.9,$41,PORTLAND TRAIL BLAZERS,v phi, 129-95,27:11,   15pt 7rb 5as 7to 3trey 6-10fg
SG,"Fournier, Evan^",23.5,$18,ORLANDO MAGIC,v det, 109-107,29:36,   13pt 5rb 3as 1st 3to 1trey 6-10fg
SG,"Barea, Jose",23.2,$16,DALLAS MAVERICKS,v okc, 105-103,20:44,   6pt 1rb 10as 1st 2to 2trey 2-8fg
PG,"Ball, Lonzo^",22.4,$23,LOS ANGELES LAKERS,v sac, 121-114,31:21,   13pt 2rb 6as 2to 1trey 6-14fg 0-4ft
PG,"Jackson, Reggie^",22,$20,DETROIT PISTONS,@ orl, 107-109,28:16,   11pt 5rb 4as 1to 1trey 5-15fg
SG,"Ross, Terrence",21.8,$10,ORLANDO MAGIC,v det, 109-107,27:27,   9pt 9rb 1bl 1to 1trey 4-13fg
SG,"Okogie, Josh",21.7,$10,MINNESOTA TIMBERWOLVES,@ mia, 113-104,23:50,   7pt 6rb 3as 1bl 1-7fg 5-8ft
SG,"Redick, J.J.^",20.5,$18,PHILADELPHIA 76ERS,@ por, 95-129,23:34,   11pt 1as 3st 1to 2trey 3-11fg 3-3ft
SG,"LaVine, Zach^",18.6,$29,CHICAGO BULLS,@ tor, 89-95,32:50,   13pt 3rb 2as 1to 3-17fg 7-7ft
PG,"Jackson, Demetrius",16.9,$10,PHILADELPHIA 76ERS,@ por, 95-129,10:14,   10pt 2rb 1as 1st 3-8fg 4-4ft
PG,"Smith Jr., Dennis^",15.3,$11,DALLAS MAVERICKS,v okc, 105-103,27:16,   14pt 4rb 1as 5to 2trey 5-10fg 2-2ft
SG,"Galloway, Langston",15,$10,DETROIT PISTONS,@ orl, 107-109,13:07,   6pt 5rb 1st 2-7fg 2-2ft
PG,"Johnson, Tyler",14.2,$10,MIAMI HEAT,v min, 104-113,26:40,   8pt 1rb 4as 1to 1trey 3-6fg 1-2ft
SG,"Brown, Bruce^",13.9,$10,DETROIT PISTONS,@ orl, 107-109,29:42,   10pt 2rb 1as 1st 3to 4-8fg 2-2ft
PG,"Calderon, Jose",13.5,$10,DETROIT PISTONS,@ orl, 107-109,19:42,   4pt 5rb 3as 1to 2-3fg
SG,"Shamet, Landry",13.2,$10,PHILADELPHIA 76ERS,@ por, 95-129,22:57,   4pt 1rb 2as 1st 1bl 1to 2-10fg
PG,"Wright, Delon",12.2,$11,TORONTO RAPTORS,v chi, 95-89,14:48,   8pt 1rb 2as 1trey 3-8fg 1-1ft
PG,"Arcidiacono, Ryan",11.6,$12,CHICAGO BULLS,@ tor, 89-95,22:00,   3pt 3rb 2as 1st 1to 1trey 1-2fg
SG,"Curry, Seth",11.5,$10,PORTLAND TRAIL BLAZERS,v phi, 129-95,19:34,   7pt 3as 1trey 3-7fg
SG,"McLemore, Ben",10.9,$10,SACRAMENTO KINGS,@ lal, 114-121,16:15,   5pt 2rb 1as 1st 1to 1trey 2-2fg
SG,"Stephenson, Lance",10.9,$10,LOS ANGELES LAKERS,v sac, 121-114,7:51,   7pt 2rb 1as 1trey 3-4fg
SG,"Powell, Norman",9.4,$10,TORONTO RAPTORS,v chi, 95-89,22:57,   4pt 2rb 1st 2-9fg
SG,"Harris, Devin",8.9,$10,DALLAS MAVERICKS,v okc, 105-103,13:47,   7pt 2rb 1as 2to 1trey 3-4fg
PG,"Harrison, Shaquille",8.1,$10,CHICAGO BULLS,@ tor, 89-95,13:16,   3pt 3rb 1as 1-2fg 1-3ft
PG,"Ferrell, Yogi",8,$10,SACRAMENTO KINGS,@ lal, 114-121,8:21,   8pt 1trey 3-5fg 1-1ft
PG,"Baldwin, Wade",7.2,$10,PORTLAND TRAIL BLAZERS,v phi, 129-95,10:14,   5pt 1rb 2as 2to 1-4fg 3-4ft
SG,"Felton, Raymond",6,$10,OKLAHOMA CITY THUNDER,@ dal, 103-105,11:22,   3pt 2as 1trey 1-2fg
SG,"Bayless, Jerryd",5.9,$10,MINNESOTA TIMBERWOLVES,@ mia, 113-104,12:09,   0pt 2rb 3as 1to 0-4fg
SG,"Stauskas, Nik",5.2,$10,PORTLAND TRAIL BLAZERS,v phi, 129-95,13:50,   6pt 1rb 2to 2trey 2-5fg
SG,"Iwundu, Wes",4.7,$10,ORLANDO MAGIC,v det, 109-107,15:51,   2pt 1rb 1as 0-3fg 2-2ft
SG,"Simons, Anfernee",3.9,$10,PORTLAND TRAIL BLAZERS,v phi, 129-95,10:14,   0pt 2rb 1as 0-3fg
SG,"Mykhailiuk, Sviatoslav",1.5,$10,LOS ANGELES LAKERS,v sac, 121-114,9:15,   0pt 1as 0-1fg
PG,"Brown, Lorenzo",1.2,$10,TORONTO RAPTORS,v chi, 95-89,3:17,   0pt 1rb
PG,"Grant, Jerian",0,$10,ORLANDO MAGIC,v det, 109-107,5:31,   0pt
PG,"Mason III, Frank",0,$10,SACRAMENTO KINGS,@ lal, 114-121,DNP,   
PG,"Brunson, Jalen",0,$11,DALLAS MAVERICKS,v okc, 105-103,DNP,   
PG,"Blakeney, Antonio",0,$10,CHICAGO BULLS,@ tor, 89-95,DNP,   
SG,"Richardson, Malachi",0,$10,TORONTO RAPTORS,v chi, 95-89,DNP,   
SG,"Thomas, Khyri",0,$10,DETROIT PISTONS,@ orl, 107-109,DNP,   
PG,"Briscoe, Isaiah",0,$10,ORLANDO MAGIC,v det, 109-107,DNP,   
PG,"Terrell, Jared",0,$10,MINNESOTA TIMBERWOLVES,@ mia, 113-104,DNP,   
PG,"Payne, Cameron",0,$10,CHICAGO BULLS,@ tor, 89-95,DNP,   
SG,"Luwawu, Timothe",0,$10,OKLAHOMA CITY THUNDER,@ dal, 103-105,DNP,   
SG,"Ferguson, Terrance",0,$10,OKLAHOMA CITY THUNDER,@ dal, 103-105,DNP,   
PG,"Ellington, Wayne",0,$10,MIAMI HEAT,v min, 104-113,DNP,   
PG,"Macon, Daryl",0,$10,DALLAS MAVERICKS,v okc, 105-103,NA,   
SG,"Waiters, Dion",0,$10,MIAMI HEAT,v min, 104-113,NA,   
PG,"Milton, Shake",0,$10,PHILADELPHIA 76ERS,@ por, 95-129,NA,   
PG,"Rose, Derrick",0,$27,MINNESOTA TIMBERWOLVES,@ mia, 113-104,NA,   
PG,"Burton, Deonte",0,$10,OKLAHOMA CITY THUNDER,@ dal, 103-105,NA,   
PG,"Lowry, Kyle",0,$30,TORONTO RAPTORS,v chi, 95-89,NA,   
SG,"Dragic, Goran",0,$10,MIAMI HEAT,v min, 104-113,NA,   
SG,"Roberson, Andre",0,$10,OKLAHOMA CITY THUNDER,@ dal, 103-105,NA,   
SG,"Trent Jr., Gary",0,$10,PORTLAND TRAIL BLAZERS,v phi, 129-95,NA,   
PG,"Fultz, Markelle",0,$10,PHILADELPHIA 76ERS,@ por, 95-129,NA,   
PG,"Loyd, Jordan",0,$10,TORONTO RAPTORS,v chi, 95-89,NA,   
SG,"Matthews, Wes",0,$15,DALLAS MAVERICKS,v okc, 105-103,NA,   
SG,"Alkins, Rawle",0,$10,CHICAGO BULLS,@ tor, 89-95,NA,   
SG,"Williams, Troy",0,$10,SACRAMENTO KINGS,@ lal, 114-121,NA,   
SG,"Caruso, Alex",0,$10,LOS ANGELES LAKERS,v sac, 121-114,NA,   
SG,"Valentine, Denzel",0,$10,CHICAGO BULLS,@ tor, 89-95,NA,   
PG,"Rondo, Rajon",0,$10,LOS ANGELES LAKERS,v sac, 121-114,NA,   
SG,"Abrines, Alex",0,$10,OKLAHOMA CITY THUNDER,@ dal, 103-105,NA,   
PG,"Sampson, Brandon",0,$10,CHICAGO BULLS,@ tor, 89-95,NA,   
PG,"Smith, Ishmael",0,$10,DETROIT PISTONS,@ orl, 107-109,NA,   
PG,"Evans, Keenan",0,$10,DETROIT PISTONS,@ orl, 107-109,NA,   
SG,"Lofton, Zach",0,$10,DETROIT PISTONS,@ orl, 107-109,NA,   
SG,"Williams, C.J.",0,$10,MINNESOTA TIMBERWOLVES,@ mia, 113-104,NA,   
SG,"Smith, Zhaire",0,$10,PHILADELPHIA 76ERS,@ por, 95-129,NA,   
PG,"Teague, Jeff",0,$21,MINNESOTA TIMBERWOLVES,@ mia, 113-104,NA,   
SG,"Caupain, Troy",0,$10,ORLANDO MAGIC,v det, 109-107,NA,   
SF,"George, Paul^",45,$49,OKLAHOMA CITY THUNDER,@ dal, 103-105,36:32,   36pt 5rb 2st 3to 3trey 12-24fg 9-12ft
PF,"Gordon, Aaron^",41,$26,ORLANDO MAGIC,v det, 109-107,34:29,   22pt 10rb 4as 1bl 2to 1trey 8-15fg 5-7ft
PF,"Siakam, Pascal^",37.4,$27,TORONTO RAPTORS,v chi, 95-89,33:44,   20pt 12rb 4as 3to 1trey 7-12fg 5-6ft
SF,"Caldwell-Pope, Kentavious",36.1,$10,LOS ANGELES LAKERS,v sac, 121-114,28:28,   26pt 3rb 1as 2st 1to 5trey 9-21fg 3-3ft
SF,"Doncic, Luka^",36.1,$34,DALLAS MAVERICKS,v okc, 105-103,33:49,   25pt 3rb 7as 1st 6to 4trey 9-19fg 3-4ft
SF,"Kuzma, Kyle^",35.8,$31,LOS ANGELES LAKERS,v sac, 121-114,40:14,   18pt 9rb 6as 2to 4trey 5-17fg 4-4ft
SF,"Leonard, Kawhi^",35.8,$48,TORONTO RAPTORS,v chi, 95-89,34:23,   27pt 9rb 2to 1trey 8-22fg 10-11ft
PF,"Markkanen, Lauri^",34.5,$28,CHICAGO BULLS,@ tor, 89-95,39:04,   18pt 10rb 1as 2st 3to 4trey 6-14fg 2-2ft
SF,"Jones, Derrick^",31.8,$10,MIAMI HEAT,v min, 104-113,24:52,   16pt 9rb 1st 1bl 1to 7-11fg 2-2ft
PF,"Olynyk, Kelly",30.7,$12,MIAMI HEAT,v min, 104-113,25:35,   13pt 6rb 3as 2st 1bl 3to 3trey 4-8fg 2-3ft
SF,"Covington, Robert^",29.8,$21,MINNESOTA TIMBERWOLVES,@ mia, 113-104,35:53,   16pt 4rb 1st 2bl 1trey 4-9fg 7-7ft
PF,"Aminu, Al-Farouq^",28.6,$11,PORTLAND TRAIL BLAZERS,v phi, 129-95,22:09,   16pt 8rb 2as 1trey 5-6fg 5-5ft
SF,"Holiday, Justin^",27.3,$19,CHICAGO BULLS,@ tor, 89-95,39:42,   11pt 4rb 1as 4st 2to 1trey 5-11fg
PF,"Barnes, Harrison^",27.2,$20,DALLAS MAVERICKS,v okc, 105-103,35:23,   16pt 6rb 2st 2to 1trey 6-13fg 3-3ft
PF,"Griffin, Blake^",26.9,$38,DETROIT PISTONS,@ orl, 107-109,33:47,   15pt 2rb 5as 1st 1to 1trey 4-10fg 6-6ft
SF,"Hield, Buddy^",24.6,$27,SACRAMENTO KINGS,@ lal, 114-121,37:11,   21pt 3rb 2as 3to 4trey 7-17fg 3-4ft
SF,"Shumpert, Iman^",23.9,$10,SACRAMENTO KINGS,@ lal, 114-121,28:11,   8pt 2rb 5as 2st 1trey 3-12fg 1-2ft
PF,"Saric, Dario",23.3,$15,MINNESOTA TIMBERWOLVES,@ mia, 113-104,18:35,   13pt 4rb 1as 1st 1bl 2to 2trey 4-10fg 3-3ft
PF,"Gibson, Taj^",22.9,$15,MINNESOTA TIMBERWOLVES,@ mia, 113-104,29:40,   14pt 7rb 1as 1to 6-10fg 2-3ft
SF,"Korkmaz, Furkan",22.6,$10,PHILADELPHIA 76ERS,@ por, 95-129,21:42,   10pt 3rb 3st 2trey 3-12fg 2-2ft
PF,"Bjelica, Nemanja^",21.8,$17,SACRAMENTO KINGS,@ lal, 114-121,21:38,   5pt 9rb 2as 1st 1trey 2-5fg
PF,"Leonard, Meyers",20.1,$10,PORTLAND TRAIL BLAZERS,v phi, 129-95,16:43,   9pt 8rb 1as 3-4fg 3-4ft
PF,"Chandler, Wilson^",20,$10,PHILADELPHIA 76ERS,@ por, 95-129,21:06,   5pt 5rb 2st 1bl 2-4fg 1-1ft
PF,"Finney-Smith, Dorian",19.8,$10,DALLAS MAVERICKS,v okc, 105-103,22:17,   10pt 4rb 1st 1bl 1to 1trey 3-5fg 3-3ft
SF,"Bullock, Reggie^",19.1,$12,DETROIT PISTONS,@ orl, 107-109,27:40,   15pt 3rb 1as 1to 3trey 4-14fg 4-4ft
SF,"Butler, Jimmy^",18.6,$30,PHILADELPHIA 76ERS,@ por, 95-129,26:07,   5pt 3rb 6as 1st 2to 2-12fg 1-1ft
PF,"Grant, Jerami^",18.4,$17,OKLAHOMA CITY THUNDER,@ dal, 103-105,34:41,   10pt 2rb 2st 4-8fg 2-2ft
PF,"Bolden, Jonah",17.1,$10,PHILADELPHIA 76ERS,@ por, 95-129,26:21,   8pt 8rb 1as 2to 1trey 3-9fg 1-2ft
SF,"Turner, Evan^",16.4,$12,PORTLAND TRAIL BLAZERS,v phi, 129-95,23:14,   8pt 7rb 2as 3to 4-6fg
PF,"Kleber, Maxi^",14.9,$10,DALLAS MAVERICKS,v okc, 105-103,28:25,   3pt 7rb 1as 1st 1to 1trey 1-5fg
SF,"Hutchison, Chandler",14.6,$10,CHICAGO BULLS,@ tor, 89-95,14:24,   11pt 3rb 1trey 5-5fg
PF,"Swanigan, Caleb",12.9,$10,PORTLAND TRAIL BLAZERS,v phi, 129-95,10:14,   4pt 7rb 1as 1to 1-2fg 2-2ft
PF,"Patterson, Patrick",12.4,$10,OKLAHOMA CITY THUNDER,@ dal, 103-105,13:19,   10pt 2rb 2trey 4-5fg
SF,"Johnson, Stanley",12.4,$10,DETROIT PISTONS,@ orl, 107-109,16:57,   8pt 2rb 1st 1to 1trey 2-6fg 3-5ft
PF,"Muscala, Mike",12.3,$10,PHILADELPHIA 76ERS,@ por, 95-129,24:19,   7pt 4rb 1as 1to 2trey 2-6fg 1-2ft
SF,"McGruder, Rodney^",11.8,$10,MIAMI HEAT,v min, 104-113,23:35,   7pt 4rb 2as 3to 1trey 3-10fg
PF,"Anunoby, OG",11.6,$11,TORONTO RAPTORS,v chi, 95-89,20:35,   5pt 3rb 2as 1trey 2-6fg
PF,"Boucher, Chris",10.2,$10,TORONTO RAPTORS,v chi, 95-89,5:24,   3pt 1rb 2bl 1trey 1-2fg
