position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"McCollum, C.J.^",70.6,$32,PORTLAND TRAIL BLAZERS,v den, 140-137,60:01,   41pt 8rb 4as 4st 1bl 1to 4trey 16-39fg 5-6ft
PG,"Murray, Jamal^",51.3,$27,DENVER NUGGETS,@ por, 137-140,55:02,   34pt 9rb 5as 1st 4to 4trey 14-32fg 2-2ft
PG,"Lillard, Damian^",51.2,$46,PORTLAND TRAIL BLAZERS,v den, 140-137,57:59,   28pt 6rb 8as 2st 2to 2trey 10-24fg 6-6ft
PG,"Irving, Kyrie^",46.6,$40,BOSTON CELTICS,v mil, 116-123,41:34,   29pt 3rb 6as 3st 4to 2trey 8-22fg 11-12ft
SG,"Brown, Jaylen^",35,$18,BOSTON CELTICS,v mil, 116-123,30:32,   18pt 5rb 2as 2st 1bl 1to 3trey 6-12fg 3-4ft
SG,"Harris, Gary^",31.3,$18,DENVER NUGGETS,@ por, 137-140,49:31,   13pt 4rb 1as 3st 1bl 1trey 6-12fg
PG,"Hill, George",30.3,$10,MILWAUKEE BUCKS,@ bos, 123-116,29:00,   21pt 4rb 3as 2trey 9-12fg 1-2ft
SG,"Beasley, Malik",18.5,$10,DENVER NUGGETS,@ por, 137-140,23:12,   11pt 5rb 1as 2trey 3-6fg 3-4ft
PG,"Bledsoe, Eric^",12.2,$30,MILWAUKEE BUCKS,@ bos, 123-116,27:11,   9pt 1rb 4as 4to 1trey 4-15fg 0-4ft
SG,"Turner, Evan",5.7,$10,PORTLAND TRAIL BLAZERS,v den, 140-137,12:30,   0pt 1rb 1as 1st 0-1fg
PG,"Curry, Seth",5,$10,PORTLAND TRAIL BLAZERS,v den, 140-137,19:46,   5pt 1trey 1-6fg 2-2ft
PG,"Morris, Monte",4.2,$10,DENVER NUGGETS,@ por, 137-140,12:05,   0pt 1rb 2as 0-4fg
PG,"Rozier, Terry",3.2,$15,BOSTON CELTICS,v mil, 116-123,14:29,   0pt 1rb 1st 1to 0-3fg
PG,"Frazier, Tim",0,$10,MILWAUKEE BUCKS,@ bos, 123-116,00:19,   0pt
SG,"Brogdon, Malcolm",0,$14,MILWAUKEE BUCKS,@ bos, 123-116,DNP,   
SG,"Simons, Anfernee",0,$10,PORTLAND TRAIL BLAZERS,v den, 140-137,DNP,   
PG,"Thomas, Isaiah",0,$10,DENVER NUGGETS,@ por, 137-140,DNP,   
SG,"Brown, Sterling",0,$11,MILWAUKEE BUCKS,@ bos, 123-116,DNP,   
SG,"Wanamaker, Brad",0,$10,BOSTON CELTICS,v mil, 116-123,DNP,   
SG,"Trent Jr., Gary",0,$10,PORTLAND TRAIL BLAZERS,v den, 140-137,NA,   
SG,"Gibson, Jonathan",0,$10,BOSTON CELTICS,v mil, 116-123,NA,   
SG,"Smart, Marcus",0,$19,BOSTON CELTICS,v mil, 116-123,NA,   
SG,"DiVincenzo, Donte",0,$10,MILWAUKEE BUCKS,@ bos, 123-116,NA,   
PF,"Antetokounmpo, Giannis^",69.6,$55,MILWAUKEE BUCKS,@ bos, 123-116,39:05,   32pt 13rb 8as 2st 3bl 5to 8-13fg 16-22ft
SF,"Barton, Will",50.3,$10,DENVER NUGGETS,@ por, 137-140,38:36,   22pt 9rb 3as 2st 3bl 2to 3trey 8-18fg 3-4ft
PF,"Millsap, Paul^",46.1,$19,DENVER NUGGETS,@ por, 137-140,48:38,   17pt 13rb 1as 3st 2bl 3to 1trey 8-13fg 0-2ft
SF,"Tatum, Jayson^",45.7,$24,BOSTON CELTICS,v mil, 116-123,36:59,   20pt 11rb 3as 3st 1to 7-14fg 6-6ft
SF,"Harkless, Maurice^",38.5,$18,PORTLAND TRAIL BLAZERS,v den, 140-137,44:56,   15pt 10rb 3as 1st 2bl 2to 1trey 6-14fg 2-3ft
SF,"Middleton, Khris^",36.3,$31,MILWAUKEE BUCKS,@ bos, 123-116,38:34,   20pt 4rb 5as 3st 5to 3trey 6-12fg 5-6ft
SF,"Connaughton, Pat",31.4,$15,MILWAUKEE BUCKS,@ bos, 123-116,28:14,   14pt 7rb 2st 1bl 4trey 5-11fg
PF,"Morris, Marcus^",30.6,$17,BOSTON CELTICS,v mil, 116-123,29:54,   16pt 8rb 2as 2bl 4to 4trey 6-8fg
PF,"Aminu, Al-Farouq^",26.4,$18,PORTLAND TRAIL BLAZERS,v den, 140-137,46:16,   6pt 12rb 4as 1st 3to 2-9fg 2-2ft
SF,"Hayward, Gordon",23.9,$18,BOSTON CELTICS,v mil, 116-123,33:22,   10pt 7rb 5as 2to 2trey 2-8fg 4-4ft
SF,"Hood, Rodney",22.9,$10,PORTLAND TRAIL BLAZERS,v den, 140-137,23:35,   19pt 2rb 1as 2trey 6-8fg 5-7ft
PF,"Mirotic, Nikola^",18.6,$13,MILWAUKEE BUCKS,@ bos, 123-116,29:19,   13pt 3rb 1st 1to 3trey 5-9fg
PF,"Ilyasova, Ersan",18.2,$10,MILWAUKEE BUCKS,@ bos, 123-116,13:29,   5pt 6rb 2as 1bl 1trey 1-2fg 2-2ft
SF,"Craig, Torrey^",13.7,$12,DENVER NUGGETS,@ por, 137-140,36:06,   4pt 6rb 1as 1st 2to 2-8fg
SF,"Ojeleye, Semi",7.7,$10,BOSTON CELTICS,v mil, 116-123,11:02,   6pt 1rb 1as 1to 2trey 2-4fg
SF,"Snell, Tony",2,$10,MILWAUKEE BUCKS,@ bos, 123-116,5:30,   2pt 1-3fg
SF,"Yabusele, Guerschon",0,$10,BOSTON CELTICS,v mil, 116-123,DNP,   
